 	non	deve	magniare	la	sera	</S>
e	0.691860733	0.130284977542	0.046106517836	0.0464871680803	0.0424092285334	0.0428512967815
n	0.471846934133	0.272663665981	0.0839209380453	0.0554385741883	0.0546813805151	0.0614484302188
è	0.251536326311	0.444784453327	0.124465255255	0.0532403242294	0.055306860151	0.0706667476781
n	0.164492709324	0.487090249776	0.183831637352	0.0529175838098	0.0440026760473	0.0676650964947
a	0.105662398461	0.352584240392	0.315293901117	0.0876571324699	0.0432643910078	0.0955378648136
f	0.0644382565403	0.179570009664	0.412446157706	0.15965307589	0.0703834360906	0.113509037745
à	0.0509391464201	0.106401613421	0.394019208235	0.24008643423	0.0730746344769	0.135478909942
i	0.0429233927427	0.0740293668803	0.276234497945	0.381636394543	0.067011768839	0.158164565801
t	0.0245916984009	0.0426864550021	0.171815398515	0.484883028181	0.137673040513	0.13835052482
o	0.018859512143	0.0296445468327	0.110626516512	0.42491341606	0.282378287838	0.13357786254
v	0.014812241253	0.0194453488776	0.056623820784	0.304264954353	0.446577095613	0.15827662718
r	0.00796060249767	0.0106015307292	0.0287931846947	0.207002902051	0.555372379871	0.19026945736
à	0.00958359091856	0.0102534857831	0.0302837105649	0.170737610284	0.54760120129	0.231540443287
i	0.0145280730844	0.0128687702988	0.0337670013196	0.129179269761	0.498237903097	0.311419078962
</S>	0.0146899059005	0.012588951746	0.0241005785968	0.0883559793805	0.493276094548	0.366988618481
