 	ieri	abbiamo	deciso	di	andare	al	mare	tutti	ma	mio	fratello	non	voleva	venire	</S>
e	0.683656681	0.06781773459	0.0359139085333	0.0193968033132	0.0174974772679	0.0168162668018	0.0165963631081	0.0167461623198	0.0167389256989	0.0166619698618	0.0169762609835	0.0168952494358	0.0177959342181	0.0213080831203	0.0191821781543
t	0.615819009333	0.0928070228633	0.0417992879659	0.0224919872742	0.02008287674	0.0193321643257	0.0184589128806	0.0186250581903	0.0190134693957	0.0188609508505	0.0183212406453	0.0184848415536	0.0187052410716	0.0259605142945	0.031237442954
t	0.548149041378	0.112098838888	0.0492669077486	0.0272550966448	0.0243329103027	0.0239517680029	0.0226205939964	0.0226703868804	0.0196503420813	0.0210132410583	0.0183773780196	0.0199545988127	0.0215522082698	0.0286736018249	0.0404331619146
è	0.414388605393	0.238737244696	0.0532454080549	0.0302958954852	0.0251421961733	0.0272833847449	0.0268337823136	0.0263396871318	0.0178436488871	0.0202277958097	0.0173975068455	0.019325708761	0.0221768752167	0.0254049950484	0.0353572842157
d	0.280039270464	0.345934071299	0.076509904997	0.0319547372095	0.0246109160863	0.0291935483787	0.0289078842411	0.0278034991498	0.0181596420242	0.0199150631906	0.0166579281323	0.0175006078351	0.0210101265584	0.022398165673	0.0394046555675
e	0.205479265355	0.3947311319	0.099388512999	0.0309956079768	0.0253618484031	0.0280822137682	0.0262360552779	0.0251344361055	0.020165692079	0.0212132681041	0.0178902476097	0.0182702508933	0.0210167066935	0.0241965440142	0.0418382401418
c	0.116305116918	0.412929254367	0.171652384666	0.0401727658617	0.0270648298914	0.0256906164413	0.0234890176887	0.0232413192941	0.0201073737148	0.0216980160696	0.0182819935366	0.0189023260111	0.021153445498	0.0244919197522	0.0348195495291
i	0.074880469706	0.323209558122	0.283429873555	0.0474935538206	0.0284489917993	0.0264578790707	0.0239996124872	0.0237418482978	0.0219705975928	0.0233650547579	0.0185076112296	0.0190532636531	0.0211849015429	0.024937681	0.0393190364068
d	0.0581254436087	0.247350449907	0.354557705518	0.0640281144069	0.033418426012	0.0265597696363	0.0233320887884	0.0241681335908	0.0221836420385	0.0228983960521	0.0184755021868	0.0184731619108	0.0204477681533	0.025584129644	0.0403971684465
è	0.0528669248962	0.188414010169	0.405509612906	0.0950483228023	0.035173053544	0.0258785925742	0.0232147914432	0.0249494260551	0.0202824444629	0.0212319990662	0.0170784080797	0.0167443937772	0.0190260805172	0.0221483334043	0.0324334778186
t	0.0584417229587	0.166524561476	0.394709168369	0.119480520667	0.037413875808	0.0270507841928	0.0243602547301	0.027778016251	0.0193357235656	0.0199059370084	0.0154663527137	0.0167642000976	0.0182340497676	0.0239619952026	0.0305726920925
s	0.0677391395196	0.132767451245	0.366790412456	0.125161873376	0.0536840206336	0.0325147881226	0.0294965879959	0.0361673478507	0.0196858043708	0.0205307043277	0.0167763663852	0.0178321611351	0.0228469560601	0.0279721048425	0.0300341200662
a	0.0618624479399	0.090490149375	0.349199158619	0.172822319412	0.0605947818155	0.0336757832235	0.0310302164389	0.0360832904945	0.0223132508915	0.0234928907224	0.0191847079703	0.0185145477016	0.0246731710943	0.0253348588254	0.0307283714703
