 	il	vestito	della	sposa	vuole	bianco	</S>
o	0.5888675193	0.1311860143	0.13671316762	0.036763823691	0.0325880759132	0.0366686066346	0.0372128118208
à	0.366935154167	0.1814082291	0.29013224454	0.048138880073	0.0341026457541	0.0384646012692	0.0408182766874
b	0.184272104922	0.202613127233	0.399851559513	0.0871808811043	0.0363635439227	0.0443384065141	0.0453804081846
b	0.184729626307	0.211815293744	0.356747223362	0.0925158875268	0.0393317421523	0.0596312788549	0.055229000597
i	0.190564874102	0.268040210581	0.323351697979	0.0670004743343	0.0392708278352	0.0579926120323	0.0537793431952
t	0.131108428967	0.299820878594	0.355220025793	0.0706343995114	0.0407815902947	0.0508085921283	0.0516261218669
o	0.115155722389	0.274576025265	0.347295574398	0.11267146257	0.0425908997982	0.0499236920077	0.0577866784255
u	0.0916983879497	0.198345951622	0.273985874866	0.250121129323	0.0660832549261	0.0407771747408	0.0789882023873
k	0.0854950865232	0.130996061941	0.196775366595	0.353921158241	0.0959464659754	0.0399116229943	0.0969542101364
o	0.0890775115344	0.118494153114	0.160291745638	0.378151207147	0.111555527972	0.0434863750394	0.0989434847588
r	0.0594330439215	0.089807163446	0.144405011013	0.413725863116	0.118910828971	0.0572369323878	0.11648114568
a	0.0458475307905	0.07038250349	0.120780322891	0.403849245905	0.15795439679	0.0666872804759	0.13449875856
s	0.0368466408862	0.0554566217873	0.0968760851837	0.366718113602	0.202537124263	0.104186264439	0.137379246587
ì	0.0284267084514	0.0399842290864	0.0800402212612	0.323468426101	0.264049019421	0.126252854413	0.137778569062
u	0.0256376176838	0.0341294383975	0.0547663832937	0.268794528554	0.371303048474	0.0938847727177	0.151484186354
t	0.0193795875859	0.0244861449322	0.0390585265479	0.200943985058	0.417747966825	0.135441894086	0.162941981518
è	0.0168197999	0.0208064612484	0.0331504530393	0.140861236306	0.388314276275	0.208992239695	0.191055650506
l	0.01292242233	0.0167376644715	0.0270118056464	0.0982923688887	0.352420990758	0.293131697898	0.199483077902
i	0.0107318185227	0.0127022461498	0.0202502522221	0.0533757204696	0.297632141719	0.377215855299	0.228091947301
à	0.00935007602823	0.0099553939466	0.0127663713007	0.0289526547865	0.192964221153	0.4743428071	0.271668500167
s	0.00765655674141	0.008134986219	0.0083763475849	0.0197732309002	0.129391673164	0.6099103997	0.216756859389
p	0.00623334211034	0.0068595216004	0.00581342692763	0.0158374870954	0.104285563135	0.694121984567	0.16684867973
r	0.00793997102225	0.006184172316	0.00419129218348	0.0131620017085	0.075878336725	0.681278050856	0.211366166683
o	0.0106977401937	0.00783325230327	0.00602191282876	0.0123717339255	0.0546197552417	0.569550978952	0.338904605334
</S>	0.0102558796519	0.00866644948963	0.00823408438638	0.0122156683828	0.0417193802208	0.496883595476	0.422024870667
