 	la	macchina	vuole	riparata	dal	meccanico	</S>
i	0.738367478	0.08672557737	0.0341442275078	0.0339760838506	0.0341240557753	0.0352208973441	0.0374417241247
m	0.632042056	0.144706133123	0.0574492659087	0.036608292143	0.0394329088091	0.0383616618993	0.0513997307743
à	0.445631815333	0.313295513708	0.0675139045029	0.0364043870998	0.0411150007694	0.0373026275274	0.0587368133888
k	0.325795792044	0.429694765503	0.0687229901676	0.0346184879587	0.0395613852022	0.0420570638611	0.0595496263799
i	0.254195649615	0.465692613434	0.105115839456	0.0346889700952	0.0386108935873	0.046144021825	0.0555520735213
n	0.158224458005	0.498226247145	0.172024421685	0.0368612658674	0.0367767316422	0.0445388819462	0.0533479918902
a	0.111562211268	0.402798067048	0.294545243628	0.0474120055558	0.037562952992	0.0456830928794	0.0604364088508
t	0.0787868526227	0.265068321216	0.391291865209	0.0647420194519	0.0386867815381	0.0736302545171	0.0877939435418
è	0.0581986546076	0.175198123939	0.44413037507	0.0947089515506	0.0385371002332	0.0852247919621	0.104002047102
l	0.0451850383692	0.138530537446	0.474051121023	0.117846595717	0.0401204950571	0.0699640686544	0.114302121552
i	0.0386356155144	0.108441861882	0.402707789008	0.210219406039	0.0484669969978	0.0654782227335	0.1260500722
s	0.0338362829801	0.071844601094	0.329801649469	0.309017871346	0.0553826903259	0.0755416073825	0.124575315125
t	0.0356497639107	0.055152406698	0.288460128756	0.307556140715	0.076571938442	0.0924410469808	0.144168651037
i	0.0374821980302	0.0484006050327	0.196795605652	0.340664912238	0.121076548294	0.0924145461269	0.16316556094
a	0.0249954628101	0.0348650159309	0.109667592351	0.403685417879	0.153239563045	0.117015318336	0.156531563003
m	0.0191588071867	0.0281519182103	0.0723390612503	0.40546421996	0.191489931482	0.145755887825	0.137640133714
m	0.0231560778189	0.0354926271834	0.0627318244834	0.313662083387	0.245127852494	0.142411382008	0.177418191105
è	0.0235789158996	0.0406661446078	0.0775636460011	0.232318723042	0.259822159851	0.187208322469	0.178842132528
n	0.0179875798192	0.0351501500453	0.0847055061737	0.245483973727	0.246204264304	0.199592781356	0.170875744536
i	0.0154130474524	0.0259161838644	0.0571563354712	0.212109914102	0.268240238735	0.185332917185	0.235831357979
à	0.0122872653308	0.0177194433335	0.0354918724237	0.136480410274	0.290514367278	0.256605232395	0.250901397313
t	0.0106356897023	0.0165675757565	0.0289234207079	0.115155490671	0.297189093493	0.325767017465	0.205761813491
t	0.0176670436341	0.0161846771302	0.0249127707026	0.108182987624	0.329795469831	0.324964189822	0.17829299667
o	0.0193771951718	0.0137243114291	0.0194989802413	0.0757462500733	0.28665912113	0.331249923274	0.25374424373
m	0.0125068160161	0.0130075321054	0.0155050049876	0.0508160929831	0.227784896897	0.358051782425	0.322327830577
e	0.00951160798563	0.0119475328413	0.0136472780362	0.045100797089	0.190824079632	0.388273226808	0.340695441526
k	0.00913054952101	0.0111578519986	0.0126161131037	0.035337477691	0.138841500277	0.422794358269	0.370122130042
k	0.008792382037	0.00871382765153	0.0104803083992	0.0283326070903	0.182871229826	0.395455237556	0.365354359014
à	0.00727350093033	0.00632408908951	0.0084922549244	0.0261183172301	0.187203400675	0.386106270652	0.378482134471
n	0.00770756163234	0.0086383160031	0.0106652623728	0.0288466170614	0.130149723358	0.398099731551	0.415892825824
i	0.00872455101043	0.00956631194617	0.0112750933579	0.0253786394851	0.100481407319	0.39303370585	0.451540348941
k	0.0143913160507	0.0162406992936	0.016865369497	0.0280406465417	0.084865441373	0.379757419283	0.459839132314
o	0.0165903232293	0.0194530483364	0.019643409843	0.0312370268206	0.079537618391	0.354282672428	0.479255836105
</S>	0.0130869993986	0.015416652867	0.0159521695215	0.0273541368203	0.0686712473955	0.344907775214	0.514610893052
