 	mia	sorella	quest	anno	che	vienne	studierà	per	medico	</S>
i	0.7398562935	0.04194729768	0.027321927972	0.0260933751881	0.0251620804074	0.0249713530277	0.0270310178308	0.0283841088692	0.0290591757926	0.0301733693568
a	0.633836223167	0.112977163193	0.0376794424963	0.0299094817802	0.0272996265021	0.027082794754	0.0301394778744	0.0341395652512	0.0326229720303	0.0343132633988
d	0.457260273389	0.228403370731	0.0705302698854	0.0345837236102	0.0306525857816	0.0298866123732	0.0296522860733	0.0382292315626	0.0360789910112	0.0447226092318
e	0.347088588796	0.290859983577	0.0962691762951	0.0374524297849	0.0324658555011	0.0313571493583	0.029899567205	0.0400141720227	0.0415639242084	0.0530291390113
r	0.258789094532	0.376602056526	0.0975815490317	0.0372024898964	0.031406398999	0.0305836549626	0.0293029562239	0.0376530317837	0.0410425812975	0.0598362261207
f	0.220499855777	0.391839273509	0.127707311744	0.0369101673271	0.0310060409651	0.0296119057119	0.0267203205082	0.0347561950416	0.0373514183055	0.0635975150943
ì	0.211954872752	0.393359720503	0.160958067048	0.0344117762307	0.0286563093869	0.0265742084229	0.0249753403939	0.0303383134897	0.0318334785137	0.0569379473117
m	0.138050340877	0.416155136834	0.215425002349	0.0530252833502	0.0304492553074	0.0251932525499	0.0223514109458	0.0250133946609	0.0254354790124	0.0489014581839
m	0.119620652959	0.334840798945	0.273124480983	0.0791885137634	0.0393748208446	0.0315988123444	0.0247467746057	0.0279325874565	0.0276568594572	0.0419156150841
u	0.108091306386	0.243257233648	0.339338811528	0.0922003609611	0.0431290553923	0.037029339096	0.0298323708419	0.0329553018532	0.0322243514093	0.0419418015007
f	0.065981672102	0.160899522016	0.398651129843	0.150373971827	0.0472257028928	0.0382327456574	0.0299847856933	0.033073337879	0.0319832262479	0.0435938854993
è	0.0496049592407	0.122216785672	0.407698079414	0.200776510809	0.0515442970443	0.0336410766258	0.0228487058644	0.0257222759305	0.0253007346919	0.0606465986956
t	0.0366347311336	0.110314863024	0.417041490271	0.20136372087	0.0587000402814	0.0287626795919	0.0218492078462	0.0227256339153	0.0241670893773	0.0784405993476
i	0.0357053350072	0.094379956808	0.348025358424	0.238748566757	0.0962645165605	0.0355974575193	0.0246176807623	0.0258381460839	0.0264477331221	0.0743752704361
p	0.0369237944517	0.0708243483027	0.215588781275	0.302410604252	0.144258052253	0.0709452845931	0.0237103569776	0.0297293227422	0.0275124993266	0.0780969220609
ò	0.0345087624806	0.0588553504009	0.162436519692	0.302134944084	0.174316051418	0.104895319284	0.0217816122745	0.0289600905973	0.027180895269	0.0849303991866
r	0.0288188988902	0.0515532310003	0.174072080964	0.294945572361	0.198780234273	0.0898133011613	0.0205284685248	0.0232837830209	0.0247938393542	0.0934105053673
k	0.0251824740334	0.0422766596001	0.154640131255	0.341781341787	0.199079049891	0.0660301415646	0.027588763559	0.0277619185527	0.0265936011353	0.0890658721798
e	0.0286857665231	0.0396297882667	0.105902137458	0.297279980596	0.244682059297	0.100845603232	0.0384850964171	0.031260030314	0.0252774999599	0.0879520586503
t	0.0241937209564	0.0313657783556	0.0651727185927	0.198197565265	0.328879072032	0.134650360144	0.0409215230124	0.033727700314	0.0301964254329	0.112695144987
e	0.0210539758375	0.0273013192612	0.0474594837596	0.136747647222	0.337861959411	0.170781932781	0.0554127456775	0.035005455078	0.0301080813163	0.138267419714
e	0.0189968463698	0.0231582527164	0.0352914136552	0.078988288474	0.29862367087	0.25772497026	0.0842833958925	0.0435039281793	0.0241234473518	0.135305856565
n	0.0186508678353	0.0227417952321	0.0373322277317	0.063446612958	0.259650820223	0.30275357142	0.0921108440975	0.0603878270931	0.0299407157739	0.112984852653
a	0.0190489198118	0.02327726728	0.0398960823492	0.058154530386	0.207378397808	0.320516529473	0.104955455099	0.0908667012977	0.032273139746	0.103633107026
