 	dovevo	comprare	il	pane	</S>
ì	0.608947963	0.0716711733	0.0836878051	0.103988289641	0.131704889319
c	0.593417171	0.144842551167	0.0690915546667	0.0857968168376	0.106851951023
h	0.533636230333	0.242844860322	0.0671074806889	0.0662849203025	0.0901264946646
a	0.499107396111	0.301346185107	0.0651007359096	0.0568318423289	0.0776138159386
n	0.459016708704	0.347941863702	0.0610410281165	0.0529256212044	0.0790747383252
a	0.351310296901	0.430557508567	0.0825775636388	0.0489951709021	0.0865594180901
a	0.202138177434	0.527844961522	0.12429239968	0.0445831634214	0.101141260416
f	0.108527343685	0.447648805574	0.24290461836	0.0905686654738	0.110350579359
o	0.0685021351683	0.311469405191	0.364556005453	0.111877057358	0.14359544882
r	0.0493395645694	0.286145766664	0.374307847151	0.116172739319	0.174034163387
à	0.0389589336365	0.237506282488	0.393107813717	0.163940816973	0.166486257329
s	0.0335919108655	0.202414739763	0.426529789239	0.176668189724	0.160795412176
o	0.0266683391352	0.164254128721	0.41165535708	0.231605343841	0.165816837125
t	0.0187530657651	0.0900101951737	0.443445153693	0.276807820347	0.170983750442
o	0.0148020388017	0.0615862717446	0.392448064164	0.346141950782	0.185021684681
t	0.0123981834872	0.0418059329082	0.285053365655	0.459223694261	0.201518836894
s	0.00816714283287	0.0315657781722	0.230505909885	0.51180608342	0.217955090165
o	0.00856903823476	0.0254770992602	0.152560209828	0.500243421807	0.313150280588
m	0.00858170484692	0.0169061201581	0.116043204476	0.493399679936	0.365069278196
ì	0.00835538276097	0.0184704241974	0.111413023559	0.521325159312	0.340435909132
</S>	0.00944777347548	0.0246177083687	0.107748406879	0.520529014656	0.337656982166
