 	la	pasta	vuole	sale	</S>
i	0.634398391	0.2120668419	0.050517874985	0.0509980298782	0.0520188434759
p	0.489663913667	0.298687776033	0.0783050119783	0.0643841544579	0.0689591990742
à	0.341345422556	0.419795882344	0.0939242851261	0.0672494626894	0.0776850837345
s	0.221235868919	0.527910061448	0.101730658509	0.0621979621352	0.0869255304686
t	0.13839549924	0.499452407149	0.163779201961	0.0991600342014	0.0992129149571
a	0.07978923428	0.41584737705	0.287248098312	0.109820385548	0.107295000518
ì	0.0531264768933	0.276010113017	0.456021672504	0.0872682009293	0.127573574796
t	0.0376576550471	0.153446675672	0.533384761901	0.0942523753764	0.181258527559
e	0.0351227336984	0.0958658791107	0.420772444634	0.224100199192	0.224138771986
l	0.0293688606561	0.0626956700569	0.285716960878	0.374549961064	0.247668520195
e	0.024245230338	0.0415348259656	0.179862838426	0.487137325688	0.267219708732
à	0.0176824208533	0.0251557570485	0.090925608722	0.650720124563	0.215516049111
l	0.0105966281779	0.0148837208362	0.0647343699807	0.730501889521	0.17928336857
a	0.0111599893397	0.0141048274741	0.0449099909669	0.636441313174	0.293383891123
</S>	0.0133480242172	0.01550024417	0.0334065930035	0.541754903587	0.395990271961
