 	le	melanzane	vogliono	girate	</S>
i	0.758996722	0.069938039253	0.0528869146845	0.0590906878913	0.0590876981754
m	0.716536094667	0.109227810686	0.0526535907912	0.0543861849966	0.0671964023459
a	0.644172918222	0.152639857129	0.0575611864171	0.060755653271	0.0848704217298
r	0.548683320741	0.220731566043	0.0669795518924	0.0600970925198	0.103508406576
a	0.408321102647	0.369402678681	0.0680039080308	0.0515279221963	0.102744329188
n	0.268675808616	0.49061491756	0.0719630340769	0.0496908337218	0.119055414899
g	0.290336536872	0.419104797187	0.092633018359	0.0566684148073	0.141257284333
i	0.291615822557	0.306432165729	0.18504326312	0.0722659345358	0.144642765744
à	0.178405946786	0.31841695291	0.270510133707	0.0785148274453	0.154152035848
n	0.134393984795	0.298294144437	0.295405053902	0.0742614435018	0.197645290109
e	0.111071220798	0.237344928612	0.354048399967	0.0794993909206	0.218035918663
i	0.083922682386	0.162746554844	0.420286028656	0.138820507174	0.194224082714
t	0.063533887642	0.102262362588	0.406709647685	0.180811054658	0.246682986398
è	0.0552519203407	0.0957632289293	0.369711697362	0.189572966553	0.289700242733
l	0.0402795317269	0.0782431625498	0.397177047521	0.198356183384	0.285944162444
u	0.035065123607	0.0598928105166	0.309509665374	0.285347198328	0.310185225881
n	0.030296112567	0.0476915787055	0.184391986858	0.375347004443	0.362273335294
e	0.0220942125357	0.0315027163685	0.125517051086	0.401402839148	0.419483188431
v	0.0254869907119	0.0232312670522	0.069627283562	0.451841061049	0.429813302144
o	0.0247998582243	0.0202742546481	0.049180243834	0.47068276235	0.435062754048
t	0.0179880743584	0.0163591573867	0.034554617998	0.524594266783	0.406503799349
i	0.0139084238795	0.0140177415329	0.026364559126	0.541779048928	0.403930209783
m	0.0122264982165	0.0179793477216	0.0296393401287	0.461460748976	0.478694129928
m	0.0109250554302	0.0159879743382	0.0419646038762	0.407589256059	0.523533204643
è	0.0114096973881	0.0141248497191	0.0502937246921	0.378549962153	0.545621834614
n	0.0154799517784	0.0175564205004	0.0619734915307	0.386876579118	0.518113597271
e	0.0165921745236	0.0189210508868	0.0549792624769	0.400818173439	0.50868936909
</S>	0.0146371148044	0.0177074371694	0.0397243971384	0.388452959319	0.539478108545
