 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
e	0.7317396925	0.0528409176	0.0332454304375	0.0326927090867	0.0355385923594	0.0369090164799	0.038671857294	0.0383617543835
m	0.6777202765	0.08448289288	0.0431290497448	0.0321720365355	0.0357417430238	0.0384876089354	0.0404728551352	0.047793501074
a	0.591168046167	0.136402625693	0.0525155921816	0.0335845663282	0.0382996743983	0.0438423635937	0.0470535540256	0.0571334271997
r	0.484507874056	0.206963271898	0.0752467098605	0.0375663604724	0.0400816419611	0.0442944040934	0.0473260209486	0.0640135888732
a	0.344808093352	0.345546576633	0.0906228774202	0.0361010689378	0.0362845434647	0.0371908094912	0.0405303842296	0.0689155912056
n	0.223370346717	0.450774310878	0.100785424807	0.0373317068929	0.0356561088679	0.0355989058155	0.0420120506448	0.0744710825781
g	0.261597961839	0.373806907493	0.114828445736	0.0404779987643	0.0478197864433	0.0386714674562	0.0426900478234	0.0801073454237
i	0.255156970746	0.271952609298	0.208458688979	0.0394489452548	0.0526576674291	0.043884471401	0.0443172605117	0.0841233829034
à	0.140582861582	0.267907028033	0.331621992993	0.0469759856849	0.047558440055	0.0409889844093	0.0412328590846	0.0831318581671
n	0.0974246560607	0.251323186678	0.382248206664	0.0582451550283	0.052030258401	0.034270953765	0.0352679234949	0.0891896617009
e	0.0762149016869	0.190469145293	0.443814914888	0.0738220896761	0.051259494185	0.0333574517105	0.0348258608316	0.0962360925681
è	0.0624849716223	0.130439501431	0.486790265629	0.112518776159	0.0522595558663	0.032134411282	0.0322251713119	0.0911473003698
n	0.0533038921874	0.0967285546103	0.48348679281	0.152477453586	0.0566115366421	0.028588932662	0.0299107929061	0.0988920777869
e	0.0528504035531	0.0834827328701	0.393387614003	0.229411363595	0.067997258214	0.0308500258953	0.02993597054	0.112084722032
s	0.0516495478417	0.0694995585567	0.277849209601	0.296976363198	0.0982822242047	0.0383772462651	0.0341063970253	0.133259514188
e	0.0445684766312	0.0571058702856	0.198323223	0.315593322399	0.151448543735	0.0483399244884	0.0349843097378	0.149636315213
g	0.0436302728277	0.0528616451219	0.134222092667	0.3370782438	0.175688237245	0.0687435459628	0.0387321917546	0.149043758891
i	0.0405141958466	0.0449330488073	0.100599187356	0.323785199867	0.192901433748	0.0922634937876	0.0462544644149	0.15874899189
r	0.0305640401462	0.0336798267118	0.0766823181853	0.284157387356	0.252824632583	0.0985902537292	0.0471825084916	0.176319053623
è	0.0234845339621	0.0291797873933	0.0665286991951	0.233281297385	0.336512386861	0.0971202031097	0.0398716367639	0.174021485461
t	0.0181483133474	0.0248065143711	0.058523584665	0.197804906062	0.39173250562	0.102697276503	0.0387680303213	0.167518877874
s	0.0164510523891	0.025706551177	0.0481368288217	0.192853911154	0.37783467454	0.114746442368	0.0422697455578	0.182000835431
i	0.0169345002697	0.026481332059	0.0390964074072	0.149667907385	0.337780130847	0.177540601523	0.0434380236367	0.209061141484
d	0.0133329096632	0.0177159638263	0.0295030732357	0.090844268195	0.306419281616	0.247561753174	0.0578282680122	0.236794493028
ò	0.0103093616944	0.0142208140181	0.0268517141786	0.0623426757317	0.292704689205	0.269299855191	0.0779851795374	0.246285740343
p	0.0093657801948	0.0133902376287	0.0232236324929	0.0430327197106	0.280772393068	0.277885073397	0.116677780912	0.235652399181
u	0.00905864157093	0.0126775614649	0.018201416471	0.0293908394635	0.204251163689	0.291797695199	0.183640185037	0.250982485127
e	0.00957770557271	0.0118733409916	0.0151472512903	0.0192934341012	0.108956247963	0.291764742	0.288556766346	0.254830502376
m	0.0122604558333	0.0172981816052	0.0242689181701	0.0322606658271	0.0765697905877	0.316805286467	0.272453642849	0.248082998859
a	0.012122568621	0.0195863708097	0.0277020986607	0.035738481139	0.0559035809159	0.286931169576	0.260451245016	0.301564402686
r	0.00980653668087	0.0126418095732	0.0169742567882	0.0223068928697	0.0495920343586	0.211273900812	0.351407273672	0.325997222229
è	0.00905116563362	0.0127255883157	0.0166731274801	0.0187715447299	0.0540852296062	0.167938936337	0.393458149224	0.327296146743
i	0.00744633173747	0.0127577601512	0.0156064662134	0.0140440665146	0.0438119364087	0.118685560539	0.428145907075	0.359501887581
</S>	0.00716826173813	0.0107127166606	0.0123150814267	0.0119853382543	0.0368863615843	0.10417869981	0.441373506537	0.375379985791
