 	se	vieni	a	casa	ogni	sabato	</S>
a	0.5806903154	0.20922570746	0.045902298286	0.0426585674376	0.0507075548739	0.037409941688	0.0334056991092
n	0.405506343933	0.24488369942	0.103541779226	0.0800062850976	0.0620834651512	0.053386819254	0.0505916358097
è	0.242620666511	0.22140515894	0.210298096409	0.143693575566	0.0582287344504	0.0631667995393	0.0605869260778
r	0.160406429137	0.218092436113	0.29473267947	0.158797794522	0.0491595504595	0.0632061445988	0.0556049359942
t	0.151968750812	0.203471810971	0.320042041623	0.143058950902	0.0472165603348	0.0758313359121	0.0584105345067
i	0.130249077137	0.164307964524	0.356588321941	0.162808617696	0.0454377259373	0.0688511979198	0.0717570687708
è	0.070288376439	0.121883874375	0.348680657914	0.282749098565	0.0606907299991	0.0460665553854	0.0696406813839
s	0.0465889279797	0.0814520525383	0.273492207105	0.413271772188	0.090670135733	0.0392986640637	0.0552261979974
s	0.0382940084466	0.0591039427528	0.249387632035	0.400565986063	0.126347778811	0.0552793479412	0.0710212097265
u	0.0320761322955	0.0447318257509	0.210987942145	0.324184234488	0.202564108704	0.0839692953271	0.101486417212
k	0.0280605003984	0.033532609403	0.142727350555	0.285677989029	0.256856574635	0.116548770176	0.136596248195
u	0.0243086490117	0.0251617191797	0.0900562494677	0.228518477863	0.330305815545	0.167225275992	0.134423939798
à	0.0169469885593	0.0180835733593	0.0557502394039	0.153926710588	0.420749535582	0.241137691664	0.093405365446
i	0.0131762615741	0.0137009812937	0.0401061769586	0.112347724127	0.427261423927	0.303373563221	0.090033901862
s	0.0125605989222	0.0125631280783	0.0279160550495	0.0761690405297	0.332868768576	0.44358423174	0.0943382392873
à	0.0104027147351	0.0107191707506	0.0187767698138	0.0469044424266	0.223808788059	0.60011813258	0.0892700812958
m	0.00893315157383	0.00988379037653	0.0188712705779	0.0345119895315	0.159675223753	0.66604581086	0.102078819699
b	0.00650894326025	0.00679671726798	0.0182039775706	0.0289508712998	0.115378038718	0.719000924953	0.105160486346
a	0.00565708029854	0.00527596520079	0.0123705772809	0.0191875364753	0.101218404613	0.646418359651	0.209872036962
</S>	0.0062930018944	0.0062519659664	0.0101435581404	0.0147282159306	0.0941553558665	0.550093217826	0.318334690481
