 	quest	anno	che	viene	mangio	quanti	voglio	</S>
f	0.700897644	0.07445998609	0.0374289986364	0.0363061995032	0.0320632807871	0.0340481834591	0.0415945117131	0.0432011265192
è	0.645322199667	0.12232922125	0.0396231645333	0.0362392797818	0.0322469264502	0.035561265903	0.0430964415664	0.0455814214351
o	0.514484702222	0.25669596115	0.0497549574264	0.032571045858	0.0322224521441	0.0358546307658	0.0384145650364	0.0400016509239
p	0.298190064141	0.401589767717	0.0899164530621	0.0435745031002	0.0351593428604	0.0397185700906	0.0419434860516	0.0499078336921
p	0.156333573847	0.461388195239	0.117578482914	0.0602469191132	0.0363484833167	0.0469175031476	0.0528609384408	0.0683259231688
ò	0.147510145482	0.383419080413	0.203424648131	0.0637817810909	0.0328681970338	0.0441083048951	0.0493048430329	0.0755830036366
r	0.135737540561	0.306980616804	0.300888089044	0.0770842939436	0.0290020709633	0.0307010041936	0.0410948732532	0.0785115204109
k	0.10301062912	0.310637545601	0.288499556281	0.106024802893	0.0332537384414	0.0319026898303	0.0475982890751	0.0790727037359
e	0.0897641464067	0.236119003614	0.305252616694	0.173799243909	0.0413787212655	0.0358373057012	0.0433009410607	0.0745479564811
t	0.0590373851022	0.133117964951	0.340411038898	0.248586533136	0.0595856207798	0.0346033461591	0.0422262922657	0.08243178771
e	0.0453868185674	0.0876940541837	0.304914361099	0.273210630245	0.0884200321133	0.038781309233	0.0450513888504	0.116541338206
e	0.0387131097865	0.0611505637479	0.216070449366	0.297473368148	0.153547026438	0.0724070119443	0.0433606414859	0.117277837628
t	0.0250559587808	0.0370356195493	0.121877262989	0.272956663183	0.271341030146	0.132601739748	0.0437382699853	0.0953935072475
r	0.0180258633149	0.0379320150898	0.0837410411963	0.210724309461	0.304761270049	0.163464220883	0.0537555150818	0.127595745805
ò	0.018097293385	0.0391789262566	0.0730914523321	0.186881181354	0.294847534283	0.174277222228	0.0645670808673	0.149059280212
o	0.0161936266457	0.0253448938655	0.052423638144	0.151832175931	0.317168440628	0.223441303676	0.0837413795224	0.129854511291
p	0.0143918298259	0.0189837863552	0.035948149528	0.104628188957	0.276838670743	0.271533158092	0.121473773841	0.156202457037
ò	0.0129701015486	0.0171197426117	0.0281262731893	0.0725033679857	0.238642296114	0.326806925564	0.137257245547	0.166574073079
s	0.0101406223029	0.0137569110306	0.0233302986804	0.0596490541619	0.221306716705	0.389272823188	0.140218543649	0.14232500056
s	0.0128293402076	0.0236259008929	0.0241534039041	0.051223552054	0.189866096635	0.367523743063	0.16661374915	0.164164172433
a	0.0128385618489	0.0253547352856	0.0204283891414	0.0322873032427	0.128355254678	0.270648345288	0.303617624783	0.206469769058
t	0.0078599680313	0.0130536159099	0.0126849747845	0.0208604841922	0.0710590837593	0.196086945363	0.448119417594	0.230275569019
è	0.0059142538391	0.00850790343397	0.00971133455283	0.0159415799374	0.0486647867198	0.148632618521	0.549231721865	0.213395882606
l	0.0052587848989	0.00659815057579	0.00830262328094	0.0142753662858	0.0361709587733	0.13977719424	0.591819785955	0.197797176469
o	0.00663036245237	0.00752968290573	0.00822445517965	0.0138738869686	0.0288888697644	0.130905855013	0.533641045318	0.270305856823
</S>	0.00807715418649	0.00874297713887	0.00805660182483	0.0112960015143	0.0208406433422	0.0980625879065	0.504804239659	0.340119791412
