 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.5804537306	0.1290068162	0.12916553824	0.037100256792	0.0290238648087	0.0293212250292	0.0328904536167	0.0330380667881
à	0.358925072133	0.1818394066	0.28117323208	0.045888448834	0.0305014857023	0.0306968039309	0.0349388984569	0.0360366002551
b	0.180115833311	0.1983560724	0.389157696027	0.0870888602647	0.0342974883816	0.0334669726339	0.0387212551808	0.0387957831218
b	0.18221478217	0.198547793133	0.341197243632	0.101304826653	0.0434589384971	0.0404401027939	0.0486906161727	0.0441456954964
e	0.189645493723	0.250448839978	0.307049658167	0.0790651631493	0.0435315617982	0.0404082824	0.0470874999831	0.0427634983829
t	0.131914641574	0.284166663593	0.337549488256	0.0900765091831	0.0389966776801	0.0367604064684	0.0403199079529	0.0402156546507
o	0.115824670725	0.262088780131	0.329485680285	0.133757103194	0.0391254401914	0.0357461660861	0.038993628052	0.0449785247911
u	0.0907494067883	0.188521911844	0.255318814362	0.270556543998	0.0583525303238	0.0339874019812	0.0368028544266	0.0657105954049
k	0.0860617670494	0.128362021201	0.182429651594	0.371433333599	0.0707491120413	0.0407574793737	0.0399489968303	0.080257603396
o	0.0902498192831	0.116179645387	0.154325395071	0.3989153032	0.0696923744804	0.0471999231046	0.0427042341238	0.0807332142169
r	0.062121488177	0.0880727561423	0.143734049624	0.438791197733	0.0712084124268	0.0484585818149	0.0509015022456	0.0967119764105
a	0.0491475420083	0.0707161931941	0.124434390195	0.419957355511	0.108207395209	0.0492319906716	0.0547287783357	0.123576360784
s	0.0390178530094	0.0558075841447	0.102500591185	0.380869463504	0.144643585936	0.0567594672439	0.0757784179924	0.144623013675
ì	0.0325532299231	0.0442605878882	0.0898448422617	0.336830537901	0.190843820179	0.082546205368	0.0801349770795	0.142985808978
u	0.029373957001	0.0377846935161	0.0612973496539	0.268499623434	0.293234830993	0.111825443923	0.0521258854218	0.145858276753
è	0.022772761111	0.0267528138816	0.0401224446233	0.212963175545	0.350233613264	0.141562030708	0.0515572563206	0.154036010458
n	0.0235304133483	0.0250150393463	0.0373210326678	0.151606517448	0.368713394021	0.169241283569	0.0721789263469	0.152393552026
a	0.0219067684968	0.0230187804229	0.0303916578726	0.0857630948693	0.32846401634	0.251299197656	0.110154584729	0.149002024482
n	0.0171441938623	0.0184930657783	0.0231294986329	0.0551509776631	0.258531506047	0.311510160219	0.173667283616	0.142373296607
e	0.0139600986908	0.0152078699725	0.0194541875716	0.0405879462324	0.194460709849	0.327427754446	0.240675598205	0.148225724716
à	0.0107545511069	0.0115063647508	0.0131252274045	0.0262817866268	0.12754327047	0.318860264455	0.342430453802	0.149497961925
s	0.0079979355043	0.00857440202147	0.00838693459083	0.0201887060389	0.0888028004433	0.233658404285	0.509835416467	0.122555239782
p	0.00570650693077	0.00636540769256	0.00553311192201	0.0151532650107	0.0585028742944	0.163968461448	0.615052262822	0.129717958407
r	0.00728961463946	0.00551052728603	0.00374534263507	0.0101950368404	0.0362265796648	0.113591957996	0.631800458274	0.191640414829
o	0.0105315409996	0.00737854622346	0.00523597807236	0.00932956413593	0.0246510331883	0.093859766292	0.572564862425	0.27644872121
</S>	0.0102474927416	0.00826218386173	0.00735610328918	0.00994781763497	0.0234062288141	0.103709098846	0.509911070713	0.327160046605
