 	le	canzone	si	scrivono	alla	notte	</S>
a	0.729852314	0.0986942649	0.0336385254575	0.0330368817831	0.0340251647376	0.0352351218696	0.0355177275998
t	0.537846870667	0.222626219633	0.0505860317564	0.0423054191776	0.0425571661867	0.0475450403445	0.0565332009597
r	0.413961661556	0.319467286878	0.0581721038895	0.0462760698677	0.045296727136	0.0526083330516	0.064217746738
a	0.396006951852	0.348152501959	0.0683509137248	0.0424166420927	0.0418639285924	0.0490920806202	0.0541169282607
ù	0.271342377417	0.441899324653	0.0901004073286	0.0439833904707	0.0419667746331	0.0527805276789	0.0579271763893
d	0.164434963272	0.463261874218	0.114300054643	0.0742221112308	0.0453637526431	0.0623718345812	0.0760454805459
i	0.117527374557	0.332307829206	0.276527422348	0.0884744811429	0.0457256436161	0.0604148191827	0.0790225064215
a	0.0898379867837	0.195318793602	0.443746708116	0.100849552365	0.0559536278481	0.0448798090533	0.0694135992794
g	0.0663319168546	0.133120197934	0.377738006305	0.212326968495	0.0780656529907	0.042034900399	0.0903823966665
r	0.0571374763535	0.116848406578	0.236937627502	0.364144352165	0.0769741626702	0.0473688654317	0.10058914379
à	0.0523768224778	0.100656371193	0.213562433301	0.416792347188	0.0594267384767	0.0473401479692	0.109845201881
f	0.0372114617693	0.068365833031	0.2021587879	0.443200049529	0.0626409925056	0.0448317499031	0.141591150392
u	0.0300173833798	0.046732841777	0.137865661833	0.40858917251	0.164656893302	0.0487249471744	0.163413105137
t	0.0267868669593	0.0368634681457	0.089440284411	0.333791337503	0.277699119101	0.0581214941448	0.177297405236
t	0.0303384708031	0.0311821457819	0.0566576092237	0.306036785168	0.3019974655	0.0878226524643	0.185964753952
e	0.0330546675384	0.030471126894	0.0376610026946	0.205225178523	0.348980111167	0.153354814104	0.191252912637
t	0.0201859456435	0.0204847648047	0.0255731507969	0.119064410841	0.418081005256	0.198227157235	0.198383447879
s	0.0192431502958	0.0166009226016	0.0179521949043	0.0979027826803	0.448969798552	0.203134659612	0.19619644256
e	0.0199372182855	0.0161751728919	0.0141435906701	0.0691524639668	0.395088022444	0.264328684137	0.221174774787
n	0.0125640327831	0.012182670964	0.0131173540654	0.0410665954889	0.299288902561	0.382284585379	0.239495787729
ì	0.00891772933223	0.00965357705533	0.0121320579925	0.032756619663	0.226991794774	0.515060955126	0.194487217043
t	0.00807000465034	0.0105433275438	0.0113448540548	0.0356872972277	0.183041995091	0.559604463709	0.191708014681
t	0.0101866370124	0.0105045266099	0.0120851985116	0.0411431717986	0.208098095164	0.498106917236	0.21987543356
a	0.0109396520193	0.0090162722087	0.0103205999159	0.0366590568109	0.180214263455	0.465491543079	0.28735861652
</S>	0.00953568724895	0.00911500773945	0.00809722568595	0.0317665973384	0.120776482927	0.464429786539	0.35627923326
