 	nella	pasta	metti	sale	vuole	il	sale	</S>
s	0.70512235	0.0999031056	0.0382735891835	0.0302147627339	0.0303520783652	0.0291166314366	0.0340509758165	0.0329665022908
t	0.663551946333	0.103230582033	0.0454927926292	0.0335068199375	0.0331959672026	0.0310983910004	0.0448697429379	0.0450538213909
i	0.544037674111	0.199165869044	0.0511120229164	0.0351991867043	0.0343873656699	0.0328160166112	0.0509954281483	0.0522865455744
p	0.413321506704	0.298847295348	0.0698485504775	0.0351743271525	0.0370609568291	0.0344550686336	0.055696077372	0.055596168627
à	0.299903844301	0.377182482783	0.103419649559	0.0345887296802	0.0412625481245	0.0324672183388	0.0511574590227	0.0600179284999
s	0.198946141634	0.424328072928	0.158215488853	0.0426376267294	0.0417391102776	0.0251737480712	0.0416326770479	0.0673270522295
t	0.150652242678	0.379101920309	0.210254228618	0.0668419664925	0.0468274964493	0.025887293332	0.0475065498793	0.0729282909408
a	0.104069689759	0.317524257903	0.287658821606	0.0847517440535	0.0531926102012	0.0319904242714	0.0480025452585	0.0728099458533
v	0.0678635874463	0.209404492234	0.357078551202	0.116080067511	0.0673367284497	0.0414322272138	0.0529026045936	0.087901765811
à	0.0490131535421	0.130047672678	0.373283569467	0.18765938077	0.0690957095232	0.0434898932088	0.0521922802781	0.0952183520255
l	0.036703564484	0.0858221813393	0.394657245556	0.24210501159	0.0577466761077	0.0298755096165	0.0440360761532	0.109053805378
e	0.0326187871947	0.0642371544071	0.321284065385	0.318870919863	0.0765314692359	0.0284294188073	0.0416007002192	0.116427614525
à	0.0291005274182	0.050455174763	0.190883245862	0.415638703288	0.132087894745	0.0352265940029	0.0419711627953	0.104636868404
l	0.0207346497514	0.0302782439437	0.118514031421	0.428919128096	0.182720200248	0.0370316623543	0.0506149201119	0.131187356078
a	0.0239416870965	0.0302064799666	0.0811551719003	0.319666160232	0.268446219416	0.0599692686048	0.0598721279607	0.156742971567
e	0.0239842972208	0.0281859584289	0.0506158255668	0.177757030724	0.338553539405	0.126810693135	0.116812199202	0.137280434598
t	0.0185969202109	0.0200212358336	0.0332737605356	0.110639769021	0.349412280735	0.173613361045	0.18308259829	0.111360042939
è	0.0161541751796	0.0171900285445	0.0291806600852	0.0857366284737	0.356878470378	0.188990309015	0.21468410257	0.091185652793
l	0.0123319598883	0.0138564200975	0.0252072191951	0.0753285325579	0.355852342159	0.200699005138	0.236440151403	0.080284448831
i	0.0115464286818	0.0126251780938	0.0197591715284	0.0545870608766	0.25570503466	0.250319449179	0.281221212868	0.114236417944
t	0.0109422912886	0.0112842875999	0.0146507821008	0.0297283138962	0.124149932793	0.33604841266	0.345572327623	0.127623550981
à	0.00912787955153	0.00945150573463	0.0118515379683	0.0225459578521	0.084311022151	0.342378973687	0.389206448541	0.131126654394
l	0.00749318707218	0.00818698849021	0.0104900487254	0.0202375360774	0.0684617237503	0.305080915096	0.426150347514	0.153899235131
a	0.00800500794346	0.0086981580034	0.0101011602871	0.0162514983618	0.0486584685034	0.232297122699	0.464824218505	0.211164307377
</S>	0.00968064450033	0.0101592576707	0.0104889100676	0.0138329285549	0.0322234556117	0.16885097485	0.486431423252	0.268332318688
