 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest	anno	che	viene	per	medico	</S>
a	0.6122447425	0.06465927659	0.0210033325887	0.016868056005	0.0162994304248	0.0164166194498	0.0164405207167	0.016517664599	0.0168901203672	0.0162901323449	0.0164127463235	0.01629426452	0.0165642355896	0.0163927620001	0.0163205424802	0.0162684458725	0.0165409961481	0.016799691947	0.0173242385596	0.0187162172919	0.0187359194174
l	0.504471303833	0.13241715213	0.0290110146903	0.0189721696575	0.0178047157885	0.0183665838574	0.0179820131571	0.0181564301204	0.0192506216858	0.0182499049123	0.0179128779256	0.0178992276168	0.0178594322139	0.0174525931807	0.0172370448796	0.0171975781203	0.0174298485262	0.0176754974709	0.0187187030822	0.0207557172435	0.025179500227
l	0.360047869944	0.224475200157	0.0362021515901	0.0216363524128	0.0207379908419	0.0225906801082	0.0182893653979	0.0197771458483	0.0227411366025	0.0215217867843	0.0215214221308	0.0204598602806	0.0213002009033	0.018972527808	0.0204152213934	0.0189006265942	0.0186326791037	0.0187676822355	0.0208951417189	0.0232610260486	0.0288538489627
ò	0.234926635781	0.324626842766	0.0456060588385	0.0229965492222	0.0231639896272	0.0250300352629	0.0162857562279	0.0185404518117	0.0241587808985	0.0224667219853	0.0269234342846	0.0211996505293	0.0268434114706	0.0187290214318	0.0254544688666	0.0190937155835	0.0183024030765	0.0183687453554	0.0203396232922	0.0222786148985	0.0246650197372
r	0.19619780906	0.349078428655	0.0749665819946	0.0257029009067	0.0229229342936	0.0243711372822	0.0148595017669	0.0179413694838	0.0225762243702	0.0207880077539	0.0308760396071	0.0194886770961	0.0307551222269	0.0167721068433	0.0278885941967	0.0172349666106	0.0164325053382	0.0167244207453	0.0168793788839	0.0182303869248	0.0193128400035
a	0.176712782753	0.360130433552	0.0977571999115	0.0264580139904	0.0212536847562	0.0238384463189	0.0160922676105	0.0205401537762	0.0219429358117	0.0205870420399	0.0273372973958	0.018447869585	0.0270246039999	0.016299789735	0.0242033268613	0.0164883131789	0.016073885306	0.0164928967747	0.0160963747043	0.01765322971	0.01856943732
e	0.115747788071	0.374271907851	0.163575941451	0.0250508036433	0.0201832387599	0.02325972568	0.017712340552	0.0221550575884	0.022415235318	0.0212134744347	0.0206145187756	0.0182134691213	0.0199349749482	0.0159391013959	0.0183605737952	0.0158942270865	0.015683660887	0.0157499077659	0.0165200643999	0.0172418192172	0.020262208226
v	0.0822856588903	0.271938795084	0.23315809951	0.0726691366678	0.027301009858	0.0235157510431	0.0189912318926	0.0225115085021	0.0220706868264	0.0217095510781	0.019653985798	0.0193544707773	0.0189194006916	0.0172863489115	0.0182412826188	0.0173985814286	0.0166559130166	0.015991509314	0.0178754034657	0.0176182626389	0.0248534011081
ò	0.0828825467434	0.213423452828	0.25986775353	0.105097694023	0.0305689103507	0.0245632892535	0.0182756611914	0.0199728626224	0.0233024616492	0.0208289054928	0.0200809049213	0.0205935289337	0.019100340294	0.0168427631165	0.0180944646735	0.0170775707529	0.0161027076072	0.0148427499818	0.016081850394	0.0160915023783	0.0263080194947
à	0.0695147852185	0.222368844143	0.34694572271	0.0760616554077	0.0232638206562	0.0241638102253	0.0152866990493	0.0154840753483	0.0239031654226	0.0180563799514	0.0188839738032	0.0197092690544	0.0173567078578	0.0125194874588	0.0149372311052	0.0126597090037	0.0125493852444	0.0112614878601	0.0113737405676	0.0116455524284	0.0220545029199
r	0.0512526438302	0.187068838381	0.407302221503	0.0901373921359	0.0233724279867	0.0249707155792	0.0137306000052	0.0150663004958	0.0224038275992	0.0175210091454	0.0175181687207	0.0180793587413	0.0157734649839	0.0106022891954	0.0136214081253	0.0107402962416	0.0107118107011	0.0111413185758	0.00974829380624	0.0105254323787	0.0187121920208
t	0.0580511169101	0.17106580206	0.364843883368	0.102137028372	0.0338569952857	0.0292577363514	0.0166406568276	0.0207689348617	0.0215296687924	0.0220794628983	0.0190996116473	0.0186897867224	0.0164871445424	0.0121914797842	0.0152172553117	0.0125799187118	0.0115251777751	0.0137880294525	0.0113160477162	0.0125626672926	0.0163115583522
e	0.0702584707216	0.16012410142	0.260357703656	0.162674455717	0.0502256640921	0.030017231981	0.0196018094165	0.0230264084198	0.0208381063307	0.023989371046	0.0204653276965	0.0196915514555	0.017883251008	0.0145572424858	0.0167821049888	0.0150462571234	0.0135683025789	0.0149001587869	0.0133786500312	0.0144419484376	0.0181718311258
