 	la	donna	vuole	pulire	la	casa	ogni	giorno	per	stare	pulita	</S>
e	0.6584437704	0.103641102477	0.028533041135	0.0222825691844	0.0216551888264	0.0218689276004	0.0216368092757	0.0221509319843	0.0235079169764	0.0252884346356	0.0236431266312	0.0273481852861
j	0.543617252533	0.169100266426	0.0499278247303	0.0241920122644	0.0230037003684	0.0236571441442	0.0230957770677	0.0234731608055	0.0255367930497	0.0291263961422	0.0279534219867	0.0373162493048
i	0.461428767244	0.225147974542	0.0593885785901	0.0256825944753	0.024039983446	0.0243216827366	0.0236990150345	0.02380441886	0.0267099472	0.0311809457722	0.0302993952089	0.0442966951483
n	0.353026649081	0.275198780447	0.0868952417434	0.030479576579	0.0266379997099	0.028494040272	0.0269620389177	0.0272390381117	0.0288272511695	0.0311509612311	0.033468164122	0.0516202650538
è	0.21113460936	0.361386617549	0.154467130914	0.030483112449	0.0247068365228	0.0284016107776	0.0259265682376	0.0268637610459	0.0290349385919	0.0256389180922	0.0309709151114	0.0509849323146
k	0.177560982787	0.392872913983	0.181155184038	0.037053945239	0.0255595855279	0.0256182070251	0.0218757136549	0.0240329175888	0.0261242813117	0.021857694596	0.0248556497802	0.04143294505
a	0.166929922996	0.317287553594	0.257608644079	0.0443664633797	0.028422175405	0.0260050765371	0.0221255961215	0.0240432034449	0.024856837955	0.0231036953796	0.02458923737	0.0406616565505
t	0.113884765932	0.246357506398	0.34591333236	0.0514416916599	0.0288411623076	0.0277110346833	0.0242969046613	0.0247105554726	0.0300028160426	0.0260134103029	0.0276914854394	0.0531353132541
è	0.0784741549773	0.188726237466	0.39972147372	0.07821103502	0.0275915237225	0.0287696711351	0.025631777477	0.0252881364244	0.0338783031134	0.0254725679101	0.0292179794595	0.0590171218323
l	0.0583711721258	0.139980940155	0.454135793507	0.10542284694	0.0371167679742	0.028333775906	0.0249930295908	0.024745705789	0.0293537078307	0.0221095412442	0.0262949880339	0.0491417735462
i	0.0508826322219	0.103192595278	0.402154738836	0.203353822913	0.0456005740114	0.0285226437957	0.0243056414164	0.0232556799545	0.026619853312	0.0213611777797	0.0237152549266	0.0470354272702
n	0.042475150874	0.074726040986	0.330516613012	0.304985802971	0.0523426077371	0.0322163003586	0.0236059251991	0.0220859523193	0.0264704984437	0.0216551863152	0.0225848487278	0.0463350835858
