 	i	bambini	non	si	vestono	da	soli	</S>
t	0.68231002	0.125108085	0.03277087516	0.0300962105888	0.0290099384979	0.0311774617306	0.0354990513982	0.0340283322032
a	0.548296090667	0.238758033533	0.0337622318387	0.0306518694829	0.0296824913579	0.0320900537544	0.04185056232	0.0449086298426
p	0.374157565556	0.363001758844	0.0402319223382	0.0465830549101	0.0307447016942	0.0332436597059	0.0532716324162	0.0587656650765
e	0.287497093185	0.413528464615	0.0513974923994	0.0559739518234	0.0331659922001	0.0365488361929	0.0595270152384	0.0623611879461
t	0.238158108528	0.432870656538	0.0597171715598	0.0542308722011	0.0342353905914	0.0425703450579	0.0642007021364	0.0740168440528
ì	0.187534016709	0.434440144779	0.11381800188	0.0496978620004	0.0307539235696	0.0435057827265	0.059539548961	0.0807107119276
a	0.126410908036	0.384892171393	0.22784869356	0.0674258031668	0.0305611953897	0.0421337774219	0.0470241388195	0.073703260986
e	0.107049119132	0.258171903958	0.288333376987	0.139103111889	0.0374218386172	0.0572172387225	0.0427272943188	0.0699760933121
n	0.0959286872307	0.158374236526	0.239593546262	0.20977458063	0.0927693684791	0.0723417545235	0.0466157061017	0.0846021289035
i	0.0757675326569	0.12187766561	0.200092920554	0.246916307543	0.132038787693	0.0620015150612	0.0436523593261	0.117652942025
n	0.0639178756723	0.102737468205	0.187486365851	0.238806051381	0.161842153698	0.0707462175737	0.0479880925966	0.126475809222
d	0.0877305834174	0.0728070477483	0.13195503467	0.18566543006	0.168743662059	0.135405845525	0.0760155603811	0.141676859708
ì	0.0851564071658	0.0892929501828	0.0961510026767	0.16379911642	0.190898811913	0.146073115868	0.074166780229	0.15446181167
n	0.0473105889286	0.0838376203343	0.110824317159	0.199036835807	0.245871471504	0.111136112763	0.060223192691	0.141759816555
n	0.0345429481895	0.0483860268514	0.10043407812	0.216916109269	0.246377672701	0.149646465368	0.069727085527	0.133969546932
o	0.0244968418898	0.0307404430971	0.05885323898	0.158656731823	0.2303751773	0.257291803123	0.0784286928863	0.161156992137
t	0.0170063327663	0.0198674645057	0.0320489617467	0.087870970361	0.2168214965	0.309485236374	0.109926824855	0.206972631259
t	0.0144995914698	0.0162211618219	0.0182862163822	0.0714892898403	0.177118568193	0.350629195458	0.128950807865	0.222805057773
e	0.0143625026366	0.0160232606986	0.0177129010967	0.0575781242954	0.112430714898	0.402379810953	0.128390634135	0.251121892304
m	0.0133457837502	0.0167256515309	0.0197281080662	0.0391280706071	0.092667572706	0.369922366784	0.166061663312	0.282420670168
a	0.0120379739541	0.0162890657833	0.0205700210257	0.0325315641373	0.089739079822	0.315508264395	0.242494789904	0.270829186256
n	0.010921206013	0.0146310876694	0.0199475406769	0.0265635828127	0.0868395047273	0.270622866932	0.291343338235	0.279130883685
e	0.00887834813089	0.0118922926388	0.0171585357703	0.0220912202964	0.0731070354491	0.205528236577	0.363231427012	0.298112961495
c	0.00769715070386	0.0132610354586	0.0146905957694	0.0183993819623	0.051102406443	0.135622502959	0.401368860471	0.357858139165
h	0.00820653103795	0.0142420023709	0.0100677160471	0.0174098727128	0.033497411505	0.15774508102	0.35670983989	0.402121581188
à	0.00848938683198	0.011770343985	0.00987904644237	0.0155707126263	0.0263196075323	0.160498402473	0.39567845463	0.371794061863
t	0.00943756308799	0.011809326999	0.0117722529915	0.0146217478448	0.0289876246574	0.105859242024	0.427294888877	0.390217371288
u	0.0101360275277	0.010948239972	0.0115801641485	0.0129160147945	0.0234388130125	0.071288048808	0.413416498559	0.446276123763
</S>	0.0088774287804	0.0094920238515	0.0124096567152	0.0108575170025	0.0180680598162	0.048828831704	0.416962394279	0.474503957882
