 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
e	0.651489129	0.10383753924	0.066833358922	0.0190908962237	0.018771387066	0.0188583005403	0.0187675631217	0.0186381249388	0.0189153056418	0.0213558007344	0.0222894424062	0.0211531482554
n	0.437298176733	0.21365518188	0.136772881474	0.0236883409644	0.0214458623666	0.0212107618795	0.0210060856949	0.0210444113652	0.0211131196124	0.023643169462	0.0261334079646	0.0329885830923
è	0.238040596178	0.336512607293	0.195111742825	0.0344922371881	0.0238850517918	0.0219759865172	0.0217002236481	0.0216256528654	0.0218781559922	0.023156680271	0.0248995839406	0.0367215205796
n	0.161723543126	0.353833944031	0.234923057475	0.057424975396	0.0286391669049	0.0231226106764	0.021909838633	0.0205611733386	0.0219567835865	0.0232472951549	0.0222680598464	0.0303896700751
a	0.113364420575	0.26818335261	0.283747692758	0.127821438199	0.0323067307216	0.0246248187778	0.0228600930969	0.0221676674353	0.023615240628	0.0247366549595	0.025192855472	0.0313790978563
l	0.0763670156583	0.15937899087	0.277772931853	0.241622001066	0.0441638047539	0.0343842769803	0.0276330606748	0.0253692885029	0.0251034086478	0.0272069691795	0.026093645253	0.0349045338502
l	0.0900658905528	0.103368784757	0.208454973551	0.297103438089	0.065506967118	0.0458831091981	0.0347432165121	0.0270983897383	0.0275264250821	0.0322220186114	0.0259123523259	0.0421143737154
i	0.0965736707176	0.0986213276523	0.162973602384	0.29223016063	0.0855491129727	0.0463751927734	0.0350421001586	0.0319084853221	0.0290795530851	0.0331711124321	0.0265352856432	0.0619403894699
m	0.0565958225832	0.0783427115841	0.144997154928	0.317072792743	0.0869421121576	0.0463979098738	0.0424275365735	0.0410343815514	0.0322803302121	0.0467896930041	0.0239591435507	0.0831604172876
o	0.0458955236051	0.054389274028	0.121104666709	0.315451476248	0.120968934019	0.0610411633466	0.0491434799845	0.0429977463825	0.032087140449	0.0502189321588	0.0231269206096	0.0835747267112
n	0.043406038753	0.046886032276	0.0984495459297	0.284676325016	0.181107573073	0.0795553178575	0.0543789416882	0.0441271774275	0.0309993096371	0.0391683017736	0.0226024364108	0.0746429971986
ì	0.0331086445383	0.0413112646253	0.0728594216966	0.241672881272	0.280072871291	0.0820424819525	0.0568079335361	0.0500946952392	0.029247150603	0.0338370771989	0.0200536475511	0.0588919965967
s	0.0313661422754	0.0386288667284	0.0604731201255	0.209327145757	0.349767464697	0.0911509154508	0.055461727712	0.0509278772164	0.025466350565	0.0264906348932	0.0188794399402	0.0420604077653
u	0.0307522499318	0.0345247083668	0.0495646879085	0.172103926452	0.364317638099	0.115299635617	0.0630003506107	0.0597862649521	0.0242354241217	0.023441891942	0.0184253510349	0.0445479648738
