 	il	muro	vuole	uno	specchio	</S>
o	0.698879232	0.14635471975	0.038673438996	0.0376651580627	0.0389507785972	0.0394766856474
t	0.497251588	0.278958283117	0.0519056498333	0.0491906480544	0.060133293546	0.0625605905657
ì	0.314578143733	0.407368510372	0.0708900794511	0.0567619193655	0.0725442912718	0.0778570724648
c	0.231185526978	0.420866073924	0.13149547439	0.0523274386011	0.079642245656	0.0844831817295
h	0.186067874993	0.397896417775	0.196421310703	0.0532092931422	0.0815596088643	0.0848454945832
o	0.154830201598	0.397526697925	0.266851539274	0.0523759222286	0.0604626637084	0.0679529958636
t	0.0902643632993	0.308052302442	0.347027112091	0.0596490384995	0.0798779012645	0.11512930809
è	0.0591499385998	0.189960462414	0.45875291203	0.0593026381265	0.0830188926085	0.149815222152
l	0.0478878332733	0.137234002671	0.534962010543	0.0605824551515	0.0735395164668	0.145794213473
i	0.0599619621978	0.118740038324	0.423388032381	0.146691798206	0.0812814892293	0.169936674778
è	0.0624099005006	0.0901032699947	0.275532047194	0.290100551135	0.0943926449431	0.187461511813
n	0.0469928235095	0.0646923258316	0.223164196211	0.347900243578	0.131821826781	0.185428503598
a	0.0418541596112	0.0540972924039	0.159635053157	0.382080929926	0.177335659127	0.184996827173
n	0.0251415638131	0.0309920852716	0.076031765379	0.407766370375	0.262867152376	0.197200924924
j	0.0152280413604	0.0186446615631	0.0455842400463	0.360580336058	0.368346255459	0.191616336841
a	0.0118176879871	0.013353273721	0.0282629746668	0.289938009819	0.434495229153	0.222132704947
l	0.00824777779803	0.0103492800255	0.0180490125269	0.207624981873	0.473637740384	0.282091125649
ì	0.0115515283144	0.0146020685654	0.0459367604243	0.140553631558	0.499680662795	0.287675313883
</S>	0.0162969468568	0.0193114410167	0.0752332957051	0.111909464079	0.503945127397	0.273303693942
