 	non	avete	mangiato	mai	un	rustico	</S>
e	0.620013814	0.209506960717	0.03554168836	0.0326109083168	0.0347944424635	0.0331599011344	0.0343723312914
n	0.397649185067	0.378776642239	0.0620645582293	0.0386459295632	0.0383060611598	0.0379191335394	0.0466385121119
è	0.239038626089	0.46718854408	0.12351480241	0.0428510007184	0.0387037881805	0.0386118022805	0.050091414513
c	0.176227353396	0.437032028693	0.217524792603	0.0540106352235	0.0395797429998	0.0342750674742	0.0413503453972
h	0.121431810565	0.407078500898	0.279872327534	0.0753317490745	0.0416775712899	0.0345882678513	0.0400197114456
e	0.0869568039883	0.337859885966	0.360236480511	0.0941965184248	0.042843041352	0.0368804946905	0.0410267111697
t	0.0658198352294	0.234835044322	0.42539068817	0.133108039275	0.0492519624727	0.0391605381136	0.0524338356807
e	0.0574377544431	0.160563889174	0.39301065339	0.222322853758	0.0613891956176	0.0420539890574	0.0632216242595
f	0.051817892139	0.115420712651	0.31527659233	0.298220077919	0.0946913526525	0.0460756391382	0.0784977364234
a	0.044730400971	0.0898225448103	0.222184167777	0.36346882064	0.133783040417	0.0503953699201	0.0956156156958
m	0.0375102507317	0.0625932900168	0.147551717926	0.429053708213	0.158093356672	0.0592982317007	0.105899325547
è	0.0308381981519	0.0581974864856	0.103313179909	0.423242294738	0.202580469224	0.0553065502336	0.126521706262
n	0.0285980083973	0.0540802903285	0.094374706703	0.420019931579	0.216298193341	0.0400776075179	0.146551209507
a	0.0265740811458	0.0411754656095	0.0740504385677	0.344757379593	0.275187235114	0.057385597746	0.180869783176
m	0.0214766298313	0.0319167059032	0.0457132756226	0.232286056264	0.347370589171	0.103530897715	0.217705826192
à	0.0179152573598	0.0292708649344	0.0380436393075	0.186963267688	0.353929393924	0.137930302238	0.235947237704
i	0.0151595402483	0.0241059350501	0.0346818712292	0.128125507596	0.380766372908	0.170322105746	0.246838660608
è	0.0140662509444	0.021026715362	0.0269543628164	0.080460520232	0.356622935103	0.265795461915	0.235073758149
n	0.0177222216921	0.024581827534	0.0300972561788	0.065742994244	0.342486122701	0.286741798905	0.232627751796
a	0.0247401200218	0.0282895503951	0.0342946717529	0.0578698072913	0.285499476987	0.338425983235	0.230880375132
n	0.0201859880844	0.0225944217621	0.0263474934456	0.0431988658871	0.181596815482	0.442455659078	0.263620753044
r	0.0123739135155	0.016814867994	0.0150532591832	0.030082627449	0.136601208161	0.458266765026	0.330807337015
ù	0.0099563280025	0.014400995398	0.0109275310277	0.0201192315297	0.0923285219203	0.484068303675	0.368199084338
s	0.00826127327617	0.0101947558547	0.0112150127092	0.0194365999232	0.0741789791734	0.498495014558	0.378218344113
t	0.0102307625876	0.0188527870829	0.0127592304977	0.0222207614591	0.0709428199245	0.474822559519	0.390171024171
i	0.0128798708144	0.0240100007463	0.0154526400739	0.0224471703444	0.0554650103082	0.44323531984	0.426509926857
k	0.0109683866157	0.0156375746868	0.013771005618	0.0193802317695	0.0464770660161	0.449836537947	0.443929110286
o	0.0125761826988	0.0150853984949	0.014857802046	0.0192120338712	0.0497851369187	0.405987758649	0.482495642095
</S>	0.0163271121608	0.0182607727335	0.018868204823	0.0211189304956	0.0531984030594	0.351124841325	0.521101742048
