 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a	0.520739543	0.2217203835	0.044397975134	0.0369204721823	0.0220071636236	0.0218019535049	0.0207301202312	0.0207642032523	0.0220750041899	0.0236360774472	0.0219554181141	0.0232516575402
n	0.361922253933	0.239480474433	0.111279803401	0.0662007538156	0.0278526908296	0.0272074253911	0.025751725597	0.0242956341265	0.0253272840616	0.0286634626792	0.0281246283597	0.0338939031784
è	0.207791062511	0.199212256344	0.216193448867	0.135558923672	0.0331719870432	0.0294096445092	0.0287444590467	0.0261790639641	0.0248553239548	0.0292547149022	0.0321609601285	0.0374682016374
r	0.14348924163	0.186163587315	0.277802054289	0.160026669224	0.0330783985144	0.0273436716099	0.029613219643	0.0262992481586	0.0289077999414	0.0259903949814	0.030134833828	0.031150914378
t	0.172282994537	0.166955457438	0.271068256896	0.127497514265	0.0365950208183	0.030484615666	0.0406186610015	0.0325873590211	0.0319988268148	0.0280985740227	0.0319516257082	0.0298611049947
i	0.160086433246	0.132626693213	0.280218376765	0.157649996612	0.0392476300796	0.0322603519717	0.0423679403477	0.0332185006424	0.0273870312562	0.0300203112341	0.0336192318142	0.0312974912121
n	0.0865526098287	0.109347395791	0.310082967255	0.241504604871	0.0472645576532	0.0309001520789	0.0331011199637	0.0268498994834	0.0245120088498	0.0279665841692	0.0297482194824	0.0321699393691
è	0.0593692375896	0.0854561589837	0.265490060285	0.32576371629	0.0787675822844	0.0300716622576	0.0301853910144	0.0242910513835	0.0217542979345	0.0246504083423	0.0253664047045	0.0288340877301
s	0.0496603993059	0.0751153743012	0.221722073295	0.37410029943	0.0978959733615	0.0330567143439	0.0298683007867	0.0219687989348	0.028673163946	0.0215943107929	0.0223407769765	0.02400382251
s	0.053477526022	0.0593488924137	0.226725623032	0.35471271381	0.100038473701	0.0487016362649	0.0345173284689	0.0229029966282	0.0327463796801	0.0221835638529	0.0226804254191	0.0219643658265
u	0.0551127983167	0.0534316614879	0.200875679677	0.29502596367	0.171702329214	0.0586183878386	0.0355690701563	0.0245399068769	0.0270162489273	0.0248074249907	0.0250197165776	0.0282806790476
m	0.0549347809344	0.0504328809126	0.140348048239	0.210903302557	0.246565572071	0.0782798049462	0.0447435223454	0.0304921465339	0.0287303365309	0.0282454181975	0.0303410551589	0.0559830453764
u	0.0520171231416	0.0424721799775	0.0957611423597	0.145368676519	0.29152222569	0.117918141782	0.0614522653818	0.0330825688026	0.029733241295	0.0300617117396	0.0326063546995	0.0680043267968
k	0.0431138994368	0.0409055870255	0.0775455531132	0.119230060106	0.29309608563	0.160732617594	0.0801367182606	0.0350827313742	0.0315331434097	0.0291029502302	0.0297567273064	0.0597638426598
u	0.0380969037885	0.0377296710215	0.0637777855844	0.0973618283687	0.23427719341	0.235438311331	0.10464566462	0.0366440956847	0.0317347693319	0.0274232276154	0.0288536051086	0.0640168181306
à	0.0262559956054	0.0273284018214	0.0486843844988	0.0885360609229	0.208818577603	0.30097695131	0.131425315007	0.0323371624882	0.02672369727	0.0258880361487	0.0253187451914	0.057706591075
i	0.020948390637	0.0219956074105	0.0388238770663	0.0767794439076	0.177472722201	0.302953150037	0.173531116202	0.0446950744961	0.031306346692	0.0368105463019	0.0213470652259	0.0533366092226
s	0.021828584937	0.0215747535295	0.0305521008314	0.0531500865492	0.12780767	0.265851434746	0.225160928467	0.065383039432	0.0448496813887	0.0542631968422	0.0224900510261	0.0670884193321
à	0.0214783902214	0.0212587302894	0.0269102217965	0.0429670303431	0.0984406533333	0.239951172115	0.262197696822	0.0928647482107	0.0517451674362	0.0502530787114	0.022779355436	0.0691537294285
