 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
e	0.5903871026	0.1946099886	0.0297596179932	0.0239666092068	0.0240880900371	0.0240981236568	0.0254683547927	0.0260313910574	0.0337313960735	0.0278593353545
p	0.422495083933	0.303255485533	0.0558651705799	0.0269555394639	0.0270943553671	0.0279520448906	0.0290590022841	0.0294959473705	0.0397801871175	0.0380472143376
è	0.293739562644	0.390388955178	0.0925736990093	0.0293200165131	0.02848280195	0.0290951379191	0.0292997249594	0.0298687373712	0.0360269881538	0.0412044296687
n	0.224428201215	0.444781758659	0.114371542219	0.0330938285019	0.0287964881164	0.0276920802564	0.0273956307166	0.0285413323197	0.0325694165065	0.0383297474451
s	0.207025088405	0.396091509153	0.152356742962	0.0425713797945	0.032578160852	0.0291175741398	0.0298899968715	0.0338549258767	0.0362447753083	0.0402698818509
e	0.170352891802	0.317678039984	0.241932596676	0.0622381170909	0.0342983355067	0.0303505533431	0.030764930951	0.0353250467289	0.0384712127245	0.0385882887765
t	0.102389078901	0.265424547195	0.333319609559	0.086834950817	0.0347956543586	0.0319603188197	0.0292691081176	0.0302954111726	0.0393533423212	0.0463579519983
s	0.0804575216003	0.222550103332	0.367265017186	0.102128062016	0.0359780904395	0.0340278026839	0.0317942011299	0.0314341967979	0.0407078345877	0.0536571964046
e	0.0733182661334	0.175778369111	0.374922944395	0.148633222115	0.0360973199972	0.0349960826264	0.0328185614489	0.0315704041584	0.039636153873	0.0522287667023
k	0.0571145047645	0.122226104324	0.337481570132	0.219080338505	0.0603664616497	0.0373935658566	0.0347487554486	0.0341374826173	0.0386717881591	0.0587795202021
a	0.0464648480615	0.0923274538613	0.259176749777	0.297381550168	0.0872097262832	0.0433331362589	0.0354039980455	0.0349145300904	0.0377620883018	0.0660259358511
o	0.0360287919052	0.0651507221871	0.185446730592	0.344335169123	0.117247917094	0.061005750753	0.0340102465778	0.0435299946735	0.0447533328646	0.0684913224416
l	0.0273773896191	0.0448462095264	0.120858407731	0.291461692108	0.222088638365	0.074535149111	0.0417235591259	0.0597819064065	0.0489240272442	0.0684030129993
à	0.025838678259	0.0370694132995	0.0863418501103	0.235403649036	0.299403871255	0.0948054021037	0.044495497042	0.0556353036622	0.0424418187491	0.0785645523887
d	0.0203056148283	0.0290505780432	0.0728926144301	0.200572643945	0.280847198352	0.114491696635	0.0747801229473	0.0597179833741	0.0397576261586	0.107583964294
r	0.0194185130181	0.0267245545671	0.0682239046034	0.176300153248	0.252132288717	0.135062942478	0.116001326116	0.064328480166	0.0374869553136	0.104320836243
o	0.02349522727	0.0292848338317	0.0558675362145	0.139014792816	0.238993637039	0.209782657759	0.125498008705	0.04805547573	0.0342750589819	0.0957326678557
m	0.0193639338233	0.0236824111452	0.0362460380715	0.0819182915853	0.21766103368	0.23261663692	0.169412429035	0.062346775674	0.04863906931	0.108113340508
b	0.0125111365024	0.0169169091437	0.0254431209972	0.0607978555084	0.197131202893	0.185181265773	0.207244589145	0.0848781773487	0.0767911711927	0.13310457872
ì	0.0124536878408	0.0164460227639	0.0233799812191	0.0526927648361	0.197772774631	0.181149645858	0.190091483048	0.102515932076	0.0702038206656	0.153293858701
k	0.0138204731289	0.0167232540812	0.0234935802864	0.0437507698787	0.176730060344	0.182520456153	0.215094247683	0.115289045362	0.0523887999672	0.160189282439
e	0.015151755765	0.0172393910616	0.0218163667181	0.0340066707862	0.128912794981	0.152395890984	0.226170556094	0.161327505324	0.0710192274411	0.171959851765
à	0.0158571583363	0.0176179975972	0.0202855147487	0.0273911474954	0.0917629661603	0.123020456095	0.164706770031	0.253583094775	0.124387526747	0.161387390168
t	0.0125946488188	0.0143822529257	0.0175204565502	0.0247332742518	0.0845249244868	0.109364235198	0.145363541544	0.301571732792	0.155468349182	0.134476566596
t	0.0090679976756	0.0110848696886	0.0140629878614	0.0207609481473	0.0701194245423	0.0874102584793	0.198479628981	0.298281106711	0.163989170153	0.126743646665
i	0.0078511107512	0.0100963784009	0.0116689897998	0.0151967172618	0.0418023663008	0.0558070651064	0.181206134507	0.258279372817	0.238720100876	0.179371776575
f	0.0108508837677	0.0124646199476	0.0137178141026	0.0153059881806	0.0379121310803	0.0443994967741	0.118696525482	0.225483495072	0.320352791892	0.200816184725
i	0.0110833850215	0.0121412595877	0.0132007868295	0.0140394463278	0.0328537283034	0.0359282595252	0.0842419327873	0.172988883524	0.402213549564	0.221308688108
n	0.00882066282606	0.0092586071837	0.00987888752443	0.0114390562522	0.0222338488045	0.0245101038935	0.0549133287491	0.166142353808	0.453428517188	0.239374586836
è	0.00686946824869	0.00691336229523	0.00757816026948	0.0095024848338	0.0178157269015	0.0196168547605	0.042523289543	0.170172929536	0.495110285729	0.223897468012
s	0.0056411572069	0.00582551551641	0.00632881016249	0.00777822693967	0.0142639689852	0.0187415294915	0.033666223661	0.166967174179	0.493225142576	0.247562201604
t	0.0050343028041	0.0059849823144	0.00794322832736	0.00704948272056	0.0132104279571	0.0270039123745	0.072175580767	0.190796344393	0.393236118192	0.277565489828
r	0.00577221790989	0.0101823546642	0.00984284994712	0.0104409699948	0.0183759124508	0.0308357787925	0.082837249989	0.218012101464	0.351497472731	0.262203026569
a	0.00756805281448	0.0112264434906	0.00862766053702	0.0116487970007	0.0187624414744	0.021698233059	0.0424532553697	0.189966601021	0.40225393091	0.28579457619
</S>	0.00844931243694	0.00867583699945	0.00737130675628	0.00892070340605	0.0131216073917	0.0145193217883	0.0278007355949	0.12318155831	0.447859036455	0.340100577095
