 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.680180038	0.10337029144	0.044689822982	0.034472400227	0.0348812437381	0.0324951102502	0.0367433011045	0.033167815331
g	0.515859694	0.202921597947	0.094683266186	0.0369269184697	0.0378054068808	0.0330894861539	0.0381632609497	0.0405503992959
r	0.374299664667	0.302581739982	0.137857689928	0.0361802429352	0.0365646207149	0.0315999527136	0.0379077044557	0.0430083876859
a	0.284989963956	0.360510347994	0.178871104708	0.0350164078851	0.033904290657	0.031102435835	0.0367993723358	0.0388060075052
t	0.166122265185	0.378163613065	0.260251549303	0.0496282830137	0.0387456609571	0.0303816095945	0.0330201730993	0.0436867902688
s	0.107596213862	0.365658719688	0.296277704541	0.0657942988955	0.0477350212137	0.0308835652651	0.0326499487749	0.0534045435563
a	0.0899669474873	0.289239860163	0.361294299687	0.0791168785534	0.0473668833626	0.0342474794736	0.0390081559964	0.0597595614448
è	0.0700935016958	0.163840343901	0.477436477562	0.111445712811	0.0449595029709	0.0361128752743	0.0377878144188	0.0583238225067
n	0.0548676328786	0.11112057028	0.495292764187	0.167252960604	0.049342048057	0.032754165719	0.0315634721469	0.0578064062596
a	0.0582067214062	0.101905178893	0.368144498729	0.262192581535	0.074234915619	0.035296901053	0.0341112619862	0.0659079595221
n	0.0508820277267	0.0802326088843	0.21791520791	0.370590052512	0.127917577206	0.0432397655283	0.0315287599666	0.077694059935
g	0.0406158896002	0.0753093261481	0.133173842523	0.343950795944	0.198673067469	0.0578785162761	0.0298988141232	0.120499780421
r	0.0344337503001	0.0720249718494	0.0838207033677	0.247788282768	0.31966067089	0.068093002492	0.0315970070437	0.142581597256
à	0.02624793174	0.0459496061831	0.0761895337626	0.230664003136	0.391676654563	0.067078372144	0.0296001123935	0.132593750525
m	0.0234375856427	0.0354781928777	0.0820406719609	0.215418482112	0.395257611121	0.0708027122947	0.0354278976978	0.142136760184
m	0.0259172563702	0.0475201531426	0.067000731027	0.199923451971	0.377117919707	0.0886684257649	0.0528066240317	0.141045324045
a	0.0270124269774	0.0457393550629	0.0465065825277	0.165565209237	0.290955313456	0.185072084988	0.0947166722896	0.144432249279
a	0.0178151735295	0.025193115561	0.0298831033976	0.105229915266	0.197679707661	0.300425863263	0.176870198097	0.14690281716
d	0.0137481448995	0.017828260733	0.0248825018915	0.0739851772953	0.146942231243	0.356534267954	0.196140966699	0.16993839152
r	0.0101076405578	0.0154620675877	0.0198016418398	0.0549574887718	0.123405763814	0.398968942651	0.1681338769	0.209162641327
e	0.00718044735727	0.0121507578018	0.0124544685933	0.0413606683433	0.0856851012847	0.332033849884	0.2660930063	0.243041774596
f	0.00842389681322	0.0104144794547	0.0122207904744	0.0385308574871	0.0611781812416	0.215739707095	0.388518618767	0.264973517532
ù	0.00873179376654	0.0112387420385	0.0130842372415	0.0353639715397	0.0600897862805	0.163508469432	0.438580648256	0.269402429377
m	0.00821421162485	0.0140351909118	0.0176022919645	0.0403335800119	0.0597986470668	0.133190004277	0.455123366752	0.271702764659
m	0.00765528109004	0.0169829042483	0.0182142948673	0.0446341466366	0.0802926985956	0.198225408159	0.382336192251	0.251659066686
u	0.00763144269884	0.0155590690707	0.0128521537752	0.0374921338549	0.0748525255985	0.201407592586	0.332150988084	0.318054094695
</S>	0.00801856475202	0.0130027920741	0.011677117174	0.0337856657645	0.0503125458993	0.132299743293	0.351711479042	0.399192123347
