 	vivendo	la	mia	figlia	la	avevo	portata	alla	chiesa	</S>
z	0.6088312275	0.1712017035	0.03305244541	0.025214030945	0.0239047247327	0.0243257333249	0.0241581855337	0.0273828381492	0.0248729216683	0.0370563506835
ì	0.434201577833	0.328289235967	0.0414297063833	0.0255494773797	0.0250169023387	0.0257513543685	0.0258861648704	0.0290390445856	0.0261784488036	0.0386582426156
s	0.294317508611	0.453105233056	0.0605157186944	0.0280383872912	0.0255251686893	0.0261552705524	0.0265874872056	0.027439942295	0.0272870072147	0.0310283811229
o	0.211000641537	0.470052826352	0.120764391031	0.0304043385971	0.0267253011484	0.026457199481	0.0270564404953	0.0274063454982	0.028896146531	0.0312364515591
n	0.131375376512	0.441220030117	0.211288747677	0.0368173656257	0.0282680673319	0.0270928042237	0.0272743404554	0.0278923034373	0.0332466182559	0.0355244076515
t	0.133333008637	0.377478177772	0.242638269892	0.0450886724552	0.030893368668	0.0299433514308	0.0298850117716	0.0303066469892	0.0402649167681	0.0401686061183
a	0.128918083146	0.269750475657	0.314340164631	0.0781465491517	0.0320319724767	0.0301404323409	0.0305731189117	0.0308900225705	0.0414174862312	0.0437917630963
e	0.0723671918553	0.151830468752	0.417473182877	0.149486577784	0.0382113571989	0.0277233787289	0.0281291344444	0.0289459789885	0.0394798903325	0.0463529442251
k	0.0950022250918	0.093086465184	0.372041605626	0.205415063728	0.0502355477296	0.0300487885926	0.0288051207944	0.0303298730315	0.0415366836414	0.0534986984446
i	0.105053454031	0.0740024659947	0.282420237209	0.284143829709	0.0587846010432	0.0319922360735	0.0300604597729	0.0319352681415	0.0433316797386	0.0582758054328
a	0.060800538141	0.0603689463316	0.215395090803	0.379078527903	0.0816619694811	0.0304128943585	0.0289143948623	0.0315821238371	0.0532776437061	0.0585079382993
t	0.0567833513777	0.0546490054439	0.149121068668	0.366412186634	0.117075781094	0.0355348892782	0.0406826125964	0.0399149045129	0.0605007558081	0.0793255370516
