 	mia	mamma	e	mio	padre	non	andarono	mai	in	Grecia	</S>
i	0.7069494765	0.06774321155	0.028271085299	0.0237648247253	0.0227340176098	0.0226371833296	0.0233439901968	0.0241526436855	0.025269060325	0.0278968891865	0.0272376264285
m	0.5821086025	0.120808508017	0.0577387443003	0.0376543815033	0.0254707418371	0.0229958845133	0.0266252086375	0.0266188935598	0.0276869904224	0.0326679693371	0.0396241452199
à	0.385308608833	0.292533580272	0.0735949278601	0.0429596058156	0.0267420436997	0.0226472839023	0.0282294040752	0.0272735569917	0.0270785735458	0.031511258893	0.042121206875
n	0.273365429611	0.418786838357	0.0804768967134	0.0384964099063	0.0267341743406	0.0220489900692	0.0277811928932	0.0263445179629	0.0253561383841	0.0275190461978	0.03309039836
a	0.202226116537	0.434436436519	0.131514368971	0.0416111483821	0.0284114892355	0.023328683198	0.0282421655534	0.0259201545613	0.0252466742549	0.02824798332	0.0308148780869
m	0.116159329512	0.39273064924	0.184110423324	0.0750465743407	0.0465524004938	0.03210920116	0.0319168153398	0.026605177027	0.0258936926238	0.0294160694706	0.0394597235664
u	0.0755507386373	0.269819169747	0.263056989775	0.135880783114	0.0571299673246	0.0366968953437	0.035454439552	0.0270136715604	0.0262707285165	0.0294504463254	0.0436761079916
c	0.0545406159458	0.168786318916	0.320392849925	0.180187618705	0.0784375564415	0.0360970869312	0.0376611593855	0.0282816137711	0.0264649143296	0.0295773960702	0.0395728140074
e	0.0420596678486	0.111107807305	0.295595608642	0.227273530235	0.118088351481	0.0395080040677	0.0381863174413	0.0283732192169	0.0260987771834	0.0299972545048	0.0437114513754
o	0.0355992296695	0.0806541177017	0.240056638881	0.279474782745	0.153771951894	0.0465098795332	0.0354513251958	0.0294437545391	0.0272147080814	0.0299526516831	0.0418709461586
c	0.0406711010978	0.0634453647672	0.18463004496	0.301542426915	0.178364717698	0.0566568488377	0.0407322432009	0.033596408709	0.0309022963202	0.0296795900634	0.0397788951666
i	0.0424508629873	0.0592222405891	0.141254952253	0.296383476972	0.192487602566	0.0806632626526	0.0443767596146	0.0331639937457	0.0308056787225	0.031000781007	0.0481903726261
ù	0.0317101655958	0.0500700537964	0.111441799484	0.268134929657	0.246065005522	0.104000009964	0.0519759640599	0.0303259791759	0.0257586187694	0.0277334654303	0.0527840942507
r	0.0290669150199	0.0431883112188	0.099283122628	0.256552508552	0.272746932507	0.105464362488	0.0717747466953	0.0291773375633	0.0220813800035	0.0234737338345	0.0471906886575
i	0.0312108482853	0.0398988310396	0.0817128740093	0.216420713251	0.263025088836	0.152694850783	0.0879745308784	0.0337779692078	0.0212546843552	0.0231182952984	0.0489113293498
m	0.0302502218771	0.0354738983132	0.0608763552698	0.15017619655	0.255359143479	0.159526496261	0.142927944073	0.0473842119359	0.0288812816877	0.026020527101	0.0631237614432
u	0.0284334281757	0.0329638783911	0.0490704758233	0.112652819983	0.221320545693	0.181099474754	0.183574670024	0.0602789915586	0.0320317249692	0.0271503487388	0.0714236695446
e	0.0274839508626	0.032218101982	0.0387147943764	0.0746019413277	0.182890229631	0.255663366051	0.181324813628	0.0818423486329	0.0312257665297	0.0267148769608	0.0673198862357
p	0.0270197438415	0.0283690731236	0.0357330015608	0.0597901557092	0.141153192077	0.201763037017	0.259332515496	0.101290798144	0.0466624560432	0.0304384228597	0.0684476606606
ì	0.0238854528156	0.0252639254572	0.0324333988536	0.0531102848364	0.114441236492	0.140039851806	0.337734063432	0.122134458915	0.0512593635011	0.0271819379799	0.0725159850982
t	0.0189676815283	0.0221296749297	0.0258872544179	0.0427318590921	0.107965066297	0.129572114869	0.360954175744	0.137917372105	0.0437325529537	0.0257412746573	0.0844008365301
t	0.0224915776621	0.0252239395872	0.0259539332926	0.0473123317107	0.095312477059	0.101637337423	0.401432801248	0.119951735635	0.0437726914512	0.0297965574018	0.08711451318
a	0.0252171989307	0.0267585957224	0.0260954510042	0.0450560685036	0.0761980573797	0.101896092941	0.345928287416	0.166434614812	0.0538439278504	0.0338294507699	0.09874220879
n	0.0218133300064	0.0225058149317	0.0237248347227	0.0336376359612	0.0619918397266	0.103232548314	0.261832757139	0.236488420604	0.0809177852835	0.0346873296433	0.11916761183
e	0.019404051485	0.0198922800115	0.0213019670449	0.0278694333137	0.0518148255089	0.0896517367713	0.19328069558	0.279772429201	0.118465935694	0.0379604947411	0.140586103063
m	0.0196761597723	0.0195538796158	0.0228701288496	0.0280644085112	0.040383324303	0.0719581044571	0.175984731527	0.276860715334	0.147408532631	0.049179659347	0.148060277354
à	0.0179039451441	0.0186327167773	0.0221512573179	0.0278805210437	0.0434181457677	0.060344730419	0.186973471642	0.269790754045	0.158396371877	0.051499134249	0.143008806685
i	0.012137605524	0.0139657865471	0.014900472742	0.0190070070479	0.0410673133892	0.056553166673	0.118997948814	0.282660515748	0.198553854959	0.0713125203497	0.170843745795
s	0.010673403994	0.012444991919	0.0131991775493	0.0158584961246	0.0325285998631	0.0428078449177	0.0852827444713	0.265062989649	0.23288644132	0.0987120050499	0.190543306598
i	0.010254641154	0.0117659374857	0.0125590971464	0.0144110327635	0.0264644541277	0.0358130443992	0.0651378814971	0.22245103755	0.23556032324	0.13455891275	0.231023620733
n	0.010391701516	0.0107848887986	0.0112711511835	0.0136596630652	0.0218355223492	0.0294838874864	0.0481745811057	0.15619624645	0.267024688547	0.190249039583	0.240928621044
G	0.0115995738807	0.0102793846402	0.0118966573412	0.0326228703924	0.0250272263097	0.0275351190555	0.0893025485019	0.124141933683	0.279338776449	0.190016054528	0.198239799615
r	0.0104529371156	0.0088291310938	0.0108742624004	0.0415814196975	0.0272882683966	0.0276486791945	0.101770859367	0.113307089694	0.268211561083	0.150679403576	0.239356306338
è	0.0075546992232	0.007716185119	0.00823377461613	0.0247719551912	0.0233443871122	0.0259852699008	0.060207703449	0.105661848565	0.252362545428	0.148594704925	0.335566896513
c	0.0323950610204	0.011634659127	0.00998585020604	0.0202033067744	0.0220921219707	0.0274892513669	0.0460897196497	0.087175112575	0.223850958876	0.182902348642	0.336181624571
i	0.0431242555775	0.0149038606963	0.012704121632	0.0206950014121	0.0222779555636	0.0267298928823	0.0378156003099	0.0636183593783	0.198173927292	0.224526817214	0.335430247524
a	0.0210830387632	0.0123198307268	0.0115215214932	0.0155208759554	0.0171309176936	0.0204459836994	0.0240006368446	0.0482286484128	0.173775214031	0.272219979405	0.383753402508
</S>	0.0143340792466	0.0106134583304	0.0102814050224	0.0129649073417	0.0145692510254	0.0170733888177	0.0196797225543	0.0429828137364	0.163875937915	0.300610262703	0.393014846254
