 	non	ha	mangiato	mai	un	rustico	</S>
e	0.705443771	0.115832758494	0.036807743148	0.0346756807036	0.0375120363852	0.0343555148147	0.0353725219141
n	0.4875775482	0.259837605498	0.0787692759113	0.0415182030745	0.0415715841796	0.0401149551323	0.0506108993809
è	0.271295019267	0.390931105833	0.158824019037	0.0445444369848	0.040010567431	0.0401864585018	0.0542084643261
c	0.179023363956	0.390109975944	0.253888412346	0.0585830416216	0.0402643712301	0.0350062543133	0.0431245813103
h	0.111876126519	0.354316249781	0.322278874115	0.0916821969405	0.0427639616267	0.035738554234	0.0413440594483
i	0.0782018974397	0.273380448394	0.399987929372	0.12751196538	0.0421563818789	0.0370885444722	0.0416728687868
f	0.0634190019599	0.190384275465	0.414815148457	0.186199507793	0.049671170253	0.0381859568639	0.0573249201995
a	0.0570777921333	0.135768704688	0.323259661486	0.304786507931	0.057191070371	0.044549350465	0.0773668407795
m	0.0463979341778	0.084704159056	0.212107302229	0.420197419977	0.0883399135237	0.0512437516427	0.0970094435125
è	0.0363395572326	0.0622578535787	0.145918040476	0.454347931592	0.132989531175	0.0441057718876	0.124041305377
n	0.035828701192	0.0532888169929	0.145548602092	0.464759153131	0.133626660725	0.0359275468292	0.131020510927
a	0.0337520380451	0.0447037606176	0.109495831431	0.397178638044	0.239880904242	0.0482647173031	0.126724144351
m	0.026948468043	0.0358298005459	0.0626359772503	0.299155233348	0.355426460947	0.0737023334677	0.14630178535
à	0.0227233862337	0.0323646890353	0.0522580179901	0.244217626783	0.384494680516	0.0879586616226	0.175982986517
i	0.0168911375712	0.0240441146718	0.0455370752567	0.164924924561	0.444563307172	0.0927106869409	0.211328809106
è	0.0144516963044	0.0179664161039	0.0352289651056	0.104833912487	0.433858095391	0.16414057298	0.229520319749
n	0.0183302356921	0.021336281248	0.0387165933485	0.083221430429	0.417709535797	0.191864754193	0.228821037896
a	0.024067337801	0.0263759283913	0.0383719691462	0.067644028001	0.339113386606	0.282441205931	0.221986052365
n	0.0190908021053	0.0207295957391	0.0281631043454	0.0500017130677	0.211334871742	0.432520888644	0.238159025055
r	0.0124065244631	0.015939992173	0.0170173032751	0.0360034279186	0.148265993447	0.476010498881	0.294356274352
ù	0.00990865563237	0.0140535722243	0.011454785425	0.0237651715395	0.0918607936157	0.50940532096	0.339551755451
s	0.00797068609012	0.00956353568143	0.011520261075	0.0231011142372	0.0823760090052	0.503699840987	0.361768550484
t	0.0124038997371	0.0240961983371	0.0132751253463	0.0281074827764	0.0839138711351	0.459688405662	0.378514966761
i	0.0158404297143	0.031493834117	0.0146577513834	0.0276128590655	0.0631000593784	0.436034707221	0.411260346187
k	0.0117125318554	0.017636687627	0.0125206250545	0.0222117218085	0.0526069862595	0.44786390574	0.435447556729
o	0.0126106844492	0.0149879233403	0.0131131998048	0.0206169129628	0.0529061858198	0.413500089913	0.472265033576
</S>	0.016168008121	0.0175306508372	0.0159117784224	0.0214414618714	0.0516558281099	0.371600284956	0.505692007788
