 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
t	0.711057411	0.08631938478	0.0333260445794	0.0267231644617	0.0254454952308	0.0284192196642	0.0278310768029	0.0330061954029	0.0278719547056
o	0.601116727667	0.171869679513	0.0381331720238	0.0297169291377	0.0274598051608	0.0308128497008	0.0303870705942	0.0384198668029	0.0320838226453
f	0.480115997889	0.235105219238	0.0532751175853	0.0410301985769	0.0323306380142	0.0345252174712	0.0327846019052	0.0457666150451	0.0450663760333
à	0.328402677296	0.357633782146	0.0683514852618	0.046314021531	0.0349886650523	0.0366373613117	0.0334867387797	0.0457116655832	0.0484736350828
i	0.175429567432	0.458587227382	0.127748883087	0.057490220649	0.032987413057	0.0356402426932	0.0328327679374	0.0395296504689	0.039754039722
e	0.104630352244	0.356117909527	0.254294609896	0.0916133505497	0.0332575697843	0.0421217309932	0.0378796789239	0.0398502200678	0.040234600691
e	0.0736550914813	0.219378200442	0.313492641299	0.163588460517	0.0383405924348	0.0561251597665	0.050554514238	0.0405029325994	0.0443624117641
t	0.0597152696604	0.130240685947	0.258739512433	0.253733873839	0.0554179442783	0.0681082210195	0.0609434414999	0.0480840200537	0.0650170619385
è	0.0552994852201	0.0987481791823	0.209311874544	0.31725992728	0.0697595478261	0.0634284609607	0.0535275513831	0.0523076477931	0.0803573162731
l	0.0492872551	0.0848544781274	0.217755609915	0.347040890093	0.0747520252087	0.0564727343818	0.0425997083584	0.04802973222	0.0792074753975
i	0.0431431546827	0.0625418219425	0.191776060038	0.325153212364	0.16960392767	0.0542399367013	0.0384439945337	0.0426885657381	0.0724092558851
f	0.0410465612082	0.0450256508275	0.142722925946	0.311825430455	0.233820880557	0.0792452640338	0.0429034574912	0.0396021077312	0.0638076573482
a	0.0397966342741	0.0383672046425	0.111784959182	0.274129646218	0.275587019786	0.0938309270113	0.0485938441971	0.0418305294531	0.0760791326489
m	0.0337139295367	0.0322113457608	0.0730553761607	0.193545224606	0.281457816195	0.173236589737	0.0619166957324	0.0577750284137	0.093087942193
è	0.0264652090909	0.0261643820203	0.0521924814869	0.157486563535	0.271034430932	0.228019352979	0.0691004102441	0.0599172194779	0.109619969225
n	0.0269396019296	0.0295560439194	0.049055290629	0.147277547912	0.303013587177	0.21310015366	0.071672307648	0.0459888381193	0.113396650854
o	0.0250974185025	0.0267107885605	0.039471407743	0.107110532104	0.271701525326	0.243083886553	0.125893251583	0.0568837878598	0.104047381009
s	0.0184685806995	0.0181982228915	0.025623401321	0.0596169710347	0.242481471242	0.283833392851	0.157217262528	0.0786564661533	0.115904206243
ù	0.0142961931518	0.0138652486545	0.0204903340203	0.0424186745449	0.198814693947	0.30982018095	0.187522254843	0.0928044332511	0.119967987254
b	0.0123009350146	0.0131019437522	0.0190901882801	0.036525012995	0.144601128182	0.271856495317	0.226697588948	0.14330547175	0.132521286585
i	0.0106636438755	0.0115405348814	0.01562281654	0.027813282945	0.0942636714273	0.196217968039	0.256349504316	0.217800691917	0.169727984495
t	0.00938051194917	0.00892400822847	0.0121131331173	0.0177854161817	0.0594621695091	0.149970710613	0.300703284772	0.259116014639	0.182544786165
o	0.00951536283972	0.00833230541509	0.0107490550498	0.0138239442259	0.0375408865897	0.111138040571	0.264375538364	0.320534938213	0.223989932722
è	0.00912789283457	0.00834161567663	0.00934833757593	0.0109901269573	0.0235422412966	0.0602982213903	0.177167155361	0.482210594738	0.218973831774
p	0.00716048933552	0.00695605954221	0.00776754250398	0.0101509980398	0.0193286775722	0.0489091188968	0.128335223854	0.593534174913	0.177857711458
r	0.00719925644917	0.00498584699407	0.00618993495266	0.00891267718393	0.0161199744441	0.0413272341656	0.115729410485	0.613984694304	0.185550978419
è	0.00685334160106	0.00419240046069	0.00479568527622	0.00650902030598	0.012016604922	0.0274391369152	0.0906232848283	0.607596604101	0.23997395474
s	0.00576728845835	0.00500752177223	0.00537551963741	0.00667388278933	0.012041844632	0.0237435740984	0.0690441983428	0.581735057367	0.290611154913
t	0.00707942700835	0.00389973558728	0.00504239136554	0.00624689668644	0.0109469539793	0.0260202241261	0.0605057871143	0.589183675789	0.291074993951
o	0.00883779602902	0.00583406766897	0.00556074611825	0.00662386549881	0.0104026327778	0.0234128035154	0.0447619261048	0.563300075263	0.331266178964
</S>	0.00890529888351	0.00862770683349	0.00663684102213	0.0077703033334	0.0105624722289	0.0204748986277	0.0371945356524	0.532903661631	0.366924333482
