 	se	si	era	vestito	il	mio	fratello	l	avessi	portato	con	me	</S>
a	0.561177202	0.2102608171	0.034914524612	0.0220372274131	0.0186637894197	0.0182587987039	0.0183052642403	0.018232291494	0.0181610892235	0.0183235546757	0.019360218912	0.0222240441198	0.0200812439632
n	0.378909289733	0.248233385033	0.115850696129	0.0321197274351	0.0256983596354	0.0229939402119	0.0189567749316	0.0222687235175	0.0229926436598	0.023199191638	0.024981136997	0.0321733046417	0.0316229193623
ì	0.186036249644	0.235319647678	0.245355995376	0.0848586926784	0.0321489499451	0.0245703558228	0.018393292774	0.0229851268051	0.0255785946185	0.0270641800993	0.0274049317801	0.0345681625531	0.035715934682
c	0.112676531348	0.222344556959	0.288792978059	0.113548568226	0.0359309788017	0.0236224977781	0.0183941108681	0.0211482108019	0.0276036084749	0.0416041155791	0.0298698793405	0.0318553414821	0.0326086931163
h	0.116961327249	0.217144197386	0.253405440786	0.127403385478	0.0449136699092	0.0257086703824	0.0200273517869	0.022495081967	0.0291508817873	0.046413317372	0.0323451204745	0.0320874250133	0.0319440995005
e	0.107127196283	0.180291197329	0.257822230429	0.186179320295	0.0529365521384	0.0282022837127	0.0215127056027	0.0230617409014	0.0252121334037	0.0313430564276	0.0279648466979	0.029218594839	0.0291281124937
n	0.066088036761	0.12024743591	0.273387471143	0.245603513832	0.0745972875795	0.0322860170552	0.0230689963997	0.0259091253518	0.0241821330432	0.0260930599137	0.0265860994709	0.0298382793235	0.0321126056734
d	0.076146260067	0.0936180043967	0.222737995714	0.248819516344	0.108029027886	0.0376631375895	0.0267098522264	0.030564422448	0.0264251007003	0.030723904045	0.0296724762414	0.0331272346761	0.0357631025827
i	0.0775875809823	0.0769369324256	0.159538962771	0.247073349181	0.179976870855	0.0425022132038	0.0286333633762	0.0304288227195	0.0262215138154	0.0309136251001	0.0291313612946	0.0333627770404	0.0376926259505
s	0.0454727322721	0.0510604621952	0.113397870057	0.264825790394	0.268428933618	0.0449388917639	0.028181565793	0.0273990521366	0.0248877629173	0.026930163572	0.0270070748365	0.0342757026693	0.0431939803056
ò	0.0353530964287	0.0423381006851	0.0938806925523	0.248547868731	0.294106077206	0.0801098190413	0.027390914067	0.0262262255534	0.0245250884629	0.0266828034944	0.024808062278	0.0325528736576	0.0434783523393
n	0.0303694372982	0.043121334105	0.0832782613174	0.218057620844	0.328510001402	0.0988525891338	0.030354692217	0.0323242987486	0.0230572817748	0.0249139940117	0.0215798424291	0.0257113321531	0.0398693521505
t	0.0609212747834	0.0534626312717	0.0617617745725	0.173453686281	0.341789401467	0.0870970309779	0.0411512439557	0.0409787719898	0.0238720831166	0.0295647846807	0.0226801061433	0.0244228835947	0.0388443957255
a	0.0714928932758	0.0499263248266	0.0464437218775	0.134355410627	0.299109077822	0.158463973593	0.0513378691319	0.0496124097653	0.024833450183	0.0304518676387	0.0230890883374	0.0248837274661	0.0360002975269
o	0.0410252719866	0.0437934498049	0.0370253738058	0.100650210322	0.254411570074	0.262963314798	0.066660170244	0.0671149707438	0.0234265742451	0.0236053607191	0.0205917417467	0.0229972690946	0.0357347622388
a	0.0324979451179	0.049522863565	0.0307707901753	0.0718956302873	0.201756925758	0.302277448466	0.0881249128813	0.0930601921946	0.0225505513237	0.0204580540135	0.0198498771921	0.0257994098434	0.0414353882335
t	0.0319833741057	0.052191310845	0.0251735138824	0.0566787834958	0.156869808719	0.295560954155	0.117920029894	0.102925284465	0.0243494099546	0.0260493276184	0.0246620989491	0.0281555502094	0.0574805677953
r	0.0371851977273	0.0521488777132	0.0243081708848	0.0497640765853	0.123049632506	0.273374270852	0.131045623698	0.115147565022	0.0299090880915	0.0339648031939	0.0294993655097	0.0288705101689	0.0717327991642
e	0.0360560917034	0.0417455968339	0.0271525641283	0.0449901628818	0.0976312414353	0.225350884084	0.178598574166	0.147438665674	0.0350708691772	0.0319049515267	0.0267791115386	0.0282048286172	0.0790764765919
f	0.0264537661394	0.0327949693293	0.0242298454241	0.0417075695073	0.0855931731651	0.170669722628	0.223616940855	0.143350906891	0.0430368703391	0.059883848511	0.0391966508555	0.0305325568823	0.078933210494
f	0.0219567329299	0.0287492351311	0.0219352969384	0.0370518082838	0.073684003875	0.186025561076	0.176740330952	0.115804474764	0.0584849610464	0.100896921143	0.0542320145287	0.0404409153505	0.0839977660131
ò	0.0210380378614	0.024158629017	0.0230696596352	0.0336975736359	0.0662324891583	0.184115438559	0.182972357917	0.113595064588	0.0777968742155	0.102339206694	0.0437632334485	0.0411731237326	0.0860483820348
m	0.0205703069765	0.0261774871777	0.0220638670451	0.0359968717386	0.0644925980861	0.126532705153	0.227755678906	0.139670243729	0.0956508742718	0.0887789406113	0.0383836405675	0.0443705567615	0.0695563137014
m	0.0197558562615	0.0259118945326	0.0198387707617	0.0379060819329	0.0602971633954	0.168352018551	0.195909967502	0.152505221043	0.0893534179773	0.0747122579038	0.0433095735025	0.0531719688567	0.0589758668168
u	0.0201316963442	0.0231978432409	0.0206044008872	0.0341654561576	0.0526757612318	0.17614233165	0.165972379834	0.177754500481	0.0983627374791	0.0720589237879	0.0410531075995	0.0494357436431	0.0684451170832
o	0.0222715447684	0.027869134209	0.0202290187291	0.0263810705259	0.0388633829773	0.100405788217	0.147991700745	0.205185527027	0.150140943293	0.0868347834493	0.0447948098632	0.0435505945624	0.0854816902469
n	0.0239290502122	0.0374070032923	0.0200446232624	0.027299181442	0.0371888818498	0.0705463522057	0.109894599115	0.190750084876	0.165940573631	0.114996242616	0.0659093135144	0.0438309222408	0.0922632480722
ì	0.0234593829568	0.0371545467654	0.0225448006961	0.0322884299856	0.0424337754906	0.0703638146019	0.0923915257717	0.164097497825	0.168832279477	0.151821810319	0.0670496893981	0.0387058813536	0.0888566677919
c	0.0207859477896	0.0313312348698	0.0217712830234	0.0331768982135	0.0420619990875	0.0670388880606	0.0819902792839	0.139127780808	0.165456893826	0.196097173153	0.0622340609327	0.0562689446545	0.0826586946233
h	0.0228602948579	0.0290076747313	0.0194189326511	0.0307040068245	0.0376233139472	0.0593171614002	0.0654607440213	0.124805268936	0.174877601742	0.241048446384	0.0651362250442	0.0620348826642	0.0677055446731
a	0.0233178056587	0.0244540439798	0.018045591585	0.0244536865015	0.0306628766664	0.0504862599667	0.0537508059738	0.0964930803787	0.189445539581	0.259381258128	0.0817245998147	0.0627849068775	0.0849996183084
p	0.0232419506705	0.0259518770435	0.0160253417623	0.0202545008905	0.0242406470355	0.0357337591822	0.0435278438299	0.0675214576596	0.14449151326	0.273846994509	0.125677247072	0.0857297492058	0.113757140009
