 	non	mi	aspetti	che	non	vengo	</S>
m	0.4089567647	0.056699793132	0.14905670257	0.0746177948621	0.0397615693656	0.153868600465	0.117038795441
ì	0.326121452367	0.122429745731	0.14172227733	0.0834123584254	0.0401830030304	0.162593994128	0.123537139184
m	0.285890556056	0.17125403229	0.150969778103	0.0789264873645	0.0374223425151	0.167177937178	0.108358826241
e	0.222961587152	0.201038598897	0.184995611468	0.0940451764148	0.0371425033382	0.161207100148	0.098609363747
m	0.144849926451	0.241583286632	0.175331402729	0.120868084565	0.0370914452495	0.170716160805	0.109559621674
ì	0.0987709039503	0.199054029211	0.13356492611	0.219802249922	0.0349449031365	0.177795507768	0.136067399344
n	0.0985949914568	0.16671971447	0.15974866057	0.317901795107	0.0400009876455	0.106415001763	0.110618811674
e	0.0689802965323	0.12497310529	0.135801186857	0.385501715502	0.0982024788818	0.0894587924383	0.0970824428893
k	0.0469089280521	0.0800857568393	0.089175180419	0.445616843567	0.119594900494	0.0835846345234	0.135033706971
a	0.0369735931207	0.0616583445358	0.0588391015063	0.378978116589	0.180482245498	0.0911059241278	0.191962598824
e	0.0241566132876	0.0382223395835	0.0409594900754	0.24979216253	0.323450384033	0.121774479396	0.201644495941
n	0.0210188531612	0.026272407886	0.0285415757851	0.155345295377	0.318376083078	0.232171705865	0.218273990714
è	0.0254941657637	0.0235081661077	0.0216699387684	0.100738678992	0.223272868806	0.351220073955	0.254096004038
r	0.0250815912312	0.0222006889616	0.0207965304828	0.0860627971973	0.199542203649	0.386270505318	0.260045632346
k	0.0197737250554	0.0590442154405	0.0233070585809	0.0726534472391	0.18918911499	0.380916519439	0.255115901982
u	0.0161150430307	0.0724892585735	0.0263178771803	0.051328944033	0.14295520961	0.35062245948	0.340171256927
m	0.0133491199447	0.039125073796	0.023114495318	0.0359333348783	0.116068283281	0.401656540493	0.370753204309
e	0.0120414073657	0.0273867474395	0.0202661714972	0.0294461736761	0.105126829998	0.415297763498	0.390434923436
</S>	0.0124433716382	0.0261663751038	0.0226266190086	0.0265088530821	0.098019096899	0.351437540749	0.462798172718
