 	il	ladro	poteva	entrare	da	qui	</S>
o	0.6648797	0.159636357	0.0370014620192	0.0333949835708	0.0334268792466	0.0367296724314	0.0349309836996
l	0.476434835333	0.3007293824	0.0525408349017	0.0390723755123	0.0395161737374	0.0447198329196	0.0469865594457
à	0.289182251778	0.4346418508	0.0806623529739	0.0470409434965	0.043882964567	0.0500692072249	0.054520387048
d	0.193846370459	0.4448360016	0.136607782465	0.0624768490272	0.0472033803126	0.0498976711582	0.0651319328724
r	0.18152900802	0.375106533867	0.200072383968	0.076435603109	0.0489441789384	0.0493182290829	0.0685940387589
o	0.157202171573	0.334800043756	0.286789917336	0.0731494859709	0.0448191036713	0.0456436242444	0.0575956064781
ì	0.090179798871	0.278285555452	0.408735837379	0.0788882022076	0.0447010221528	0.0431620676747	0.0560475112888
s	0.059794757137	0.196515668817	0.478043811393	0.103375757136	0.0500840985566	0.0420698064629	0.0701160615149
o	0.0528138264323	0.140282864739	0.422152237131	0.213576660712	0.0542884397389	0.0387586681667	0.0781272526722
z	0.0443392033841	0.097555659313	0.30158304211	0.325506661571	0.0873346754196	0.0541548766893	0.0895259142148
e	0.037176101368	0.0739498915043	0.20325172177	0.372806624857	0.139109160293	0.0631053450911	0.110601198717
è	0.034748418524	0.0583923447414	0.135393472837	0.426525027286	0.166578838098	0.0542773520077	0.124084628375
m	0.0263048384167	0.0436317041965	0.0944530297523	0.394991239095	0.190642743366	0.119743671549	0.130232867798
b	0.0185252983929	0.0325359295748	0.0667614570774	0.360449532232	0.190621109589	0.172285451303	0.158821310692
i	0.014076965131	0.0240473129916	0.0473410725858	0.291420436611	0.259657152996	0.184923506687	0.17853363523
a	0.0126467801403	0.0169451061205	0.0289011897019	0.143929350644	0.319579381732	0.325121720896	0.15287650661
p	0.0127045966774	0.0124866632535	0.0215016216786	0.0733413770813	0.232410864544	0.513717931632	0.133836988003
ò	0.0123583493025	0.0105823299198	0.0183776852549	0.0487526131204	0.143114227281	0.636215487877	0.130599373734
t	0.00833031282883	0.00851025308727	0.0123386978556	0.0323287140135	0.108895398027	0.685452007292	0.144144630845
t	0.00680782796961	0.00662969946242	0.0120084576115	0.0480927296045	0.143461021942	0.614888982431	0.168111265248
u	0.00704703070054	0.00631650032547	0.0122403142134	0.0498050584615	0.151938336181	0.531996705477	0.240656043383
</S>	0.00764674901427	0.00754951962274	0.0112400520917	0.0330601176807	0.119602854091	0.520848297739	0.300052377692
