 	mia	sorella	non	è	venuta	mai	qui	come	io	</S>
e	0.7377846616	0.04085452017	0.0276834764501	0.0257235384331	0.0259948071187	0.0246765890974	0.0263899040414	0.0281277935952	0.0336771057932	0.0290875720447
d	0.660632907867	0.08969115823	0.0313334989844	0.0275702524051	0.0251558729244	0.0265148429209	0.0286041558638	0.0303329895652	0.0412884688628	0.0388758223083
e	0.539016759289	0.173616575143	0.0369312645435	0.0330630282223	0.0275108552488	0.0292540462235	0.0307073012199	0.0323664865619	0.0493169885756	0.0482166506546
r	0.405632253096	0.281334275048	0.0413925588678	0.039619155876	0.0305772825207	0.0317814573328	0.0322774079001	0.033200741714	0.0493638585697	0.0548209809465
f	0.340965615699	0.312581043683	0.0481245020719	0.0492111613809	0.0316447675522	0.0375021160305	0.0375812531535	0.0336987186888	0.0453301303384	0.0633607885831
ì	0.287374905766	0.366401185894	0.0621429941666	0.0486845080092	0.030708167978	0.0368763153123	0.0365821480804	0.0309811580841	0.03830328682	0.0619454353766
m	0.184329787722	0.446357463965	0.108390843482	0.0518312323631	0.0333460597966	0.0339338326911	0.031313739858	0.026272657915	0.0288778713852	0.055346514587
m	0.172656834774	0.366833432388	0.134519755614	0.0804112846614	0.0492403957338	0.0434978277425	0.0387334736916	0.0297626052653	0.0308890129377	0.053455345094
u	0.157838889725	0.277205945263	0.204349618031	0.0978359885075	0.0588642232262	0.046261171937	0.0410615971042	0.0346448854591	0.0338067619089	0.0481308674416
e	0.0878697798883	0.192004037288	0.315816942677	0.149510803149	0.0698574365354	0.0402175178543	0.0335710005882	0.041678597419	0.0301061191345	0.0393676709743
n	0.0580299094761	0.112657976496	0.305632131826	0.239359204383	0.0812626213785	0.0513798659514	0.0349800361093	0.0451397664529	0.0267670566159	0.0447913572151
è	0.054387773552	0.107881257765	0.258829772075	0.243535470528	0.0980602895928	0.0767563978238	0.0374699725928	0.0357445720745	0.024551835815	0.062782617721
e	0.0437775625807	0.0870671507883	0.202617187892	0.229616811909	0.152135676064	0.117240930408	0.0381268250616	0.0366664696512	0.0207924194581	0.0719589356235
r	0.0413107901016	0.0534063729961	0.131002333231	0.24365480397	0.156353427781	0.189777946003	0.0515333666205	0.0408899609543	0.0207908165514	0.0712802160585
