 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
ì	0.719152161	0.047932576093	0.0331070698465	0.0304808827488	0.0294434906335	0.0263841803072	0.0287652994385	0.0276321272973	0.0276791627009	0.0294230673576
t	0.612815822333	0.116508031558	0.0440817793202	0.0370789405625	0.0338923595541	0.0265471186856	0.0318438984374	0.0305657380127	0.0320804609517	0.0345858235967
s	0.478938974111	0.190534024453	0.0636031148327	0.0480857268302	0.0400835375022	0.0273411949506	0.0360860378655	0.0355646243052	0.038337732585	0.0414250116251
e	0.428219246704	0.215210683418	0.0666084219929	0.0521986124697	0.0442679701704	0.0306913236974	0.0373162266406	0.0377829892349	0.0415602135965	0.046144378274
r	0.380733009168	0.265007970806	0.0680651367203	0.0484747416069	0.0427048446973	0.0322002161488	0.0347419397523	0.0339059266918	0.0396952296566	0.0544710398443
e	0.260769250589	0.391357608602	0.0805746087068	0.0420265274416	0.0381237771344	0.0313193963414	0.031441382943	0.0299781426873	0.0359465249814	0.0584627829453
k	0.13948928613	0.487114340867	0.116472038502	0.0467627687399	0.0351898781531	0.02909054266	0.0289641169987	0.0300891647929	0.0350267569063	0.0518011122226
a	0.0878486421367	0.430572268289	0.221355036367	0.0533834200733	0.034178239941	0.0281326926424	0.0278069455899	0.0302667562927	0.034671686988	0.0517843238122
k	0.0657488371922	0.34839338343	0.297635256789	0.0743133492644	0.0359201776803	0.0277215296152	0.0270874813755	0.0346842531056	0.0358249345715	0.0526708139082
à	0.0569833684507	0.270477847477	0.344985164263	0.110815088955	0.0419051485668	0.0269301788404	0.0283718607966	0.0349211861055	0.0348658324874	0.0497443506923
n	0.0510942734169	0.208496071492	0.389015583088	0.128529472918	0.0585741404623	0.0286392725261	0.0290874181591	0.027954890714	0.0298430185872	0.0487658965346
n	0.0456798134723	0.188209082231	0.368486407096	0.149962652573	0.0766471608341	0.033636046682	0.0306722052022	0.0287654467275	0.0296161550798	0.0483251218206
i	0.0435789038908	0.134186210437	0.332727296365	0.193428628858	0.109531538478	0.043356912394	0.030020156771	0.0354156326219	0.0303987459418	0.0473561193076
t	0.0354739404169	0.0759082349723	0.294620550788	0.257370795619	0.137947966259	0.0461658334847	0.0306593267672	0.0378109805491	0.0313545454736	0.0526879916545
s	0.0381969163176	0.0596445306108	0.219212901396	0.340925879206	0.133785398386	0.0466906214749	0.0343343634695	0.0342179139608	0.0335618365798	0.0594297743785
ì	0.0424973857645	0.0534823597969	0.147982298265	0.367508349069	0.165383110995	0.0652285491183	0.0315865431256	0.034997964141	0.0290692782319	0.0622642253664
c	0.0337068172415	0.0437600345856	0.127513943822	0.333583198356	0.214370871332	0.0792389229061	0.0405387101685	0.0364446460161	0.0263906258509	0.0644522616462
h	0.0277213383538	0.0401770956952	0.110023232141	0.353962109785	0.219571381711	0.0713886371554	0.0544811741862	0.0352385572474	0.0289360059793	0.0585005007849
r	0.0275573951779	0.0359874356544	0.0885041859137	0.401599917862	0.198155725837	0.0735883832185	0.0602603008387	0.0336276947811	0.0283337287998	0.0523852379224
a	0.0255142253313	0.0282130244308	0.0686032452379	0.305415701087	0.217198141612	0.140603280186	0.0793641856262	0.0409679228237	0.0275617624137	0.0665584741903
c	0.0227771973158	0.0259670783669	0.0533744858526	0.164124835496	0.228775507204	0.161891423929	0.128220171209	0.0775130128679	0.0409207860056	0.0964354899849
e	0.0193084714239	0.0234779238803	0.0448508982375	0.100822324365	0.187127375401	0.17596987171	0.171729805336	0.0924987559226	0.0471088996223	0.137105714414
e	0.0154626624766	0.0181372546001	0.0322433953325	0.0573247575217	0.142979198067	0.211732753503	0.205370603979	0.106862332308	0.0500498363141	0.159837212018
