 	pure	che	ti	ho	visto	una	volta	solamente	non	ti	dimentico	mai	</S>
p	0.6713123696	0.05272773022	0.0421285173788	0.0221271918342	0.0222178616675	0.0220171041471	0.0320211622578	0.0219491043944	0.0204316729416	0.0211975376458	0.0209765042101	0.0222795754897	0.0286136890212
ù	0.546291935933	0.148514276173	0.0552008302136	0.0250869026459	0.0245183413584	0.0237497651146	0.0327697556408	0.0236982512164	0.0213188688154	0.0226776543076	0.021339994162	0.0242744053114	0.0305590141899
r	0.444908778311	0.246758372391	0.0668011935112	0.0275277105469	0.0255643184989	0.0239220516289	0.0289367985188	0.0237815253828	0.020671686022	0.0221728707857	0.019764969271	0.0236567449393	0.0255329147099
u	0.32727990677	0.344104652797	0.0962881368771	0.0264902562141	0.0243616217272	0.0229961984681	0.0282940984373	0.0231430796537	0.0201152159345	0.0211337062594	0.0195557991189	0.0226347971412	0.0236024763658
k	0.178916903923	0.440246900266	0.114675396826	0.0367937538565	0.0299480717311	0.0268809593072	0.0400426803629	0.023522760653	0.020310010344	0.0208765151693	0.0198473115637	0.0223436529936	0.0255951676516
a	0.118707779374	0.388209509089	0.189740824942	0.0574214552188	0.0354765204544	0.0286832336023	0.0463923924651	0.024369284212	0.0203874671282	0.0205782356992	0.0197513137827	0.0224807463651	0.0278013220619
s	0.079759347618	0.311448771096	0.273951780981	0.0700452696063	0.0449222384488	0.0268200894931	0.042896335926	0.0266108005545	0.0221076811634	0.0214773486126	0.0201437202215	0.0232975657557	0.0365190796025
ì	0.0631401404327	0.247879386099	0.30345870366	0.0843839515354	0.0650699046463	0.0291989553994	0.0456542769472	0.0290332040022	0.022672814217	0.0218739407361	0.0188413012459	0.0233903962255	0.045403125445
t	0.0524844419442	0.1862896611	0.324342331887	0.122962419445	0.0789556003788	0.0339332060669	0.044099431728	0.0301470286668	0.0220442081208	0.0212567961686	0.0175003829854	0.0226164620192	0.0433681528033
a	0.0417576012481	0.1404117041	0.308890436496	0.160532986082	0.0854573081596	0.0675636505676	0.043071105759	0.02870194609	0.0226827869366	0.0209278135132	0.0180618152594	0.0217275853429	0.0402133599496
m	0.038706974016	0.0940254329667	0.267139018299	0.147636773361	0.13235919482	0.0946975024225	0.0410280735301	0.0354876699786	0.0252614459761	0.0252086612066	0.0193189135415	0.0253474988118	0.0537827961743
i	0.0367069924187	0.0682148735889	0.195877789766	0.161724384387	0.17172100294	0.116844918608	0.0438715249045	0.0402682917835	0.0277194143568	0.0281713572828	0.0212179099617	0.0279578899125	0.0597035301855
a	0.0309985391809	0.052520691943	0.120801591922	0.205044840929	0.19040143698	0.172341962069	0.0441974874053	0.0331944637529	0.0265053023758	0.0249023903767	0.0234346075953	0.0255591655525	0.0500975033014
f	0.029747995763	0.0401255676843	0.077307240974	0.17932055451	0.23675446566	0.195133910276	0.0370563839684	0.0505955838667	0.0247841736819	0.0254210651189	0.0257917379337	0.0251531143123	0.0528081973934
o	0.030660726601	0.0374962190914	0.062318820458	0.14180661717	0.25584729402	0.200104286079	0.0379764440095	0.0674778567556	0.0252452944833	0.0266463238576	0.0265215304613	0.0252921156669	0.0626064805502
r	0.027518684251	0.0332191722525	0.051730710386	0.123332622857	0.27932376214	0.19885217636	0.0404555204165	0.0707340844252	0.0265274739504	0.0266749504252	0.0257811666227	0.0257090325961	0.0701407261907
à	0.0244846822597	0.0289796565062	0.0426898523953	0.105680936286	0.275874787447	0.23585357752	0.0393542696322	0.0788410321417	0.0251248178788	0.0253142866767	0.0218534773333	0.0241527011753	0.0717960308135
s	0.0217809694706	0.0266254917603	0.0379308816118	0.103878404629	0.261505709216	0.254476845573	0.0464567741041	0.0910206617806	0.0252274897883	0.0261254727786	0.0180136786846	0.0206986704372	0.0662590237051
o	0.0229333004509	0.0273287576783	0.0367360288419	0.088164368743	0.223106692605	0.219231100924	0.078169189048	0.132293821994	0.0354488734628	0.0294326326775	0.0186368768599	0.0192705672649	0.0692477897268
l	0.024683352893	0.0278740984668	0.03363659351	0.065728026181	0.162236518402	0.203368922241	0.104079509816	0.176649111331	0.0420699276143	0.0350228762858	0.0251407178857	0.0217616637903	0.077748666456
a	0.0234501813763	0.0253458628483	0.0292331770447	0.050689974927	0.122310522167	0.185228117747	0.120517853139	0.20588017191	0.0539036633181	0.0404302039953	0.0269592671486	0.0224005041848	0.0936504822682
m	0.0234315087834	0.0246870880288	0.0266756152016	0.038666271309	0.0846934848223	0.157858587249	0.128324149113	0.223058157037	0.0577051414394	0.0498006445318	0.0391408798695	0.0335932395856	0.112365222944
è	0.0214771613565	0.0228141494803	0.0239264605799	0.0343000678363	0.0754966152741	0.151046827483	0.107005182438	0.256795178212	0.0577576030065	0.0580583017773	0.0466651110645	0.0369065386985	0.107750803777
n	0.0192239294242	0.0213538727653	0.0219714473333	0.0309239961721	0.0673562302914	0.176197237761	0.0850169906127	0.289002686737	0.0622453391755	0.0641066234591	0.0367477623295	0.0267097883528	0.0991440960827
t	0.0315756339627	0.025329838974	0.0230912926551	0.0381327097974	0.0549570522305	0.14925437112	0.0875900194042	0.298481593912	0.0626081775052	0.0726089966864	0.0378168252032	0.0287221794208	0.0898313137698
e	0.0340517738042	0.0240535957764	0.021006878475	0.0357038501658	0.0380447718768	0.09591403304	0.0835831286014	0.285771384304	0.102695075035	0.0918914949621	0.0467209092277	0.0349874711735	0.105575594902
