 	avete	fatto	già	le	verdure	</S>
i	0.629851511	0.1699338674	0.0453857529305	0.0442696104346	0.0517034119847	0.0588558327281
k	0.442762012667	0.323028554493	0.0688915391898	0.0540009300357	0.0458110322382	0.0655059297013
à	0.266870390556	0.451750625498	0.10103169693	0.0629546864209	0.0414791339688	0.0759134907634
m	0.215172097319	0.422720922633	0.134232260023	0.0848271296039	0.0458233585265	0.0972242291064
a	0.18365791424	0.334742584344	0.202332543388	0.0953113641391	0.0494262028111	0.134529388328
t	0.13794527328	0.315959040515	0.251677722796	0.101382305385	0.050568292333	0.142467358857
o	0.09931041706	0.292096436205	0.237417044999	0.157637458146	0.0636106258492	0.149927974365
g	0.0941771546533	0.216533532002	0.189633017666	0.2460380169	0.103083686735	0.150534615294
i	0.0976044795911	0.137132014174	0.165996774889	0.2863768161	0.143848263092	0.169041721331
à	0.0766035419837	0.0780130541207	0.181101801136	0.287112606167	0.171922832577	0.205246195277
t	0.0455884934092	0.0629640187469	0.184776672419	0.297060973722	0.255609138579	0.154000739719
a	0.0328622051596	0.0504507471036	0.13250256698	0.314475681774	0.342134325613	0.127574525733
l	0.0225019854017	0.0306999755012	0.0731598672733	0.320070588658	0.381927006804	0.171640588844
à	0.0181745157462	0.0247803993557	0.0502147164911	0.297753055886	0.415247325401	0.193829993995
c	0.015991443803	0.0233852873386	0.0429982168237	0.292715180629	0.4239539456	0.200955882778
h	0.0232769615021	0.0306048817642	0.0491991188146	0.305527238743	0.398919038267	0.192472697126
a	0.0263630168924	0.0300371685227	0.0434593122449	0.258121799581	0.372916339822	0.269102333909
n	0.017921087698	0.016862107708	0.032012317305	0.19534442786	0.400979641941	0.33688040597
a	0.0154540254072	0.0164949957351	0.034936397525	0.174042033087	0.36202668498	0.397045897323
</S>	0.0151677012036	0.0186883764816	0.0370836986625	0.159961743243	0.28618281499	0.482915719661
