 	è	possibile	che	è	entrato	da	qui	</S>
i	0.60079979	0.195911052	0.0347871929084	0.0300523303665	0.0352850228296	0.0326097169032	0.035748763221	0.0348061857197
s	0.396905385667	0.357469897667	0.0536412611444	0.0326842062532	0.0393646836583	0.0363367437813	0.0400837109538	0.0435141300483
o	0.255100212556	0.468038329822	0.0778025319348	0.0355823394254	0.0374540449964	0.0375861117276	0.0412417805683	0.0471946728203
g	0.187761231879	0.471706103541	0.109427246598	0.0399468017828	0.0417900623785	0.0472804919362	0.0497974260655	0.0522907023454
g	0.119795138986	0.423676383514	0.144901050399	0.0529381001276	0.0565974171862	0.0578503999467	0.0650302494742	0.0792113257611
è	0.0959604023287	0.354819352371	0.221445309	0.0688543375092	0.0578034363954	0.0544419850346	0.0615836693862	0.0850915239854
s	0.0914482890429	0.290749958324	0.302617955	0.0912437084364	0.0549838626651	0.0487739361986	0.0472073871586	0.0729748354828
t	0.0857008943476	0.252776271775	0.299295451	0.124145892852	0.0599391132884	0.05049987566	0.050001894348	0.0776405189089
e	0.0739389541559	0.190681033925	0.296941942733	0.203790997857	0.0641221433628	0.0461986230025	0.0500753342812	0.0742509487107
k	0.0562620936433	0.115302554975	0.280138359311	0.266031117286	0.112647653788	0.0481880659542	0.0440773320087	0.0773528442503
a	0.0457739864791	0.0844847090583	0.21476517337	0.273683960695	0.184876656263	0.0635392284914	0.0439235202042	0.088952840428
m	0.0372147236617	0.0586759189028	0.142148835337	0.222263669032	0.288896307088	0.0923069096505	0.0630724575961	0.0954212659849
b	0.0219655235859	0.0372183554309	0.0836259781817	0.154620649011	0.375811645229	0.101526772637	0.0880333672814	0.137197725826
ì	0.021271037772	0.0306123089236	0.0770895398499	0.161823136537	0.324913728076	0.142508785346	0.0755043483098	0.166277152435
k	0.045666516046	0.0430318770879	0.0722076556166	0.153409236379	0.288197778792	0.175462669402	0.0673631037699	0.154661260481
e	0.0501790978307	0.044574022396	0.0529807978722	0.10989735146	0.263073588497	0.230608415621	0.0909291454766	0.157757620476
a	0.0273385581089	0.026917891082	0.0374750210421	0.0682809292907	0.176182476419	0.305059749874	0.220523172046	0.138222238792
p	0.016055526923	0.0203846970062	0.0289393731034	0.0389008643249	0.138780255026	0.251087513825	0.389921968349	0.115929789664
ò	0.010700158834	0.0167102142439	0.0244206381018	0.0245511662816	0.103590267309	0.176455246942	0.51259110945	0.130981120888
t	0.007691891507	0.0116283047672	0.0143380852491	0.0172342181985	0.0618727778763	0.147651999847	0.595899535817	0.143683153029
t	0.00672268873247	0.0116648505655	0.0118794560416	0.0151099540708	0.0768021245988	0.176056782882	0.547749849939	0.154014252143
u	0.00643174174696	0.0101737180227	0.00982199915337	0.0116901062839	0.0700764063596	0.172854151294	0.500701964646	0.218249838048
</S>	0.00652236805848	0.0085976885874	0.00840619307695	0.00948898325845	0.0419200525198	0.135345727647	0.516273207323	0.273445679024
