 	mi	si	gonfiò	il	dito	</S>
m	0.561305532	0.15612906084	0.0800983855	0.0548752373918	0.0535533110517	0.094038600365
u	0.365386949067	0.241476891347	0.160785288367	0.0608580628512	0.056340594635	0.115152340493
p	0.215895673156	0.256089351982	0.252015891589	0.0798497471018	0.0801426866223	0.116006692392
r	0.151334110519	0.208231058194	0.349092553596	0.0963689031539	0.0921220470694	0.102851295311
ì	0.116539333506	0.187292949531	0.425586175199	0.123618787985	0.0700743295871	0.076888410538
s	0.0792452961687	0.170712605044	0.418494332866	0.177532048595	0.079874147131	0.0741415702909
t	0.0956510662896	0.155046390081	0.338395308755	0.203908259885	0.114961781297	0.0920371822236
i	0.0935984285965	0.114308879587	0.238079824518	0.306875705315	0.137823393246	0.109313760713
t	0.0461385343335	0.066220882839	0.152579353173	0.423457149772	0.182902564909	0.128701500144
o	0.0275584938458	0.0388284288497	0.081342898791	0.396785859257	0.28120505117	0.174279265021
d	0.0160812519883	0.0228543930699	0.044255809377	0.284581866252	0.452283838123	0.179942829607
à	0.0100686492105	0.0154689829346	0.029073514619	0.184506780584	0.576699124041	0.184182952669
t	0.0087998401515	0.0133490822795	0.024762456453	0.139065247261	0.612387990014	0.201635440156
t	0.0333131243552	0.0149734809365	0.0211570836843	0.108741874887	0.584127696671	0.237686750619
i	0.0414771635631	0.0147581030708	0.0188749985881	0.074925347929	0.53870753689	0.311256815973
l	0.018487551061	0.0091713610616	0.014293178646	0.0497860798697	0.55090498563	0.357356823991
o	0.012113934567	0.00831860908653	0.0141184303053	0.0437634621499	0.490210403877	0.43147511133
</S>	0.0122609474635	0.00928491099327	0.0165566936527	0.047206388875	0.426006718939	0.488684245665
