 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.715804833	0.06888719196	0.0357113580193	0.0306815375747	0.0321092423119	0.034787179923	0.0447064350588	0.0373121178959
è	0.663387103067	0.108975663653	0.0410238084117	0.0311174782095	0.0331609429705	0.034713595195	0.0476112177046	0.0400100558597
l	0.539896887689	0.182447574818	0.0968511081116	0.0335598447701	0.0319990363889	0.0308014677258	0.0442446358595	0.0401993083119
o	0.363716029496	0.329423842939	0.115969173704	0.0363495699319	0.0316015136835	0.029803713505	0.0465033871656	0.0466326561014
k	0.230041851965	0.427314418046	0.131002746855	0.0518447615148	0.032380785469	0.030194597301	0.0478919105754	0.0493288098099
a	0.155036776588	0.421996298082	0.176838002798	0.0592181051449	0.0328709920912	0.0292742271362	0.0594534707349	0.0653120014204
i	0.105545749223	0.317355850694	0.300939759666	0.057179327515	0.0347611636859	0.0255539423275	0.0688294822552	0.0898346367858
M	0.0939777739677	0.203724810631	0.364170982349	0.0796165547317	0.048631013456	0.0259579291172	0.0735743787497	0.110346484326
a	0.0962413283226	0.195786376277	0.277367979376	0.123905114044	0.0639186064453	0.0329749509617	0.0785678763295	0.131237747082
r	0.0590349538209	0.186406413826	0.241352823765	0.175103555815	0.0735966950418	0.0372892583952	0.079905551029	0.147310770711
ì	0.049536853587	0.161285346475	0.279823035095	0.198172886605	0.0708817443473	0.0287665211184	0.0875050826973	0.124028585453
a	0.0416128702043	0.122567315238	0.285097579898	0.258937282735	0.0749904842491	0.0195638261328	0.104111407331	0.0931193877703
è	0.0273813477834	0.077416140226	0.223191728233	0.292157915645	0.124098034816	0.0246354078843	0.109555207197	0.12156433554
n	0.0248416647478	0.0577167084553	0.181655010011	0.243953264615	0.178435073872	0.0637851820281	0.109745644932	0.139867431171
a	0.0278351787793	0.0490683374491	0.117930069136	0.172809493375	0.224467157491	0.124518196209	0.121887245024	0.161484268741
r	0.0227860903964	0.0337184797244	0.0636401091707	0.111703117228	0.263929622564	0.159206929763	0.135804177608	0.20921151006
t	0.0645147806255	0.0245744472655	0.0363195743482	0.0835847842093	0.236483408375	0.170737745225	0.170535865033	0.213249466947
i	0.0843857558454	0.0269851559758	0.0277418829041	0.0578604755878	0.16951980583	0.192555777779	0.213556916708	0.227394330802
à	0.0396375869667	0.0214203497599	0.0239971691447	0.0364381773739	0.112942641049	0.221401790606	0.314621398303	0.229540982521
v	0.0175868279276	0.0135332262126	0.0204250996482	0.0245787955713	0.077938967303	0.206770486655	0.403978380301	0.235188268934
v	0.0698402401199	0.0112639481711	0.0170174004781	0.0227617173124	0.066999402461	0.172926284108	0.375408281574	0.263782695085
r	0.124488924914	0.0114913144976	0.012653655474	0.0239645790361	0.0634337377103	0.166250512058	0.322856337094	0.274860838962
i	0.0874099685375	0.0147495462515	0.0121854669973	0.0249321338754	0.0519252132534	0.127815529485	0.304498909127	0.376483236987
</S>	0.0523922932474	0.0156107544757	0.0116606640087	0.0219680933377	0.0400169788067	0.0883217253425	0.305209739763	0.464819829493
