 	ho	messo	uno	specchio	sul	muro	</S>
è	0.606462301	0.21175667072	0.034935055323	0.0357496412104	0.0383489364025	0.0353909136308	0.0373564324256
v	0.418999092333	0.351417098173	0.045448151761	0.0440560567452	0.0475551459838	0.0383241002504	0.0542003293011
a	0.312631520111	0.432301480724	0.0549248048957	0.0464165570814	0.0485856030461	0.0399265954115	0.0652134611791
l	0.251737705704	0.449269393575	0.0985370934472	0.0477630242334	0.0441554319935	0.0410680168274	0.0674693809656
a	0.188398422368	0.417901621192	0.176215778789	0.0498415308578	0.0424990799912	0.044462981264	0.08068064487
è	0.149565858403	0.309234521997	0.316102990463	0.0649437749659	0.0372663810084	0.0388345400074	0.0840519625604
n	0.105621183888	0.215918052199	0.418667435488	0.0994290885886	0.0357807458761	0.0299492684078	0.0946343020874
a	0.0956160356827	0.159384927933	0.418468071163	0.142026922396	0.0507575637454	0.0312837085797	0.102462900025
n	0.0703413585476	0.0917372844577	0.408725417721	0.202742464332	0.0749908512818	0.0347789969895	0.116683691566
j	0.0443083832559	0.0624975002992	0.33891524904	0.252249550111	0.104709433094	0.0438954983232	0.153424320921
a	0.0407131482253	0.0586758334531	0.225784469013	0.30176965737	0.145418981565	0.0634091309944	0.164228754726
l	0.0297866540791	0.040772385131	0.145421034871	0.322216357123	0.179495044722	0.0904804708515	0.191828116709
ì	0.0234641151037	0.0343258342703	0.127599563357	0.263637799441	0.237195027441	0.0989901926505	0.214787474196
s	0.0212858523212	0.0338897835314	0.125038583966	0.259753791547	0.27829252148	0.0856363751635	0.196103103445
t	0.0185920825471	0.0347108301278	0.102006558369	0.254870092849	0.313508969827	0.0909019455238	0.185409545642
o	0.0220331994757	0.0357135239586	0.070728135223	0.159578328483	0.332436392309	0.168297953531	0.211212458487
t	0.0169354442012	0.0225073701555	0.043438209521	0.097791144561	0.301598601803	0.272300973844	0.245428266262
ì	0.0101536265084	0.0128998108732	0.0295164074937	0.072213788787	0.265486470401	0.390722269948	0.219007657321
c	0.00968647894347	0.0115278882531	0.0255508590099	0.0564555422623	0.225212193267	0.492444372649	0.179122693974
h	0.0166260371525	0.0191168259104	0.0259991087766	0.0529565821074	0.213245593729	0.507197888883	0.164858040391
o	0.0197774988995	0.0198490379905	0.0203428416469	0.0437053484158	0.15834551331	0.509334296294	0.228645543464
</S>	0.0166339823387	0.0135124601419	0.0145808079535	0.0348688486479	0.101426491795	0.518616422147	0.300361026732
