 	il	morto	vuole	pianto	</S>
t	0.765093203	0.0870428196	0.045796633573	0.0482235495932	0.0538438366699
o	0.648913745	0.1902418056	0.0466891668533	0.0558238881312	0.0583314473211
n	0.427104885	0.3839825812	0.0537692232448	0.0563739952595	0.0787693233813
a	0.290697273	0.492303859067	0.0656002702816	0.0608557564192	0.0905427933072
p	0.238557768333	0.510679727689	0.0827246789605	0.0688626575677	0.0991751064035
e	0.198469874111	0.510877264563	0.105137786053	0.0766360954912	0.108878936329
s	0.171292908037	0.489299328854	0.110427975751	0.0742058149077	0.154773959978
a	0.130381815879	0.464429986285	0.148195681584	0.0773043535332	0.179688221773
m	0.104041116193	0.411202431028	0.186446134861	0.0991384132711	0.199171983171
m	0.119764898431	0.342111916609	0.199217770954	0.0913069508704	0.247598456457
è	0.12875261281	0.275891681936	0.281086618518	0.0578510864521	0.256417900312
n	0.101703703937	0.240733486379	0.347693322373	0.0621479527927	0.247721432597
o	0.0849499283123	0.19186553726	0.381005723458	0.131892939811	0.210285834066
t	0.0534984845548	0.114341576753	0.413509484553	0.16024156087	0.258408899289
è	0.0364681267023	0.0722272315843	0.436727009584	0.156707466423	0.297870167496
l	0.0281531702074	0.0561017674814	0.448328168128	0.168717651074	0.298699267099
i	0.0211944380865	0.0404571288205	0.320936913216	0.271178059158	0.3462335137
g	0.0191340776762	0.0383279217868	0.192002160912	0.344121671053	0.4064142439
l	0.0254353691087	0.0515519564223	0.164934252371	0.309252130418	0.448826383167
e	0.0275370203029	0.0485624946701	0.109675401924	0.348954735273	0.465270384256
m	0.0178188764447	0.0360374162414	0.0705175131947	0.359029121758	0.516597069419
m	0.0257541300413	0.0367924004471	0.0663979886582	0.319464521653	0.551590901806
è	0.0308686319098	0.049514609103	0.0753220321194	0.315138766284	0.529155837269
n	0.0232877192613	0.0527628493703	0.0876654028998	0.346053000761	0.490230929756
o	0.0204112704684	0.0369421030194	0.0670190321666	0.36194471092	0.513682850585
</S>	0.0193777825092	0.0291773586937	0.0475127038833	0.35006982146	0.553862320292
