 	Marika	non	ha	mangiato	mai	un	rustico	</S>
e	0.6168712846	0.146810662402	0.0430145563495	0.0346910503544	0.0353952489258	0.0381693735564	0.0457032773631	0.039344461847
M	0.528257088067	0.149989970909	0.0592317158729	0.0454501539977	0.0494070371083	0.0606479093802	0.0509937434362	0.0560223124661
à	0.456451283489	0.17659508657	0.0893923247496	0.0512198084083	0.0530733200681	0.065248452817	0.0469188813827	0.0611008699969
r	0.394423452096	0.21141227559	0.158746917759	0.0553289331071	0.0449784237281	0.0473994185535	0.0386516038961	0.0490590387852
i	0.282056383699	0.292047627463	0.210948770853	0.0570682529684	0.0400433540903	0.0390772849879	0.0344805239173	0.0442777828848
k	0.16836126302	0.324259754421	0.291863032951	0.0612195414281	0.03682369447	0.0352076532248	0.033206478657	0.0490585414261
a	0.109806948593	0.27177066514	0.344275242984	0.107121473476	0.03734003158	0.0340670766295	0.0360609122088	0.0595576261091
e	0.0823040645777	0.203759339447	0.301294586061	0.220076653825	0.0524793515967	0.0482857727706	0.0354532259059	0.0563469777069
n	0.0534339192592	0.122131363949	0.25923237842	0.318468653942	0.0872144915656	0.0682941293479	0.0346856023325	0.0565393999144
è	0.0466486557064	0.0878885715163	0.21413838534	0.376049395981	0.107188777189	0.0616527820653	0.0328585245913	0.0735748319887
f	0.0389426118355	0.0648164534654	0.195479102647	0.406450648794	0.11087104253	0.0731999908484	0.0296134888714	0.0806267142948
a	0.0310298143252	0.0486147822485	0.154603173549	0.360402526131	0.19709897351	0.0911970200935	0.0305221416613	0.0865316545207
m	0.0245400824017	0.0411161653362	0.109792904516	0.266890932044	0.31872758717	0.103980961064	0.033726974539	0.101224503165
è	0.0205760831806	0.0328079603854	0.0889545202387	0.210516010481	0.367730847723	0.123253679255	0.0346271426577	0.121533816966
n	0.0213245044802	0.0282813508291	0.0630115364796	0.197682445427	0.400719973041	0.111721886418	0.0293890733499	0.147869213005
a	0.0172359288621	0.0225328294257	0.0411973472199	0.140282095436	0.35075474928	0.208609838939	0.0401198488073	0.1792674551
m	0.0133387377227	0.0181681295039	0.02991006374	0.0913734003053	0.26712176836	0.294854017446	0.0699174188691	0.2153165313
a	0.0124610351916	0.0204180030838	0.0263433532027	0.0769394404684	0.214041350273	0.304191426195	0.12173925109	0.223866241233
i	0.0119577168205	0.0192627501584	0.0200861886869	0.0535993668495	0.144172342678	0.356969797418	0.199706170163	0.194245796278
a	0.0112121436222	0.0159945841245	0.0178874762683	0.0426089947725	0.112216698599	0.364462414779	0.257835231654	0.177782486826
r	0.00944194405473	0.0125111433286	0.0155260338788	0.0396045519575	0.0970818844663	0.312109312193	0.320241490551	0.193483673875
ù	0.00837671096291	0.0104405677929	0.0137119867329	0.0374974351632	0.0792689162154	0.238312136331	0.413352873517	0.199039404425
s	0.0096365530583	0.010205444591	0.0128875369376	0.0347111805544	0.0708859015185	0.206592309444	0.434797039172	0.220283998008
t	0.0091293711931	0.0120098908393	0.0245593760792	0.0322372249181	0.0623164225195	0.183756605415	0.413947259057	0.262043890469
i	0.013357292758	0.0122960308356	0.0285179662671	0.0259308564527	0.0439891978132	0.124106580738	0.443945051019	0.307857086623
k	0.0153819171445	0.00858611667607	0.0164396835477	0.0202286052109	0.0330315483311	0.092817255046	0.469849381673	0.343665446208
o	0.0095703752397	0.00859230290749	0.0123948122359	0.0191018300303	0.029549218717	0.0862393962153	0.437943025224	0.396609015403
</S>	0.00767042582535	0.0100176533009	0.012049277631	0.0180152576751	0.0253999438885	0.0755944767076	0.405362629612	0.445890341701
