 	io	al	mio	fratello	non	gli	lo	scrissi	mai	una	lettera	al	mio	fratello	</S>
e	0.661219156	0.07503736076	0.0279966458827	0.0204901123412	0.0187038003853	0.0192890785472	0.0173539580671	0.0176868074073	0.0176968137606	0.0183891572777	0.0189774941345	0.0198045599929	0.0209342080598	0.0250863980847	0.0213343937185
v	0.533419961667	0.143071136253	0.0459904945407	0.0195171801993	0.0189628557103	0.0226499051254	0.0197685536817	0.0209634861975	0.0209999163495	0.0223424305423	0.0214476174655	0.0227304919302	0.0227630991056	0.0295420264302	0.0358308124088
ò	0.350942565556	0.320222534084	0.0574921061029	0.0188675393078	0.0184666058059	0.0230381962857	0.0195987024354	0.0215592208933	0.0215091320913	0.0226713910665	0.0200278179275	0.0218513612875	0.0198056781295	0.0256102767966	0.0383368519265
s	0.245215359719	0.451856837361	0.0542721645836	0.0202830953939	0.0177758856874	0.0232716687229	0.0182135877686	0.0201194021277	0.0198555823404	0.0205757066809	0.0182271011309	0.0208550767212	0.0181320184213	0.021839311099	0.0295071638867
t	0.22643704234	0.423633161787	0.0684048510485	0.0278075250714	0.0204525975841	0.0281851564101	0.0198801782775	0.0233747967623	0.022656285752	0.0234765670248	0.019343564186	0.0241956555926	0.0193233236815	0.0238842347141	0.0289449995698
o	0.17772158648	0.401033448329	0.124647040604	0.0313634761959	0.0231275792361	0.0289630207067	0.0213518306963	0.025099432021	0.0241978757044	0.0247588986209	0.020153352091	0.0248600160271	0.0201890767861	0.0253560762834	0.0271772387182
d	0.101446692573	0.386828463843	0.192545567868	0.0447906688706	0.0290529484352	0.0291018462222	0.0236479510977	0.0253922579225	0.0241114576646	0.0246586440328	0.0204209297111	0.0229927001787	0.0195297124638	0.0239734086593	0.031506688709
e	0.0655776857377	0.291597365948	0.278799785956	0.0807097502835	0.0357323080951	0.0293185838702	0.0242818500581	0.0255329250451	0.0245714684118	0.0251093053999	0.020119518229	0.0218589412601	0.0189818787878	0.0234994269759	0.034309200636
r	0.0505329395259	0.196553437316	0.349872136652	0.105150144761	0.0381007981317	0.0344239320624	0.0253720878652	0.0242723876293	0.0256810415269	0.0259258204362	0.0209647015359	0.021753800341	0.0197219780139	0.0235282877832	0.0381464909231
f	0.046156121664	0.152232813105	0.342351170884	0.0924053646537	0.0394794462806	0.0600401314296	0.0274796993003	0.0301161491277	0.0342918114352	0.0353957583245	0.0215375530692	0.0308757765316	0.0196095525869	0.0235014787377	0.0445271196383
ò	0.04911072701	0.125965874635	0.274369880628	0.148088463485	0.0507685305969	0.07763790678	0.025436225626	0.0360576508285	0.0368370816333	0.0389207545582	0.0197584287965	0.036668124355	0.018376688492	0.0214386609329	0.0405649365085
m	0.0414509584433	0.0981661762117	0.219473378609	0.207346151495	0.0664315178656	0.08583971936	0.0286770753487	0.0392976321562	0.0368961820964	0.0416470162565	0.0195040893142	0.0421647727362	0.0175692961441	0.0179013326181	0.0376345906212
u	0.0344076624478	0.0695079066239	0.187004895936	0.206004358232	0.138342711155	0.0861846066467	0.0356301351562	0.0418223581209	0.0346378467127	0.0392347307143	0.019182666985	0.0391714787346	0.0175013454469	0.0174144806529	0.0339526648617
e	0.0312860057939	0.0495479296913	0.126262979645	0.213226796611	0.238428648785	0.0813945433156	0.0614018916521	0.0374206493938	0.0253156730867	0.0263442316889	0.0176527919275	0.0257569310818	0.0224672998922	0.0175430091697	0.0259504934648
n	0.0281322984146	0.0388952851958	0.0840276533483	0.184980098137	0.244842218262	0.123536544959	0.104608598084	0.0347841259246	0.0250806060742	0.0239772804306	0.018448061784	0.0219613273185	0.0246300775771	0.0168300282597	0.0252657242209
t	0.0297739179572	0.0439953831926	0.0891660616228	0.134137286499	0.182228811754	0.176538125186	0.133424754695	0.0394034050615	0.0319380215527	0.0273885581455	0.0206529642196	0.0222348894538	0.0205687068631	0.0182079406535	0.0303411013906
u	0.0281431255578	0.0411359214662	0.0823296546676	0.11937863162	0.163302915251	0.165100124062	0.165009672898	0.0507664864805	0.0353185471576	0.0282943788865	0.0225855832551	0.0246177906386	0.0203115358316	0.0200431944989	0.0336623294406
t	0.022833258103	0.0285689514461	0.0489963682432	0.120228728273	0.152131825617	0.176673184021	0.175035628299	0.0715177804935	0.0338612429259	0.0296527645808	0.0263335392183	0.0295604853022	0.0223231510283	0.0189956170586	0.0432873887735
ò	0.020350753379	0.0242631323894	0.0392469335484	0.103036745724	0.131089645606	0.177857688407	0.163462631233	0.113321046364	0.0417673860353	0.0344039739203	0.0290548444217	0.0344966095803	0.0223581863696	0.0160663346964	0.0492241052056
g	0.018861836719	0.0226067647485	0.0367936065428	0.0891503935787	0.132450275802	0.136797427936	0.175894410344	0.133849524721	0.0608357627051	0.0498800101294	0.0271555254408	0.0371630805224	0.0193908591648	0.0146001550315	0.0445704075546
r	0.0180160562745	0.0219242236795	0.0357299219476	0.0695551645836	0.102482377067	0.127848532712	0.228868030248	0.136262537307	0.0750254860084	0.0586620955441	0.0235909580751	0.0323509855101	0.0165825492917	0.015489328078	0.0376117230206
a	0.0182874768964	0.0214628131065	0.0316164595825	0.0553874757079	0.0692179140223	0.102461083437	0.236577378749	0.165629525569	0.102174652309	0.066747104295	0.0287258957839	0.029894088122	0.0208043603863	0.0165598827149	0.0344538070149
z	0.0174173530781	0.0189883022162	0.0256039081124	0.048294365664	0.0550299915874	0.0948919801457	0.20688221425	0.16102122519	0.12258459197	0.0900184469717	0.0375887381493	0.034207145126	0.0302721523639	0.0176348492866	0.0395647179515
z	0.017288962566	0.0197184917947	0.0268362019011	0.0378638822233	0.0453218613958	0.0901857297819	0.221597134083	0.127892710397	0.123903994657	0.103586245684	0.0452030514888	0.0384770133553	0.0304600657597	0.0191816928393	0.052483015781
a	0.0156525036993	0.0184935973242	0.0235877842257	0.0296778503751	0.0354168420986	0.0598126020606	0.182255671828	0.129388121999	0.154667914819	0.122584603981	0.0624327569673	0.0459725132318	0.0312577992404	0.024381855564	0.0644176447291
m	0.0148590116198	0.0162290440701	0.0199061917092	0.0287995563117	0.0321127815882	0.0579201869535	0.121910887383	0.148903368	0.16548914334	0.148345777587	0.0677514387091	0.0512074610906	0.0433932043866	0.0255434019363	0.0576286299546
à	0.0134641505455	0.0143515936307	0.0186826764264	0.0319821378219	0.0328232422181	0.0573914067512	0.095452874301	0.1473207166	0.182800742047	0.172806456456	0.0612382815564	0.0499969527435	0.0440376697262	0.0204972332116	0.0571539279712
i	0.00970440452157	0.0107207904293	0.0145054266215	0.028912429922	0.027493129566	0.0375538941971	0.068775764367	0.119275276533	0.199969102616	0.201424701485	0.0947377083188	0.0603401921612	0.0425043769354	0.0190700797913	0.0650126599887
