 	il	lupo	non	cammina	mai	nemmeno	con	la	volpe	</S>
o	0.679797071	0.1105628841	0.033745087216	0.02577033514	0.0237343376976	0.0239769785496	0.0243384808284	0.0255253524666	0.0259232899361	0.026626221438
l	0.553301076067	0.1576834675	0.0408613191833	0.044085492962	0.0339757612451	0.0276622624472	0.0312556163791	0.035191049912	0.0346910320065	0.0412929646464
ì	0.391926497756	0.2695338785	0.0623856046611	0.0551749912996	0.0390899772732	0.0282364842375	0.0345802674405	0.03792266422	0.0350877654159	0.0460618967957
k	0.277729745519	0.3753422995	0.079114904687	0.0661245195855	0.0383443246361	0.0263753278691	0.0340497720343	0.0334472012349	0.028464973927	0.0410069098847
o	0.20409468544	0.354598247167	0.161603587429	0.0804400608485	0.0394206342971	0.0261412641707	0.0321904413681	0.0311119012952	0.0281173702608	0.0422817871927
e	0.123101169993	0.250448908056	0.28905853081	0.130929662316	0.0432901530639	0.0264088219354	0.0274140389835	0.0367206541619	0.0284590570708	0.0441690746742
n	0.0745316703443	0.134555019552	0.269896258803	0.295245648439	0.0587057416213	0.0263555686753	0.0255970848886	0.0410719236046	0.0286309021075	0.045410316399
p	0.0629396207481	0.0816216242907	0.171627357268	0.41319217008	0.0853470597404	0.0310418485451	0.0335803938495	0.0415280254422	0.0293886419385	0.0497333507583
r	0.0620867679827	0.0561839667769	0.116490737823	0.468465608693	0.108256130447	0.0338964833404	0.0373548034098	0.0392528040934	0.0282203882302	0.0497923648557
a	0.0500948641942	0.053789845899	0.113701439541	0.431687914964	0.179854270416	0.0323325907195	0.0304845518971	0.0311936946815	0.0263778743702	0.050482980144
t	0.0375773803087	0.049543023433	0.11862507218	0.386882295721	0.213939175805	0.0302513028272	0.0327425167129	0.0399693488062	0.0311783477842	0.0592915013846
ì	0.0321219710802	0.040716409611	0.09959015866	0.337902978307	0.283525596935	0.0358735212491	0.034577344007	0.0419446585665	0.0308164522281	0.0629308580456
m	0.0294555498847	0.0385448400637	0.08670349772	0.294891107436	0.340130053645	0.043320429243	0.0369345229717	0.0359105615266	0.0289817315294	0.0651277289127
à	0.0263740188529	0.0359909028812	0.0764021028067	0.271421609345	0.348737751548	0.0627331708877	0.0483718578106	0.0377544507355	0.0274758950365	0.064738315086
i	0.021473715215	0.0290978534844	0.0612271440289	0.170555239642	0.360814570049	0.134163587603	0.0758519156702	0.0612525100918	0.0197756889002	0.0657878039976
n	0.021435845486	0.0254173535108	0.051801074441	0.125198566607	0.296973723616	0.170657337534	0.12059249549	0.0907454458306	0.0202036113334	0.0769745003485
e	0.0234143013723	0.0260427033223	0.0450140519517	0.0844358488357	0.222580565872	0.187652913978	0.173798418163	0.12148876501	0.0257103696311	0.0898619787188
m	0.0236076040021	0.0199436919628	0.0334289580432	0.0660607885119	0.136813408291	0.183468202126	0.244075356588	0.14763513967	0.0526256809904	0.0923411449129
m	0.0616163850814	0.0265888071876	0.0373497365651	0.067526205504	0.095207923097	0.129823337211	0.233777346196	0.149455725183	0.0681187627568	0.130535802831
è	0.0704560225765	0.0292883398672	0.043390337453	0.0567456364013	0.111128818966	0.122197811239	0.206686946065	0.140898907688	0.0710756371456	0.14813154857
n	0.0358727382307	0.0219360407637	0.0403017894757	0.0474480568604	0.118852825455	0.11977479868	0.276868628688	0.142540943896	0.0714854057152	0.12491875953
o	0.0218629278001	0.0173630956866	0.0273488648032	0.0327337094735	0.0790753788183	0.107309053693	0.288864719296	0.184830301765	0.0788906997051	0.16172124121
m	0.0140551698594	0.0116885860667	0.016396278733	0.0233968693512	0.0494933193061	0.0901601223377	0.234081974165	0.249173515722	0.115909594702	0.195644644803
i	0.0114081372918	0.00972441444003	0.0138726107763	0.0210689373284	0.0397104311987	0.0722867922872	0.177038308251	0.267027815107	0.187140416901	0.200722191068
n	0.0086119258146	0.00787480412201	0.0115934404033	0.0167035436941	0.0308158227069	0.0632650773304	0.126827988433	0.267729590236	0.2770623919	0.189515430556
a	0.00733224322793	0.00692820899427	0.00923272342287	0.0136739612314	0.0228996670036	0.0501811433566	0.095289900353	0.253858965812	0.358674861967	0.181928384052
l	0.00834064299598	0.00708195755069	0.00929218210726	0.0138102396405	0.0188697761638	0.0382339475227	0.070224388873	0.206334017804	0.404084051322	0.223728809151
i	0.00857768931903	0.00696754929043	0.00908641544798	0.0135938595235	0.0164383607187	0.0299052389666	0.0550283697643	0.168894001428	0.447259449774	0.244249044584
p	0.00800995821778	0.00613940618268	0.00786053064249	0.0136851256478	0.0147252444107	0.0252164045706	0.0447486056948	0.144467933169	0.508222324591	0.226924410861
ù	0.00703263767459	0.00524487462996	0.00767207596736	0.0136243661093	0.0154716775139	0.0212644166009	0.0379436993983	0.121231941723	0.542225668197	0.22828857762
n	0.0072503085042	0.00637950700105	0.00970661205299	0.0125414426031	0.017620412493	0.0224669328056	0.0348927667861	0.112992876241	0.560204856732	0.21594425054
a	0.008374933168	0.00752388172108	0.0103467120128	0.0119203096164	0.0156980215657	0.0217361722372	0.0303397184354	0.0946046341803	0.523556908911	0.275898671513
</S>	0.0081134034859	0.00731199408464	0.00902512321816	0.0097951280212	0.0125431155494	0.0194998331096	0.0242871477477	0.0659404277402	0.485014646456	0.358469148757
