 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a	0.536568586	0.19489947504	0.05508632333	0.0203548539738	0.0193499591868	0.0184799225594	0.0184434186727	0.016669353794	0.0187179477059	0.0186266968672	0.0189411203002	0.0219051710869	0.0214569617116	0.0205002247703
n	0.372080758733	0.204849805947	0.151364812977	0.0290454574205	0.0202620139033	0.0241316109912	0.0196754633292	0.018203421553	0.0240252223411	0.0235251409087	0.0215694426982	0.0260523440765	0.0317010491246	0.033513473528
è	0.209540537978	0.175250939716	0.312081525392	0.0483575788735	0.0204931660512	0.0275328175116	0.0195650148651	0.0190556861734	0.0262570109649	0.0248906718716	0.0210577929291	0.024312284696	0.0345031743107	0.0371018057127
r	0.137028938293	0.182753220772	0.381645178197	0.0553240584645	0.0232911749032	0.0326748297729	0.0190357299366	0.0188352328399	0.0272576139022	0.0231452303047	0.0192047546985	0.0208104813789	0.0303778413906	0.0286156583418
t	0.156189843464	0.163357919124	0.343429214399	0.0558251524082	0.0339243619617	0.0489792683405	0.0208267305078	0.0199991459687	0.0312873518007	0.0242731581794	0.0201750519039	0.0224625020954	0.0321820320685	0.0270882009623
i	0.143360462021	0.113092467441	0.359593781466	0.100151385349	0.0388332670553	0.0469578128824	0.0228104415211	0.0205829491803	0.0289876086263	0.024251243394	0.0208027961079	0.0233718721282	0.0305600494973	0.0266438446248
s	0.0870147258803	0.0998513158137	0.390061871089	0.146372463716	0.0403365091059	0.0369830586966	0.0241707824496	0.0208451566765	0.0272970894636	0.0250094853507	0.0201681469083	0.0223449550339	0.0293516179582	0.0301927927287
e	0.0684486735668	0.0841049128712	0.32265089963	0.223521043239	0.0674102536566	0.0338676156412	0.0245454813243	0.0216602741752	0.026089319393	0.0247293727842	0.0196244659482	0.0218479848147	0.0283188421596	0.0331808137079
s	0.0505295441736	0.0659822077771	0.238505780677	0.292525986013	0.0919633689469	0.0426584477894	0.0247162070112	0.0221626505927	0.0285968491105	0.0273804838753	0.0199664138595	0.0221493780788	0.03055555186	0.0423071267622
e	0.0431779744892	0.0556003226544	0.179712934559	0.306685712938	0.133061283022	0.0546857291965	0.0258550603904	0.0217773475685	0.0296958668555	0.029125611094	0.0203954843658	0.0224026926876	0.031526030869	0.0462980439217
t	0.0377887722764	0.0457421334535	0.12051829572	0.333634707913	0.151296673647	0.0803165500655	0.0291520203701	0.0233572353067	0.0289905039932	0.027001655525	0.0199573002908	0.0211448847109	0.0333895291449	0.047709851263
t	0.0309118509887	0.0369567280825	0.0933380027467	0.330858545571	0.121879099149	0.118103087289	0.0300127144634	0.0268691150622	0.0363825037377	0.0295826200875	0.0204668423242	0.0211015513807	0.0424336060729	0.0611037689431
