 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a	0.479121473	0.234796156	0.09300612478	0.0241638966015	0.0235699322781	0.0234230074348	0.0229726612273	0.0235211698061	0.0241893266122	0.0254369115791	0.0257993619255
n	0.324930851467	0.247545573667	0.172244049047	0.0422306763768	0.0289749633192	0.0309549469402	0.0270903619199	0.0276102281242	0.0286122299064	0.0329671053968	0.0368389581209
è	0.195547096622	0.201417375822	0.295868023282	0.0770710383923	0.0321043825464	0.0346536730994	0.0283247466411	0.0291305367092	0.0283012449093	0.0345113416318	0.043070476978
r	0.145259336154	0.202148414341	0.348827597094	0.0881644892641	0.0306633414395	0.0328132077131	0.0259497315337	0.0276843413978	0.0248598957897	0.0307347325115	0.0428948861131
k	0.176902688265	0.194723513647	0.302085410631	0.0934396148914	0.0344922197819	0.0394705300284	0.0274788406935	0.0307020362515	0.0262340859668	0.0311195603171	0.0433515535499
e	0.162095094222	0.158032898549	0.31980996741	0.120633794967	0.0377799720891	0.0401150499207	0.0287230928922	0.0316411540822	0.0276772264629	0.0309222062434	0.0425695924067
s	0.101166597087	0.147543367183	0.349466363803	0.139268796522	0.0460363728694	0.041768067008	0.0275029343905	0.0272858704966	0.0300963326782	0.0378116969956	0.0520536191023
e	0.0839373686423	0.126342356194	0.303455932601	0.204735891507	0.0518514987831	0.0435399878493	0.0257996728462	0.0242698914334	0.0298419313774	0.0391216624149	0.0671038483841
k	0.0745504817368	0.110522774454	0.225755976334	0.286490335836	0.0651764608877	0.0580292427298	0.0268691512188	0.0247225885351	0.0270863575581	0.0329105186691	0.0678861330424
a	0.0652223493016	0.0930213109407	0.162003478045	0.323279424612	0.103933291629	0.0689263456433	0.0292448889063	0.0262180560241	0.0275073003772	0.0315418523393	0.0691017364648
i	0.0481080183963	0.0616642698776	0.117758161608	0.327706035404	0.149842776943	0.0894366431478	0.0305937967688	0.0374610165772	0.0352233607016	0.0281403947938	0.0740655932154
m	0.0398081391259	0.0461253970395	0.0768211740027	0.266839069335	0.202101121848	0.132496457716	0.0373919260563	0.0583557710428	0.0483289097533	0.0254150830388	0.066317009279
è	0.0374467324734	0.0428129645388	0.0656008708076	0.246881436112	0.225344530616	0.154372682839	0.0469287638188	0.0550613696809	0.0429088636391	0.0249417402823	0.057700008623
r	0.0274634180747	0.0328146954956	0.0542627056799	0.240348176037	0.222587410072	0.192665878146	0.0675517744063	0.0368221984976	0.0317251564217	0.0304115889806	0.063346955242
i	0.0254698860085	0.0287734236719	0.0421166806373	0.170278039146	0.221780646557	0.213294950982	0.129420535669	0.0324015357592	0.0287086261992	0.032447863312	0.0753078041446
è	0.027577374773	0.0303313219525	0.0396182635564	0.138755014982	0.195143930519	0.233523453661	0.174313973223	0.0395473832531	0.0246805134291	0.0263434543286	0.0701652912902
s	0.0245853212977	0.0276807716576	0.0362350427761	0.123395225061	0.169491394373	0.26996374042	0.177487483074	0.0433768747644	0.0260526845944	0.0296705386352	0.0720608614283
s	0.0317640725752	0.0247999209868	0.0370668078187	0.0873880265537	0.171242099858	0.249018974007	0.165524412891	0.0787900466225	0.0315176877681	0.0381647168333	0.0847231075846
u	0.0330786895763	0.022201212005	0.0341029194996	0.0603374226179	0.144590888553	0.186686150336	0.17644751103	0.141619223068	0.0380245392794	0.0423452297418	0.120566140303
m	0.0248783237915	0.0211932657592	0.0247974221199	0.0459877744393	0.106260938451	0.158116946579	0.20741643121	0.169974137503	0.0491999942931	0.0445584510939	0.147616375056
u	0.0204121704068	0.0191150652669	0.0196467456786	0.0374421298131	0.0835933793503	0.134424721793	0.213892179403	0.198791764581	0.0763525741644	0.0462017584646	0.150127615447
a	0.0137764812958	0.0140153742822	0.0149435880662	0.0274470438244	0.0572312276501	0.088130341931	0.195676028601	0.27041350886	0.114782958455	0.0480296708215	0.155553908256
v	0.014883685151	0.0152474877011	0.0153921454594	0.0261253409948	0.04809307405	0.0773392204437	0.160851928134	0.27941692422	0.140406071485	0.0796710324072	0.142573243139
ò	0.0152464036021	0.0158303951639	0.0161705330645	0.0271157975649	0.0447951303833	0.0756472948146	0.140764432178	0.25542824134	0.165087461162	0.101294371269	0.14262000638
r	0.00973888289506	0.0108740911166	0.0116381438735	0.0212342741083	0.0375569565144	0.0660480612049	0.135754496393	0.271640239113	0.189828761054	0.088645437823	0.157040633193
a	0.00777956162405	0.00857956382149	0.0093736844385	0.0154979266654	0.0290178003715	0.0504020480683	0.106536675798	0.220962372971	0.234848092751	0.134552473008	0.182449857531
s	0.00834358309954	0.00864753298582	0.00923469219017	0.0135539967378	0.0252009910172	0.0389846383561	0.0784661535327	0.176201919257	0.27494159665	0.181468338669	0.184956677777
o	0.00832571822535	0.00853572077334	0.00885858478339	0.0124095253819	0.0229626274457	0.032907712352	0.0627203494442	0.137828776619	0.271227129883	0.235731549223	0.198492417926
t	0.00711931546405	0.00706728263385	0.0066940473918	0.00914686351663	0.0176679193919	0.0250870243173	0.0448087334814	0.087678733073	0.284342124294	0.311775604408	0.198612435642
o	0.00650348235568	0.00632915121453	0.00573764497527	0.00770982838088	0.0145126817673	0.0204783283324	0.0349279957271	0.0650564252243	0.271161198898	0.374224748803	0.193358518881
t	0.00575637596009	0.005612080908	0.00517543422442	0.00663871958629	0.0116768941704	0.0169626968375	0.028126254609	0.0435009309081	0.236409418433	0.452559444934	0.187581718294
s	0.0036677452571	0.00346844380339	0.00365616716947	0.00560777863943	0.0096564077248	0.0147053141125	0.024791687929	0.0494666789222	0.213689188744	0.511467982311	0.159822607498
o	0.00264475390443	0.00262993472066	0.00404575524916	0.00790370827381	0.0073996666776	0.0107525627775	0.0181702512357	0.0464965798936	0.176180565515	0.486239005437	0.237537271899
m	0.00338499441388	0.00357814104155	0.00483786058545	0.0100987548698	0.0102118926265	0.0125951868792	0.0190003907252	0.0316571456779	0.150860632505	0.468626140479	0.285148882633
ì	0.00375857658943	0.00402824731565	0.00461021797275	0.008762483489	0.0110367084462	0.0122225314284	0.0182591164517	0.0240602448793	0.123380604302	0.53544692216	0.254434380544
</S>	0.00399046956581	0.00419868296053	0.00464561849418	0.0078946010663	0.0086537917721	0.0097188398472	0.0161355740708	0.0206481607497	0.103749378351	0.57084733508	0.249517652772
