 	voglio	un	forno	che	vende	rustici	</S>
t	0.743500213	0.06424610851	0.0367901378864	0.0344526347555	0.036214270483	0.048567287116	0.036229328283
è	0.667109941667	0.131330078483	0.0389079436744	0.0355402221996	0.0375094913362	0.0514265607128	0.0381757473112
l	0.568338174556	0.202871906161	0.068257890259	0.0376539635655	0.0355460860758	0.0452901789368	0.0420418019072
o	0.414472493519	0.335720887387	0.0831686340563	0.0392031688733	0.0350146743315	0.0454463620727	0.0469738222231
è	0.237209952906	0.487420966462	0.114040256499	0.0365007934138	0.0368057991499	0.0427673040757	0.0452549951194
n	0.149836016435	0.494145119487	0.191254100166	0.041963443607	0.037809248323	0.0386669747827	0.046325095339
a	0.121511809745	0.388638085829	0.288212362855	0.0595817388223	0.0436011395046	0.0410719714346	0.0573828460922
f	0.0836161838483	0.236474478276	0.394930631618	0.104526091287	0.0716128421005	0.0445460002195	0.064293758614
ù	0.0589978081494	0.144771775959	0.467455103273	0.131996696429	0.0716938822802	0.045162075589	0.0799226729917
r	0.0439673069431	0.123636911253	0.508649068091	0.127622371743	0.0485589582334	0.0419451110288	0.10562028066
n	0.0568097940544	0.0951743476843	0.479476267364	0.148936179914	0.0549170568445	0.0485149851529	0.116171370662
o	0.0637932607581	0.0593891257548	0.334327060655	0.300754088705	0.0642936998482	0.0602661151727	0.117176689949
k	0.039640012146	0.0427089096916	0.205019157218	0.415462051902	0.0848053972827	0.0557554368862	0.15660905146
a	0.0313937035913	0.0364375737345	0.143111821015	0.394222751427	0.138177357894	0.0779688939754	0.178687838271
p	0.0245913582631	0.0271479200022	0.090449338307	0.347056266936	0.217090367031	0.128998272338	0.16466641807
u	0.0200777899984	0.0222385057045	0.069221576913	0.264498341165	0.296196045277	0.174917346246	0.15285040149
l	0.0166668232928	0.019468349367	0.0522107025683	0.192049762308	0.373348508892	0.189429308215	0.156826563897
ì	0.0144782620849	0.0176876262513	0.0500624386434	0.154172832056	0.373367481831	0.233227118738	0.157004286166
r	0.0128121959103	0.0181843922851	0.0518438722151	0.150089237219	0.319943793477	0.309650212246	0.137476406989
ù	0.0108911308699	0.0152667070426	0.042289910812	0.126296451946	0.269123160292	0.388275052082	0.14785775913
s	0.0105211181011	0.0145874218145	0.0402374637083	0.103068991062	0.220485550564	0.445430320694	0.165669288577
t	0.011970040385	0.0116558202964	0.0383942585754	0.121918032294	0.215207761721	0.404053402431	0.196800768499
i	0.0137723130608	0.00996171219553	0.0285761191163	0.100365737289	0.17411075864	0.40717999301	0.266033439406
k	0.010720652187	0.00908331129384	0.0189645431806	0.0497546969077	0.12529754248	0.50186461167	0.284314712469
u	0.00983164506167	0.00867126306481	0.0147773148482	0.0327402875159	0.10923689176	0.48488025589	0.33986237949
</S>	0.0107115414194	0.00937367582741	0.0134847350571	0.026510990518	0.09769888698	0.419774304945	0.422445871745
