 	non	ha	che	li	aspettiamo	</S>
e	0.690923755	0.12463461254	0.036483601964	0.074408351527	0.0378106860082	0.0357388889257
n	0.476293905467	0.270141251113	0.069825609008	0.0872757010137	0.0412540800289	0.0552094107682
è	0.264161122256	0.414071063704	0.144402611203	0.0686135277312	0.0435125498072	0.0652391023832
n	0.162903870192	0.426605557235	0.254156961068	0.0557200633237	0.0430673910751	0.0575461684851
a	0.0978242970707	0.303038743478	0.365622642756	0.132661953775	0.044424741675	0.0564277055017
t	0.0673443100502	0.158373987493	0.385279477319	0.239798450192	0.0801170237317	0.0690868327672
u	0.0493157733101	0.0932239005643	0.308367209573	0.360655336731	0.104408472711	0.0840293777891
s	0.0397115943967	0.0596226651214	0.209639667324	0.372611552244	0.171725868437	0.14668861733
m	0.0350723803522	0.0417065893071	0.132036909775	0.285412637628	0.225800872639	0.279970549777
ì	0.0280387191507	0.0472670126357	0.121812293058	0.307749577156	0.173089621706	0.322042726792
n	0.0229900076102	0.0634287649452	0.169154842886	0.319615826119	0.164056169235	0.260754292664
o	0.0211210902501	0.0531343911151	0.142351159829	0.23431929944	0.296929984412	0.252144010421
m	0.021365203449	0.037473003467	0.076861805293	0.183697727573	0.407733863471	0.272868317474
e	0.0215768482363	0.029084848525	0.0479504767143	0.151766170978	0.41733378449	0.332287835825
</S>	0.0173339578896	0.0201037218735	0.0322811804571	0.103615622629	0.430483568245	0.396182020912
