 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
t	0.6753775982	0.073640671879	0.0370394097539	0.031911669971	0.0338844352697	0.0344395935295	0.0350247166253	0.0402281257132	0.038453785372
ù	0.652350619133	0.112563162853	0.0343409325462	0.0289710195151	0.0318625643318	0.032177519148	0.0330594485364	0.0376302436844	0.0370445085851
t	0.612568036111	0.168550134318	0.0320110019046	0.0266840682542	0.0313420567851	0.0286662742053	0.0296516618798	0.0338056048756	0.0367211265261
t	0.535206568437	0.222622542317	0.0349650965076	0.0291591735711	0.0372368668879	0.0306385842108	0.0338535500094	0.0374276573806	0.0388899774447
o	0.506513660812	0.214393758316	0.044459725428	0.0344417163806	0.0439626213261	0.034200888968	0.0383423575315	0.0420965457072	0.0415887235932
t	0.433224876937	0.210062669039	0.062341643816	0.0383801403313	0.0508734743977	0.0398544779972	0.0418558592209	0.0526591338444	0.070747710602
r	0.377962166579	0.238045799946	0.077556821572	0.0401248649049	0.0514315197119	0.0393989669696	0.0403621552303	0.0527125935124	0.0824051070287
a	0.33515968486	0.290713083449	0.101077373957	0.0451820112691	0.0480734219498	0.0346808888838	0.0349949854139	0.0433259571015	0.0667926095015
v	0.203843191087	0.35065566075	0.127361621552	0.0707675586045	0.0520272373806	0.0388343506632	0.0402413268059	0.0495090286938	0.066760081348
ù	0.126376468029	0.380858565317	0.157540015551	0.0931092245482	0.0493527179127	0.0375194026112	0.0389702848064	0.0460516755859	0.0702216359035
d	0.0848422106763	0.366338897506	0.226786680517	0.0993381865827	0.0446083529949	0.0356656669945	0.0305630357835	0.0393045498997	0.0725523635177
i	0.0589786530188	0.254724814502	0.291709747506	0.172312743861	0.049164513291	0.0363477441039	0.027986214383	0.0376972104584	0.0710783204012
e	0.0498436880656	0.134567840567	0.289627365369	0.300603114587	0.0570991934923	0.0373608304945	0.0323984904898	0.0292296812472	0.0692697546195
e	0.0414385143392	0.0713178039023	0.22353325239	0.377961835062	0.0854034718308	0.0532402836633	0.0489663322566	0.0270466480766	0.0710918764975
t	0.0364212633177	0.0516437674008	0.13890238213	0.378047101487	0.125664393077	0.0909321250138	0.0671396853895	0.0366875731287	0.0745617709144
o	0.0331426014606	0.0464817645869	0.102686681843	0.332459088429	0.158022059759	0.131420568231	0.078188085699	0.0450922084855	0.0725069939051
n	0.0294079637442	0.039469410949	0.0892263327477	0.273690799143	0.185381638986	0.16096938857	0.0850919765315	0.0536933151684	0.0830691768907
è	0.0241466017041	0.032252197003	0.0633965659826	0.220193007181	0.238498347662	0.19565043439	0.0811548368305	0.0561758772005	0.0885320995016
g	0.020571784458	0.027309439181	0.0485970840275	0.172985415594	0.280800787554	0.230693713197	0.0721626694915	0.0505234136072	0.0963556248335
r	0.0195197643627	0.0250247529737	0.0410906745092	0.125511287998	0.257090786185	0.298584310666	0.0653148285518	0.0505168524557	0.117346690218
a	0.0186882976896	0.0221503035046	0.0316070302164	0.079886717066	0.195121068328	0.341696150489	0.108515788044	0.0650576586652	0.137277082529
t	0.0139364447672	0.0160350257642	0.0198023202228	0.0547194331553	0.145869177443	0.367016790163	0.157188349881	0.0831425104217	0.14228998555
s	0.0119689455777	0.0139611678774	0.0145632359449	0.0457803025184	0.114420646281	0.385975323654	0.1731686069	0.0878327907139	0.152328861543
e	0.0115158531592	0.0134194210125	0.0124609267816	0.0317630292928	0.075682577627	0.280663673418	0.213702457373	0.166583769545	0.194208156168
è	0.00905845507307	0.0114007544175	0.00995290874987	0.0210266008843	0.0515659686757	0.163153312873	0.275657708458	0.277771621182	0.180412606443
n	0.00893657137102	0.0119889611325	0.010614711338	0.0200555260548	0.0457140228252	0.139693632424	0.332947984153	0.291272127727	0.138776446648
a	0.00992716512367	0.0118119949415	0.011510081898	0.0181764327649	0.0343858124951	0.107324813341	0.287485574384	0.371024986576	0.148353164863
p	0.0112575687279	0.0113408561778	0.0102222009547	0.0180659472643	0.026078619505	0.0914900313137	0.202985978595	0.469420666859	0.159138169421
o	0.0105337890196	0.0101752571713	0.00866632165397	0.0170753586004	0.0219867272283	0.0845596304712	0.157014202532	0.51628640562	0.173702321407
è	0.00734431864947	0.0082291248511	0.00663850888972	0.0118169043337	0.0152866668868	0.0477415635904	0.119342479777	0.607893991207	0.175706437536
t	0.00616598072649	0.0081820859657	0.00645205896924	0.0100881902472	0.0138508321663	0.0372231188635	0.105255865326	0.651726378402	0.161055483579
a	0.00625104621416	0.00735318218623	0.00665130135441	0.00861940726973	0.0115928176501	0.0285058970345	0.082226785642	0.617963201467	0.23083633786
</S>	0.00665972451908	0.00678654947961	0.00644756787221	0.00780248017786	0.00962318661705	0.0213601822372	0.062849145621	0.582187047734	0.29628405793
