 	vado	cercando	una	macchina	che	consuma	poca	benzina	</S>
p	0.7195604916	0.05654273875	0.0365256145402	0.0312931516685	0.0289269679223	0.0274669972229	0.0316935461393	0.0288341015386	0.0391564325361
à	0.695670476533	0.0725635871767	0.0388124484936	0.0324617900049	0.0298889182003	0.0269390171895	0.0338817742056	0.0291926503087	0.0405893693206
o	0.538659999511	0.222563789326	0.0446467451979	0.0341109064413	0.0310773137776	0.0288958402395	0.0345943718034	0.0294010905467	0.0360499800069
c	0.297487992237	0.436093395775	0.060896341106	0.0369784010883	0.033743994171	0.0297575532342	0.0369543561764	0.0303374669668	0.0377505303178
e	0.162611046146	0.517766584258	0.096680002102	0.0386886104125	0.0363725057596	0.0298809736402	0.0380396582361	0.0333031291706	0.046657502657
r	0.109447333715	0.550303680419	0.113649557701	0.0385718512982	0.0360752655311	0.0321074277411	0.0346532051592	0.0324652220553	0.0527264462008
k	0.149158382572	0.520409910806	0.1113057081	0.0389398845014	0.0349965198977	0.0298463395714	0.0354924099662	0.0283591745044	0.0514916071512
è	0.153622834791	0.429788564935	0.203489124233	0.0389696045025	0.0342326199781	0.0262062702523	0.0373136611684	0.026353870881	0.0500234461146
o	0.0859926267437	0.366920318312	0.341038749411	0.0451435431942	0.0326464018809	0.0256312104932	0.0330118953938	0.0245105924744	0.0451047017863
n	0.0650725185879	0.353726175437	0.36526046047	0.0607362198647	0.0339241643936	0.0274582955218	0.0295000731059	0.0244611165952	0.039861004739
t	0.096369745436	0.355202202079	0.298666407823	0.0697523404416	0.0403166722212	0.0364635790477	0.033008961384	0.0251857166297	0.0450344100295
a	0.094338429216	0.258684231893	0.334462543208	0.100678141501	0.0474225401777	0.0452242069359	0.0379223994474	0.026713150741	0.0545543834486
è	0.0511503904387	0.141071108431	0.440155482669	0.1481973661	0.0483237405966	0.0432699877495	0.0368036084137	0.0287035537073	0.0623248024904
n	0.0393137177822	0.114267342344	0.460755979556	0.164437891567	0.0538113371455	0.0398547109847	0.032039177646	0.0285593294719	0.06696050743
a	0.0366529983974	0.100631567248	0.356225296785	0.229896755589	0.0958717237152	0.0484152255589	0.0388580842507	0.0277371662849	0.0657110633198
m	0.0414886639558	0.0822977885493	0.213689610128	0.277217835396	0.160582579905	0.0688445668796	0.0600811261686	0.0288949212464	0.0669028330143
à	0.0400093284053	0.0705933063831	0.158599988043	0.308257694332	0.177801367302	0.0694367741599	0.0703782605443	0.0321301773342	0.0727931643088
k	0.0257526054618	0.0588448425944	0.139749096348	0.326576218111	0.197054118434	0.0621560640533	0.0635956675205	0.0318686104158	0.0944028176083
i	0.0208151154386	0.0503345800981	0.101361171383	0.26584924517	0.281677318478	0.0954677282844	0.0559255725455	0.0278586897314	0.100710569508
n	0.0182985797509	0.0382574623327	0.0688745274143	0.236280226457	0.336239659493	0.121203154028	0.0463963872638	0.0262561642885	0.1081937907
a	0.0162837386743	0.0327988934616	0.0531430184914	0.194316280419	0.346065217831	0.153295272809	0.0585784303913	0.0281812805028	0.117337810138
k	0.0194403035954	0.0325863321979	0.0395637665105	0.13102265798	0.35570622821	0.195473723736	0.0757185049904	0.0433420629583	0.107146453773
a	0.0205081449238	0.032374181266	0.0344726257102	0.100139692907	0.32552810725	0.233730714912	0.0839603357701	0.0588759472634	0.110410379018
