 	lo	sentii	ee	che	arrivava	</S>
t	0.7531652	0.074951576615	0.0394363707267	0.0410333771176	0.0499675787285	0.0414458252461
o	0.648205416	0.164016216072	0.0439560497649	0.0436063508482	0.0532790113487	0.0469369068484
n	0.454140230667	0.243183264757	0.0791090976083	0.0511915792718	0.0849966674012	0.0873791649268
ì	0.267979834556	0.305521291652	0.171270662336	0.0513394984066	0.0962176761573	0.107671052078
k	0.164424652519	0.339416856551	0.273061790579	0.0601077209155	0.0707362753796	0.0922526721359
u	0.119215980573	0.279431643517	0.375262700193	0.0792075609718	0.0582320907623	0.0886500187765
s	0.0810372192977	0.194566842506	0.468464819064	0.109254038391	0.0637110593812	0.0829660543035
a	0.0534950303392	0.120179159035	0.431539111755	0.21192791293	0.0611881744604	0.121670674726
e	0.0419049518131	0.0741821905583	0.276018762785	0.37493969491	0.0891330646335	0.143821414989
e	0.0349387372244	0.0476228534728	0.152007744128	0.462709289037	0.172122778944	0.130598625796
k	0.0467454665881	0.0328583078576	0.091174543976	0.402974484546	0.295987239648	0.130259985065
a	0.0454750985184	0.0230673847692	0.0569439352553	0.329074323182	0.396240842549	0.149198417955
è	0.0228663320959	0.0166641215031	0.0367047533684	0.256335037061	0.523126259516	0.144303491938
s	0.0138529142313	0.0121293258104	0.0328799101977	0.188715920154	0.621523615839	0.130898352533
t	0.0244273523218	0.0129564195021	0.0328077447675	0.172017907518	0.56691348728	0.190877118911
a	0.0277116491611	0.0120563356162	0.0222595395792	0.120105730706	0.540608137093	0.27725864217
z	0.0144916319922	0.0087015099226	0.0145305174171	0.071763922102	0.571338432364	0.319174050723
z	0.00789130057207	0.0052281904126	0.00949734726237	0.0534836195407	0.606064674788	0.317834909174
e	0.00737024801469	0.0052161851702	0.00750328185679	0.0419745698202	0.568738678263	0.369197050658
</S>	0.00851582226734	0.0068758650481	0.00871221501839	0.0434603316101	0.509780460131	0.422655325329
