 	li	vestono	i	genitori	</S>
t	0.767390041	0.061296934335	0.0551912446327	0.0546909257445	0.061430813375
u	0.681337893667	0.127580441768	0.0619183550773	0.0604765423293	0.0686867068038
s	0.457602655222	0.250784699029	0.0921138149842	0.0815374295826	0.117961372488
i	0.283310364207	0.393902389943	0.107210426595	0.0838161866176	0.131760638971
n	0.191238100602	0.445539020648	0.142000140065	0.0886719351159	0.132550785919
d	0.175220804467	0.312901127016	0.200506337968	0.116989766936	0.194381888094
ì	0.172070472489	0.229410979805	0.300124231603	0.102078217229	0.196316048319
n	0.10652719563	0.256688483935	0.382163405868	0.0715099847617	0.183110962473
n	0.135836601877	0.212153625645	0.355565753956	0.0855099976506	0.210934023391
o	0.126436884746	0.130618709855	0.384783881985	0.121665797662	0.236494712097
n	0.0689709713953	0.096434388085	0.427710218662	0.149545232467	0.257339279032
e	0.0485802528784	0.072372978295	0.314915683621	0.275553341469	0.288577844277
i	0.0301303549595	0.0436639646383	0.163398204274	0.439806206223	0.323001259826
g	0.0809665249832	0.0243858102661	0.0904742835047	0.455181554474	0.348991737142
e	0.0975079181951	0.017565367962	0.0638143958282	0.471250297491	0.349861935181
n	0.0409434338817	0.0203860308007	0.0703965337894	0.491971124497	0.376302862394
i	0.0205913606026	0.0194022489202	0.0697629459565	0.488149611499	0.402093876131
t	0.0169537789135	0.0182984309227	0.0575753959228	0.446784151166	0.460388245377
ò	0.0145376470378	0.0234870257902	0.0584979994849	0.372965595722	0.530511732459
r	0.0138890383466	0.0260770989501	0.0652371865083	0.370512425241	0.524284279486
i	0.0155556072471	0.0219069830194	0.0589728760294	0.354682768014	0.548881803162
</S>	0.015639099315	0.0200698519737	0.0500804027847	0.336418678407	0.577792031581
