 	dove	aveva	per	stare	non	aveva	</S>
p	0.724260562	0.06394494515	0.0440094738446	0.0365044424516	0.0349957906674	0.0441285326661	0.0521561663654
u	0.534971283333	0.21684455025	0.0525477251942	0.0415738051697	0.0382090256561	0.0511796496551	0.0646738725937
ì	0.287731244444	0.451196806083	0.0727762521121	0.0432465767106	0.0361490691297	0.0471243541721	0.061775623796
c	0.168486292481	0.521049056028	0.116142093704	0.0432153684235	0.0313251696741	0.0494852935845	0.0702966756589
h	0.156076188494	0.447548965343	0.193456626568	0.0472074016878	0.0346066388546	0.0514208116065	0.0696832862358
e	0.136498416431	0.338275639781	0.334277789523	0.0600325358293	0.036864129637	0.0412241192441	0.0528272960723
n	0.0854000560837	0.234724731794	0.476156210908	0.0726806641431	0.0345380203223	0.0381710226295	0.0583293396392
a	0.0619056198346	0.145640051665	0.479169371369	0.172673095248	0.0352138764448	0.0376591265499	0.0677389820576
s	0.0441544472315	0.090383007155	0.407910540123	0.269520674416	0.0411278210949	0.0578591697603	0.0890445151759
t	0.0412300253638	0.063076655585	0.328963117708	0.323138056805	0.0511839685983	0.0736058164134	0.118802457325
a	0.0353726955613	0.0459600233283	0.223615077436	0.404369990268	0.0847493978328	0.0674222528645	0.138510506175
s	0.0197167989111	0.0293096790268	0.143658779792	0.367613409223	0.119336041411	0.132543071588	0.187822091192
ì	0.014628875621	0.0238111173463	0.0990708051107	0.286107173341	0.16565848467	0.195493505196	0.215229970931
e	0.0143591407643	0.0221014764954	0.0692634926529	0.261853610927	0.221687672623	0.239602461732	0.17113213553
n	0.0124099646654	0.0169279574151	0.0464588418203	0.196934584256	0.212765595341	0.361591567911	0.152911481863
ì	0.0123455401718	0.016452644979	0.0406665246088	0.114107802885	0.16768264258	0.504370356637	0.144374479488
c	0.0130830455915	0.016596677727	0.0367723697276	0.0726605692483	0.143137370727	0.575900608879	0.141849319963
h	0.0202498755382	0.0151157391148	0.0301360300205	0.0518840354208	0.118062586042	0.589754517626	0.174797124921
e	0.0207991171884	0.0122642383074	0.0208900459235	0.0376752919856	0.079942899214	0.563389207875	0.265039063974
</S>	0.0144306771025	0.0106454955237	0.0146992420338	0.0280169358838	0.063032074807	0.527184288938	0.341991170987
