 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
t	0.6651799575	0.1279207152	0.03183418443	0.0274807421142	0.0272604174315	0.027050770933	0.0290803430386	0.0333088529224	0.0308841354489
a	0.5387038505	0.2360233524	0.0327552625333	0.0268382968205	0.0272779891497	0.0273369254084	0.0297802665368	0.0394371520652	0.0418470002564
p	0.375310202833	0.3543504304	0.0424242332611	0.0327670188493	0.0291111139185	0.0270962738313	0.0311870876076	0.0509840320569	0.0567696514956
e	0.289205581611	0.406007799733	0.0554169295137	0.0370492349051	0.031772673723	0.0289396239465	0.0344156571257	0.0570522191879	0.0601402316148
d	0.214824015204	0.434422651244	0.0801243597312	0.0389142413704	0.0329516010178	0.0297941953129	0.0425258429317	0.0620412031846	0.0644017606329
ì	0.156930663735	0.439902219481	0.136214235777	0.0471673429168	0.0308228315379	0.0269894599796	0.0446450228767	0.057632308931	0.0596958768797
a	0.114941828378	0.386149631027	0.243375866859	0.0600859499056	0.0303750830246	0.0265969518271	0.0417077826953	0.0448274112793	0.0519395296501
m	0.111197611793	0.266813491742	0.300490890553	0.0803117638352	0.0422472437882	0.0312621303188	0.0559844689147	0.0480260151214	0.0636664037751
i	0.110683333864	0.188951667201	0.317617875784	0.104408705278	0.0593549149961	0.032924203268	0.0668587077192	0.0485033391508	0.0706971886763
n	0.0849338318013	0.132766174194	0.337067922461	0.139220779359	0.068355755772	0.0471793383451	0.0582287290807	0.049305143905	0.0829422488656
c	0.0919936080471	0.104090243065	0.272344882154	0.156329132653	0.093858368164	0.0732268865797	0.0597908648002	0.0588566742744	0.0895093621668
i	0.0921182182157	0.101052161962	0.227339367585	0.175033354218	0.120283060055	0.0681798484799	0.0537514181067	0.056086033214	0.106156554766
à	0.0571947882719	0.0962504783873	0.245869646328	0.223472775139	0.116256470018	0.05766302676	0.0453116859422	0.0426272090057	0.115353852354
e	0.0389356145173	0.0761722656671	0.208613667309	0.25829026698	0.137019135806	0.0815388282533	0.0470247152787	0.0321602099816	0.120245225513
n	0.0300722958991	0.048113552367	0.13551292297	0.239913794527	0.158332919269	0.162777466798	0.0546065726576	0.0435818606847	0.127088703408
i	0.0252894461817	0.0336934133863	0.09996251629	0.189791917542	0.171054274023	0.229315686979	0.0583776861525	0.050900261616	0.141614909936
n	0.0215106478606	0.0268822424261	0.07320642173	0.144925464247	0.176841528141	0.265005296793	0.0682632563175	0.0687280288868	0.154637072629
d	0.0372897569502	0.0314703966687	0.057485674292	0.094375850249	0.135429691714	0.225326306664	0.151548607439	0.106385564464	0.160688074208
ì	0.0422251827654	0.0418756210869	0.070876052586	0.0701882913963	0.121464247305	0.187456437488	0.182378442146	0.100454880699	0.183080763477
n	0.0218168509135	0.0324074486863	0.074416978702	0.0767256195788	0.146964511968	0.226093553029	0.141161507049	0.0910561752503	0.189357290939
n	0.0129426246102	0.0173629335954	0.056792051578	0.0662951490596	0.151143753589	0.199848230163	0.18769335575	0.1025988818	0.205322950913
u	0.0096795480454	0.0115545066031	0.037612195462	0.0418289392339	0.111894054275	0.165457265361	0.28456350173	0.103928243397	0.233481624524
t	0.0095390813328	0.0101661343124	0.0197741449993	0.029188735132	0.0722189506103	0.161668480607	0.316154652057	0.134959271832	0.246330430341
t	0.00832868826927	0.0091613202148	0.0116361045791	0.0251059951573	0.0697530146434	0.127456804936	0.348440615686	0.154699645077	0.245417745047
e	0.00829835524462	0.0093827567988	0.0115525963604	0.0215234838691	0.0584811888745	0.086971740272	0.349186407162	0.189641806292	0.264961623316
m	0.00968179061281	0.0141217963228	0.0124397795684	0.0196732718248	0.0430158623528	0.0792611897173	0.284545287854	0.244289105164	0.292971907439
a	0.00951210698729	0.0150133869276	0.0126106062926	0.0185958581811	0.0371898296015	0.0825320218924	0.240067412751	0.288886970388	0.295591881146
n	0.00841352440172	0.0116939556556	0.012891147428	0.0187919231388	0.0324166962384	0.0862530196641	0.212240760317	0.312556187463	0.304742867715
i	0.00729148496853	0.00969154999667	0.0115189450709	0.0174903983054	0.0278800159411	0.0706707337587	0.168887062039	0.356297793154	0.330272099238
c	0.00774219474447	0.0131783186373	0.0118243288828	0.0164090212912	0.0259792444667	0.0550798422502	0.129245433346	0.360846472851	0.379695136413
h	0.00773988672849	0.0150822692238	0.00992130094693	0.0157536388133	0.0357274620022	0.0429510008901	0.151079059649	0.302583187817	0.419162091471
ò	0.0063825834255	0.0103347803486	0.00805985486631	0.0128759892864	0.0310400756114	0.0290094706567	0.138794884283	0.365898382339	0.397603917824
t	0.00798841838877	0.0096699137322	0.00904044869517	0.0121616408381	0.0196088640411	0.0276661668922	0.092244038061	0.40781726998	0.413803225275
t	0.00810463638465	0.0109608095034	0.00963548580839	0.0155065237583	0.0249785613544	0.0228127103007	0.10578863132	0.365966162193	0.436246467092
o	0.00713238005572	0.0251375375516	0.0118779688044	0.0197892865836	0.0260559059997	0.0179437524102	0.10298534304	0.370585942664	0.418491857697
</S>	0.00822740142592	0.0389983458725	0.0133931288542	0.0204522863936	0.0201274825512	0.0177570316851	0.07495682742	0.391897499732	0.414189974848
