 	io	non	so	cosa	è	da	scrivere	</S>
e	0.644576274	0.13234258209	0.0376051663901	0.0316221156507	0.0328423760344	0.0415277919587	0.0403536302582	0.0391301376223
v	0.5762456784	0.103440077357	0.0707113982151	0.040894841816	0.0430495700572	0.0528431350083	0.0503919343188	0.0624234206109
ò	0.438430406533	0.217066008652	0.0927368476564	0.043807716782	0.0445892099984	0.0495374807478	0.0466142445329	0.0672180806994
e	0.286766777244	0.391699402217	0.114393073137	0.038067853024	0.0372536086741	0.0462861988626	0.0385387544816	0.0469943193693
n	0.170549670681	0.371750728139	0.220324968112	0.0595982428813	0.0384806488087	0.0486191753859	0.0403495330269	0.0503270797752
e	0.108533480227	0.262601457113	0.358474726704	0.0902550823404	0.0399770185029	0.043926968962	0.042844405307	0.0533869381837
s	0.0756723709423	0.173080893238	0.383660563568	0.158912998693	0.0430806214276	0.0542109392847	0.0459090537365	0.0654725909021
s	0.0875528447808	0.112192016093	0.323198122523	0.222290425564	0.0489476998425	0.0619333922549	0.0483574153588	0.0955281034754
è	0.0889345589403	0.093476702511	0.329149308174	0.217979062455	0.0606486251142	0.0544482939516	0.0424015630749	0.112961901583
r	0.0566603056734	0.082284213437	0.318269348725	0.264534154018	0.0847445802381	0.0490356808239	0.0348445905736	0.109627153849
o	0.0424635765978	0.0654133430123	0.233344440908	0.325015877673	0.152117859679	0.0574434766746	0.0359511900205	0.0882502285691
t	0.0351247377473	0.0475970017528	0.159417500423	0.318092198024	0.21952356616	0.0836069772249	0.0394120644628	0.0972259548011
i	0.0280951574304	0.0358803820929	0.104741411061	0.252495626541	0.25143841372	0.144809034208	0.0598684198876	0.122671647634
e	0.0208898164377	0.025881971165	0.0594515761537	0.151773138914	0.252191168573	0.255085860069	0.101967901496	0.132758656525
n	0.0163527081602	0.0205262012823	0.0396660322912	0.0908605063713	0.212130668324	0.348167417356	0.130663979032	0.141632497442
a	0.0144216646041	0.0187783791554	0.0309431115837	0.0603466247904	0.168431345708	0.372945643452	0.172213238011	0.161920064747
g	0.013165726732	0.0159439639845	0.0246077930899	0.0423230216568	0.125575968303	0.331379591484	0.21822127467	0.228782785716
r	0.017026478756	0.0122864298979	0.0201657708566	0.0333649324123	0.0884595348343	0.262674874828	0.291081420557	0.274940625705
à	0.017418666968	0.0144146100537	0.0144121398082	0.0242691272941	0.0726390346781	0.236468578343	0.367424406519	0.252953456302
s	0.0113830909733	0.0152397764419	0.0127099233407	0.022126766596	0.0718397680394	0.242110768781	0.367138593106	0.257451350301
s	0.0131427999038	0.0109008584446	0.0091801750309	0.0181821789667	0.0597441537931	0.210776122194	0.388246261969	0.289827543567
o	0.0149962115478	0.0103500102655	0.00720175880363	0.0136911764722	0.0363365629444	0.148428333265	0.417340412656	0.351655570922
</S>	0.0125520920047	0.0101375612348	0.00732672230581	0.0115809989211	0.0255176346422	0.117858782932	0.410841305328	0.404184884461
