 	voleva	un	bar	con	un	forno	che	fa	buoni	rustici	</S>
ì	0.7273446146	0.0551251103	0.0292540834642	0.0254498809643	0.0237291409893	0.0225830237619	0.0223993457812	0.0217798421564	0.0210442305438	0.0268632144469	0.0244275833916
t	0.6082393866	0.1206349895	0.0451544612449	0.0369219289665	0.0290527922912	0.0266208880777	0.0251538592744	0.0244663368728	0.022917265176	0.0320431247812	0.028795063433
e	0.429991079533	0.248348553167	0.061034756415	0.045133817801	0.0350044618015	0.0308240325797	0.0274129553395	0.0268934321631	0.0255356108842	0.035964130339	0.0338572495694
l	0.309152459044	0.339566313056	0.0768194695717	0.0508847061525	0.0357817164716	0.0320148317276	0.0281633934955	0.02712353837	0.0263445972738	0.0356756321347	0.0384734284005
a	0.225716251348	0.369566956752	0.132348655417	0.0509875939508	0.0336899988513	0.0316018535951	0.0276992818176	0.0258247381831	0.0252517162676	0.0338537017691	0.0434592958731
è	0.145830095096	0.375747874917	0.217455000839	0.0532563593836	0.0313987466745	0.0295096301518	0.026165708193	0.0233587128129	0.0235931259609	0.0308345657883	0.0428501904386
n	0.096073506412	0.346596865506	0.264416411946	0.0901237089012	0.0338196354148	0.0306368006938	0.0257533213025	0.0221997071702	0.0222584936074	0.0284929106871	0.0396286784628
a	0.066802433824	0.252224722502	0.298541080982	0.163991164034	0.0450307044849	0.0317440090126	0.0271156368509	0.022962585867	0.0222839402982	0.0289272193562	0.0403764866784
b	0.0524241829013	0.151571280167	0.269100573354	0.247653718678	0.0708849376283	0.0468175135655	0.0300722923523	0.0278998651475	0.0279753679179	0.0318407150947	0.0437594876172
a	0.0423213112764	0.104013919856	0.205338108811	0.301523620893	0.110945983743	0.0529793407018	0.0331883193388	0.031048346853	0.0320862853284	0.033753865019	0.0528008080409
r	0.0352871732528	0.0700271771987	0.161775802004	0.343200379764	0.144985884581	0.0593293431473	0.0311627149077	0.0347512126731	0.0298067145293	0.0298614840802	0.0598120021068
m	0.0550877350089	0.0586622090629	0.102195368829	0.376960924055	0.143096125374	0.0750167345491	0.0299067461697	0.0363946839869	0.0280445170318	0.0364730174461	0.0581618548633
è	0.0592244244163	0.0578956122376	0.102622920037	0.330317879152	0.190518106371	0.0710798963497	0.0312338196904	0.030149729926	0.0231633491113	0.0388749028908	0.0649193797395
n	0.0420415249294	0.0593419706925	0.120361278879	0.264124178184	0.257581683857	0.0789798847166	0.0326641176501	0.0261971959789	0.0197717131671	0.0313956980164	0.0675408374643
a	0.0378284093451	0.0536553768308	0.093916956693	0.207217229595	0.258954991086	0.151383976372	0.05299007749	0.0294953374816	0.0207168630625	0.0296291760675	0.0642116734492
f	0.0305647271864	0.0373258284103	0.056831214151	0.143984900398	0.244051284029	0.239525538924	0.07423846263	0.0415772431054	0.0322458148422	0.0297576057704	0.0698973536435
ù	0.0248794225088	0.0291770390434	0.0433932735637	0.113219135333	0.213811537743	0.303188876575	0.0789858205433	0.0445395998151	0.0361497591275	0.0330223265431	0.0796331228341
r	0.0171918764383	0.0230998859245	0.0411558943306	0.0972744639777	0.210119674448	0.316355109592	0.0938117183144	0.0394487896184	0.029306405156	0.0350685741201	0.0971676127764
n	0.0291345309948	0.0192438410315	0.0325062060834	0.104447323793	0.182357915149	0.304747108997	0.113745765371	0.0439369118428	0.0284956779147	0.0378094992356	0.103575321586
o	0.0363855859016	0.0183040205138	0.0242711530317	0.0874697182777	0.119024778583	0.277950093666	0.182216445457	0.0815138282509	0.0344914865409	0.0422707862901	0.0961021688609
n	0.0231638005192	0.0192999892013	0.0246131588826	0.0534621610392	0.092530449861	0.233701584689	0.253149997152	0.105609758084	0.044265051467	0.0399722329794	0.110231859637
a	0.0167423876017	0.0176012021531	0.0220502034369	0.0371627933797	0.0686307219603	0.17301041313	0.266688318117	0.159926040028	0.0578877938823	0.0500486952158	0.130251449409
k	0.0144346442479	0.0140971328317	0.014571079429	0.0286650996366	0.0473978212334	0.126715652143	0.258704702706	0.216607360009	0.0799735931541	0.0684598134119	0.130373061076
à	0.01318196611	0.0130342837252	0.0129144926423	0.0278276897555	0.0436247311845	0.134405035314	0.234343061435	0.21463572267	0.097869826618	0.0753004680706	0.132862748689
n	0.009845524374	0.0120011708617	0.0141838956948	0.0250848969852	0.0428948569948	0.121674906305	0.227024285745	0.21772116889	0.108915930039	0.0675505798235	0.153102881016
i	0.0085960166208	0.0110178537329	0.0132720414873	0.0203909510274	0.0339481501649	0.0833668110923	0.193451784682	0.233708088643	0.132019988813	0.110896028074	0.159332422405
k	0.00821823560573	0.00903596253997	0.0100130852828	0.0164244548815	0.024813485245	0.0526973332548	0.144855050727	0.253490183894	0.165779271204	0.153886471025	0.160786546868
a	0.00817112705578	0.00849599177906	0.00880934922913	0.0154712106298	0.0218426538437	0.0420819807183	0.118052838782	0.248330975411	0.188186543401	0.176738720475	0.163818568223
l	0.00796572649313	0.00773584805275	0.00785586514924	0.0141434329653	0.0190844300892	0.0345820903981	0.09037824704	0.22377409525	0.195749101	0.225121179625	0.173609989208
ò	0.00669578968771	0.00614851417492	0.00655979615908	0.0129176769058	0.0172008553924	0.0319051616714	0.0731598227733	0.197639302283	0.173856667933	0.286239917875	0.187676586336
r	0.00550177871177	0.00567067140431	0.00565522928916	0.011629126789	0.0175681227535	0.0373988647038	0.0663757699244	0.172636095961	0.174767957578	0.329275200625	0.173521379512
ù	0.00511017772466	0.00560069948944	0.00528777119852	0.0107647720894	0.0163763017338	0.0384357494599	0.0594272188348	0.15575422612	0.165313388126	0.338795421808	0.199134452771
s	0.00525162233975	0.00604005905381	0.00591541264051	0.0137096631978	0.0193633305446	0.0406276466786	0.0526424554583	0.14146839314	0.149147386309	0.345721825536	0.220112257457
t	0.00659184134848	0.00507761547834	0.00509542795864	0.0192992930345	0.0233408958369	0.0427712819409	0.0512761161161	0.116721074587	0.19305414077	0.317557911845	0.219214518519
i	0.00858516816321	0.00546229751305	0.00412759031915	0.0178542670894	0.0181433957774	0.0353653210666	0.0396360473327	0.0847021700757	0.166626107323	0.354372691282	0.265125072873
k	0.00787967459882	0.00611363440115	0.00436223873292	0.013368863293	0.0155027371707	0.0314053676011	0.0286278103549	0.0637756817052	0.115296574041	0.441422791094	0.272244672624
u	0.00803019145367	0.00653518816892	0.00507043819517	0.0115852609972	0.0140188612105	0.0235014476978	0.025553818565	0.0564382629084	0.0979260162137	0.441653148365	0.309687345875
</S>	0.00914033903504	0.00759200663486	0.00564955798929	0.0103802479731	0.0120856437531	0.019361801184	0.0230124663825	0.0497443414042	0.0773549716069	0.414020534183	0.371658022937
