 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.5830774515	0.05855354628	0.061070606994	0.0622209897248	0.0616332616218	0.0787849538378	0.0946592973128
c	0.555145529833	0.144870448907	0.0506456419607	0.0497904267901	0.0503934141554	0.071006914088	0.0781477090317
h	0.477214379944	0.263511332302	0.0616363587869	0.043980789662	0.044386740127	0.0531889677701	0.0560815069846
a	0.433241588648	0.328388422101	0.0634360026623	0.0409832709453	0.0402944188025	0.044565379631	0.0490909523796
n	0.375115087549	0.386834954034	0.0577382965541	0.0386715657197	0.0393354869657	0.0429291392063	0.0593755293083
a	0.270981011983	0.447444759611	0.084948424318	0.0383370723199	0.0438674779831	0.0408959721525	0.0735253463989
a	0.160739773261	0.470192985737	0.138146597639	0.0441458731866	0.0560632965776	0.0358881095685	0.0948233439067
g	0.11039899468	0.357236733179	0.198183301546	0.0996496812622	0.0857130582859	0.0382614095322	0.110556715231
o	0.08831363862	0.227766225393	0.285630460515	0.132104720821	0.100039667358	0.0411372990031	0.125007937853
r	0.05516406646	0.189590094598	0.330710864172	0.117880923474	0.112775566649	0.0520490792268	0.141829398406
à	0.0350423414733	0.159088122133	0.336787509791	0.148373203958	0.124443172856	0.0572958252965	0.138969795102
s	0.0323509541244	0.144074269844	0.37412884233	0.169586323786	0.109309261459	0.0452783869057	0.1252719805
o	0.0309413008328	0.121741684948	0.367410098777	0.214536445595	0.102217978886	0.0483411392266	0.114811378361
o	0.0264176292676	0.068935461136	0.305129323992	0.292334879198	0.106537171495	0.0718473211609	0.12879811502
s	0.0188101877925	0.0424708471587	0.245041240397	0.359926906399	0.107630246565	0.096274727407	0.12984561522
s	0.0157480331288	0.0354786947729	0.203614984132	0.421080402133	0.126578825122	0.0953800875877	0.10211880662
o	0.0157789277763	0.0279307904643	0.136561930071	0.336800033664	0.180675323841	0.145774383115	0.156478557967
m	0.0118346852481	0.0167915569414	0.0718111589837	0.235368805508	0.193043900214	0.241465471772	0.229684400616
ì	0.0116878458254	0.0160727180938	0.0512362868212	0.182213068303	0.223838710431	0.295962464657	0.218988858272
k	0.0115771288685	0.0157702209713	0.0399366323671	0.141832323901	0.25008233137	0.306410559086	0.234390757291
a	0.0123741543655	0.0137379985856	0.032684667201	0.120519659686	0.20563597239	0.321877766362	0.293169823764
m	0.0123078531232	0.0118445730411	0.0295559460323	0.0780264849473	0.177245824663	0.395406778787	0.295612598588
è	0.0087228245484	0.0106355605744	0.0241578248641	0.0567734970691	0.149209233754	0.458074421596	0.292426654196
r	0.0073562479068	0.0106554387823	0.017760196448	0.0375303771497	0.115383597851	0.489583280532	0.321730853132
i	0.00765148628053	0.00889563492557	0.0132940958475	0.0271881498312	0.0764304276837	0.461209100844	0.405331034111
</S>	0.00884503074467	0.00916502228879	0.0130053478811	0.0209493180276	0.0519623379418	0.414375680422	0.481697147055
