 	qui	ancora	stanno	con	la	luce	accesa	e	stanno	svegli	</S>
e	0.62195537	0.132163524205	0.02681107204	0.0245241342956	0.0243055676836	0.02470386773	0.025890248653	0.0272717404433	0.0347847500038	0.023759731905	0.0338299843351
t	0.522377551067	0.216585849668	0.0457049421787	0.0243214621193	0.023835646086	0.0234493367438	0.0247172992809	0.026037685846	0.033728677982	0.0221326267889	0.0371089781646
t	0.487285128756	0.237323653289	0.0565528512729	0.0268493437651	0.0267744214167	0.0228847327169	0.0262430051145	0.0268500653706	0.0295988035841	0.0222864016558	0.0373516602018
ù	0.452781955052	0.27970041383	0.0433510165243	0.0267559664134	0.0292401006879	0.0216568823247	0.0299884403674	0.0277712360248	0.0294327457104	0.0217059713099	0.0376153039083
a	0.290318366417	0.437469399943	0.0517389769281	0.0258608103481	0.0282404920117	0.0212594349478	0.0288892496256	0.025618862648	0.0321873894289	0.0211526225246	0.0372644293195
n	0.168362745739	0.493218127714	0.102455622043	0.0348208378267	0.0283184633514	0.0228139598852	0.0258867258225	0.0249052688005	0.0323965085427	0.0222102611337	0.0446115224849
k	0.184309722246	0.374674859438	0.160027362014	0.0501280001622	0.0386600424105	0.0250184034448	0.034137398221	0.0283098300243	0.0304701212456	0.0243240766247	0.0499402442395
ò	0.175602087615	0.286799567146	0.231791053005	0.0637880346074	0.0445972779835	0.0239131004177	0.0415841517367	0.0291577627538	0.0302300870064	0.0233761706956	0.0491607216216
r	0.107704564472	0.295593667582	0.284783100335	0.0880650659358	0.0419372521945	0.0230462638104	0.0365633679965	0.0257456982941	0.0264646589876	0.0241077957861	0.0459885276508
a	0.074982033424	0.251179929461	0.302308943445	0.156372778912	0.0414871732782	0.024850327152	0.0295288758066	0.0242824063851	0.0282231719331	0.0261539975726	0.0406303157267
s	0.0559728888013	0.160894016754	0.337356391815	0.218256022371	0.0480516942461	0.0299937019658	0.0255064659908	0.0234527459919	0.028509342616	0.0272276355218	0.044779041393
t	0.0729875066738	0.118439496851	0.330400868605	0.219346859857	0.0571864057487	0.0352909315153	0.0282811576182	0.0254457121634	0.0267469233979	0.0292752327272	0.0565989313902
