 	se	si	era	vestito	la	figlia	l	avessi	portata	alla	chiesa	</S>
a	0.57479476	0.2075391215	0.0305696957334	0.0231993414879	0.0204255182533	0.019933934279	0.019689857214	0.0198704052296	0.0196446021912	0.02159336348	0.0213595151376	0.0213798481524
n	0.394488432733	0.239905519833	0.115814129589	0.0335915669412	0.02812442593	0.0237406915023	0.0220265132513	0.0261143952267	0.0259107547523	0.0281801023489	0.0270067739437	0.0350967122857
ì	0.198275425778	0.237159966878	0.24236876453	0.0802505008871	0.0347731119567	0.0243809353721	0.0217991279919	0.0310391489313	0.0313531022439	0.0310475384961	0.0275042998829	0.0400481570393
c	0.120341023926	0.236221178559	0.28193746351	0.102744888296	0.0389624199722	0.022705320984	0.0204835562655	0.0409486207389	0.0453381736498	0.031887076949	0.0251709722139	0.0332593271653
h	0.131606253309	0.23992241752	0.249437405063	0.104270325272	0.0417521331737	0.0235621209137	0.0215577840324	0.0446546279618	0.0499566850017	0.0334387957955	0.0279897691267	0.0318517349766
a	0.13286216877	0.212136978173	0.259652425581	0.149412148931	0.0392182139942	0.0236556763273	0.0225126660868	0.033284559048	0.0348843492286	0.029493296508	0.0316683275043	0.0312192676081
n	0.08704325133	0.142535754924	0.28281899186	0.21774529631	0.0541977900714	0.0262930353815	0.0238954870656	0.0297123366642	0.0299542907171	0.029548779966	0.0388706605478	0.0373844140355
d	0.0830790465567	0.111077379175	0.226705578353	0.237007274237	0.0875710053238	0.0312933985672	0.0246813871747	0.0358595328875	0.0365430944444	0.0352389807754	0.0471056839308	0.0438377917039
ì	0.0881693061922	0.108838576325	0.194730513451	0.209339376879	0.153282324875	0.0353353362624	0.0235470937982	0.0362671245208	0.0383541594007	0.0327559885757	0.040427049372	0.038953212156
s	0.0634484431641	0.085685542775	0.186978027417	0.236236140293	0.211837681425	0.0417714203541	0.0229373932374	0.0297215856514	0.0321095546168	0.0257244301049	0.0339728077865	0.0295769686754
o	0.0500592333214	0.070049654025	0.149048351806	0.262161673698	0.236163695808	0.0691699627847	0.0237942554991	0.0258469685425	0.0272234978883	0.0234569022712	0.0330940537547	0.0299318067557
n	0.0423461007629	0.0609786279583	0.101215532402	0.239653971166	0.304186971936	0.0932500508616	0.0245345281797	0.0227164759833	0.0230633026501	0.0219968746627	0.0306578970876	0.03539976886
t	0.0695421147857	0.0573013055561	0.0727621488007	0.223106481389	0.322689406379	0.0833632651539	0.0258616164466	0.0237797853116	0.0240303982256	0.0232275508977	0.0371230684209	0.0372129542565
a	0.0785887795809	0.0512906616854	0.0620356852669	0.190183473796	0.28533075786	0.141244026851	0.0333791215822	0.0249323947219	0.0251095833877	0.0243839539069	0.0411482290881	0.0423733660764
i	0.0441016888584	0.0445472507305	0.0456601982223	0.135466057865	0.257939573553	0.263095876617	0.0481149896607	0.0234425396786	0.0230080727481	0.0230017831125	0.0401244764258	0.0514973834182
k	0.0565012636399	0.0549347888148	0.0323911199274	0.0969310718217	0.204065460784	0.295885666339	0.0691884609536	0.0252055064795	0.0326273236532	0.030310433892	0.0398733314888	0.0620854805554
i	0.0597662564056	0.0500856809409	0.0282098492291	0.0778119204739	0.162406505595	0.289911213913	0.121629132251	0.0264733921665	0.0369039057344	0.0328166013703	0.0398034494211	0.0741821039727
a	0.035002443482	0.0385943133336	0.0275369514697	0.0626627572046	0.131081243132	0.333462556904	0.159173649417	0.0270627826888	0.0297735154981	0.0264874915095	0.0507283134333	0.0784339701539
t	0.0300797382608	0.0433208039779	0.0225036116166	0.0488180203815	0.111317549911	0.310295746701	0.158439341339	0.0326224303229	0.0603162926094	0.0361683105829	0.0563529971832	0.089765112459
è	0.0277548800973	0.0397811894326	0.0225155500522	0.0430708540605	0.107024476904	0.241953894367	0.192681050846	0.0558150905743	0.0901998465678	0.0406112340464	0.0463460054814	0.092245899549
r	0.0213970786375	0.0273777111842	0.0232159786214	0.0378689180868	0.0964273112347	0.223760437122	0.252349891815	0.0854498102581	0.0857960523873	0.0304394940942	0.044583448251	0.0713338895578
a	0.0200116870552	0.0237170806814	0.0232801707445	0.0344616186289	0.0757316182116	0.183265132241	0.286639179672	0.118293365553	0.0896985549624	0.0243319705047	0.0403207632014	0.0802488321661
i	0.0225933946479	0.0277292234151	0.0249641254095	0.0336526325863	0.0577228496839	0.127910115547	0.271130712824	0.135835441518	0.121709033721	0.0226571494349	0.0420471658859	0.112048080065
n	0.0235891110755	0.034276092733	0.0228053201758	0.0360963003408	0.0572845232813	0.111677503916	0.220486587475	0.128812109039	0.163752287107	0.033336909245	0.0510517284851	0.116831466782
ì	0.0217090596188	0.032003685803	0.0217292126099	0.0363605928449	0.0569460826538	0.110549394925	0.176462785158	0.16967829868	0.187973062169	0.036481603915	0.0494989832439	0.100607180059
c	0.0197615164925	0.0269628076477	0.02167358043	0.0343678963843	0.0516828382713	0.0974867674617	0.160152223919	0.18669882396	0.210070030523	0.0345410007717	0.0679897024822	0.0886128068363
h	0.02561159709	0.0268609114526	0.0209632213933	0.0345336850781	0.0497104037438	0.0791081685539	0.150338087506	0.16538008592	0.224272610708	0.0774087559239	0.067636504883	0.0781759653508
a	0.0249127598958	0.0211800602762	0.0175182996811	0.0265000541427	0.0377872963346	0.055281676458	0.113405325369	0.162941090307	0.235515042236	0.133089497975	0.0521274764046	0.119741372644
p	0.0183379960953	0.0175894443657	0.012186458427	0.0183780931342	0.0268589960415	0.0392595059793	0.0774453896363	0.128906264702	0.273040209412	0.160966549192	0.0583185502682	0.168712513015
à	0.0159566912778	0.0183840792095	0.0122301523503	0.0184878053394	0.0263211415352	0.0402861513731	0.0635725553254	0.136476043034	0.284836695604	0.158947310331	0.0686352896227	0.155866106805
r	0.0112353320879	0.0162319579938	0.0125325059668	0.0189925886018	0.0266649671251	0.037712328651	0.0652315023085	0.158092125278	0.278553990335	0.150819513177	0.0689790673409	0.154954153402
o	0.0092111610421	0.0132332062813	0.0110695441776	0.0175065916453	0.0236162277424	0.029725289617	0.0587597885895	0.128064636359	0.242551647845	0.167632930659	0.0883140965136	0.210314823534
n	0.00969296698683	0.0118706986784	0.0120505146992	0.0169286632204	0.0208369869301	0.0279034489143	0.0446993540832	0.10163401582	0.212490998528	0.194520013953	0.108770094438	0.238602193045
t	0.0356378111109	0.0160490873541	0.0130084475931	0.0174604059708	0.021690229414	0.0309541069468	0.0425430990277	0.08764058464	0.208278215156	0.197127237918	0.092329616326	0.237281178215
a	0.0427581517236	0.0152437440864	0.010774735059	0.0144856088483	0.0181133392093	0.0234717344703	0.0320913081632	0.0695143712593	0.153744069619	0.200744479379	0.121560849755	0.297497654272
s	0.0198809467214	0.0100363119999	0.00659129461567	0.0105121965354	0.0147198067438	0.0163819755181	0.0255193138017	0.0567887121591	0.147191020993	0.227724377466	0.185764125718	0.278889967357
t	0.0124069594554	0.0190207368446	0.0153424910766	0.0183230703051	0.0182915200706	0.0162875439767	0.0332128305939	0.063146444213	0.162793505731	0.220695929355	0.182674979703	0.237804003252
i	0.00878650205547	0.0213440065629	0.0198317981709	0.021313659917	0.0180446617815	0.0136190787209	0.0305196170933	0.0585434284457	0.11796489609	0.205229830012	0.176604308832	0.308198192817
n	0.00831108981082	0.0126124945123	0.0116464518923	0.0150395566343	0.0178993447465	0.0157317100096	0.0259078601231	0.0495384935019	0.108708988297	0.215343322831	0.242267369344	0.276993326472
a	0.00859876482627	0.00995648733943	0.00908951771277	0.0128175863368	0.0177105626772	0.0164401651439	0.0240189400658	0.041423083936	0.093698928335	0.19437205251	0.308884700848	0.262989215691
