 	i	bambini	piccoli	vengono	vestiti	dal	padre	e	dalla	madre	</S>
t	0.6330399296	0.1380303049	0.030450976017	0.022884269263	0.0234054418958	0.0243981188622	0.023650362055	0.0246430707817	0.0251342304258	0.0281568113404	0.0262065562427
a	0.5034585032	0.248201846833	0.0330745660217	0.0239044130444	0.0244973815972	0.0254451639896	0.0247506663181	0.0260565149604	0.026644729461	0.0344460750253	0.029520198414
p	0.344983207333	0.353932647944	0.0433803178786	0.0412127588388	0.0261300940885	0.026204273684	0.0266136285527	0.0265228142044	0.0277975490041	0.040976560353	0.0422462023032
e	0.269877770444	0.392364347315	0.0541286222929	0.0484109224329	0.0276277528894	0.0273752725486	0.0282540121921	0.0279087039693	0.0296337852981	0.0445212958143	0.0498975630514
d	0.202114899215	0.418112925772	0.0775704946976	0.045518260551	0.0301083877797	0.0303715271245	0.0310139338927	0.0303799164925	0.0327472672308	0.0478058334846	0.054256562564
ì	0.146421026805	0.412963044324	0.142724697233	0.0481459631503	0.0288828722992	0.0312083833221	0.0310886838209	0.0295809827698	0.0327137261933	0.0423169332544	0.0539536520482
a	0.107479013735	0.358405848508	0.252069841744	0.0588381910501	0.0256163921541	0.0277712762013	0.0283918468927	0.0283926019867	0.0315544217572	0.0355011189695	0.0459794319872
m	0.103814460845	0.252092021436	0.289995783781	0.09667831435	0.0321928165787	0.0363773611211	0.0305149398119	0.0301542887073	0.0344272984513	0.0372947455768	0.0564579811388
i	0.102530772615	0.183470643279	0.297838359127	0.14121766865	0.0353486693329	0.0398391059378	0.0318300320282	0.0311042275211	0.0351675673788	0.0389355585685	0.0627173464558
n	0.077843996205	0.130488722446	0.326861090042	0.17662496215	0.0470386169243	0.0422607096524	0.032546914057	0.0294572223092	0.0324642858508	0.037754611359	0.0666587983277
c	0.0850029430683	0.106199883529	0.255182920314	0.205522753383	0.0782796639081	0.0564462121919	0.0381751628563	0.031305287572	0.0371108706551	0.0372735069678	0.0695007505986
i	0.0874076949561	0.10205371363	0.218379937405	0.222808345728	0.092716062016	0.0548914345257	0.0394681201228	0.0341216772927	0.0400340377483	0.0430579647142	0.065060951193
à	0.056886203332	0.0844794685233	0.232757899135	0.290078756243	0.0825091243187	0.0470081509126	0.0382588551209	0.03092645534	0.0340659595853	0.0394225033157	0.0636065840131
è	0.0384199188613	0.0647669168918	0.190978627312	0.398322514081	0.0742198641396	0.0492800139371	0.0401331266003	0.0265636912026	0.028848287808	0.027807044139	0.0606599754444
r	0.0373537380302	0.0543823986059	0.145322752971	0.426500979694	0.0919254262132	0.058860918748	0.0465267991668	0.0267706566462	0.024891525771	0.0256306208762	0.0618341709562
k	0.0429383870292	0.045829419072	0.0989396863903	0.428427207831	0.107049304138	0.0729190635693	0.0530358314785	0.0299185554677	0.0268633196396	0.0286044751157	0.0654747838498
u	0.0419699141084	0.040244360996	0.0684366211301	0.35089218821	0.197372707713	0.0863871132764	0.058040064629	0.0304218987982	0.0288927273611	0.0292619310288	0.068080576712
t	0.0380443844488	0.034695583886	0.05329122611	0.211624289203	0.322712171704	0.0919673486255	0.070660854543	0.0358575614661	0.0284017947554	0.0351277262332	0.0776171241407
t	0.0362282119749	0.0318944942853	0.04285610295	0.185540300201	0.311435279301	0.102962149208	0.0769921154277	0.0431241959473	0.0365448158518	0.0437143135555	0.088708079279
e	0.0356986352023	0.0346900542044	0.0460589548967	0.163295760267	0.2951828347	0.118686505603	0.0761234186559	0.0408889483144	0.0375476199299	0.0428515486826	0.10897577602
n	0.0296296090608	0.0304300951015	0.0429154530656	0.106080279736	0.329804449567	0.131659749801	0.0997228688853	0.0395553631448	0.0339669836333	0.0365471338861	0.119688069852
d	0.0244175849196	0.0292918916232	0.0450106010552	0.0840317043587	0.316915934522	0.170166531934	0.105997921275	0.0449193071683	0.0366394925444	0.0361486487003	0.106460438471
i	0.0214676779352	0.0282729719271	0.0460600171517	0.0701649526796	0.286412926574	0.201167084311	0.101625713738	0.0546050556894	0.0345375266775	0.0353103526588	0.120375733587
m	0.0177772031977	0.0215310496657	0.0332677938839	0.0555863093865	0.238046916191	0.251695440637	0.106671070179	0.0589609706965	0.0564794998418	0.0408240284891	0.119159776569
è	0.0161403719406	0.0186671898152	0.0324580876413	0.0549274547288	0.174923871997	0.297394972146	0.13100819106	0.0616601711655	0.0703084041673	0.0427654322193	0.09974591008
n	0.014998872704	0.0171825151824	0.0347061539624	0.0594073825296	0.164944251932	0.288645532715	0.15606427402	0.0682494394552	0.0495466147024	0.0302428287619	0.116012152828
i	0.0145647040045	0.0156687702348	0.0254595770761	0.0452877517165	0.151325993511	0.243697839572	0.173194408673	0.120039956218	0.0538413431341	0.0286589535353	0.128260726014
à	0.0128348988562	0.0140312043423	0.0216651059587	0.0309205029855	0.107133580637	0.225458968391	0.200948831558	0.152494199539	0.0804449324447	0.0337358896231	0.120331914715
t	0.0110572400861	0.0127524997014	0.0189011719149	0.0305754411752	0.0970376265923	0.22060222753	0.215647865186	0.139625579313	0.0997677896149	0.0443244160857	0.10970820603
t	0.0128554130374	0.0107652775271	0.0141407466003	0.0300748810451	0.0906457819108	0.199603931777	0.215116688462	0.135018808638	0.120943180272	0.0662670689819	0.104568278687
o	0.0158384914571	0.0124388109957	0.0151996792868	0.0265909275617	0.0689190875703	0.170459116292	0.198730995554	0.145502806679	0.129168433824	0.0830032752806	0.134148328339
n	0.0146794529337	0.0151593830386	0.0161006222623	0.0253083069006	0.0545819501234	0.119256018331	0.192323931451	0.182077376893	0.132414555608	0.0863379554269	0.161760414226
