 	lo	sentii	che	arrivò	</S>
t	0.768386687	0.07267364574	0.0476108978223	0.0602996717693	0.0510290763582
o	0.669823639	0.16256710298	0.0514964015471	0.0601221173158	0.0559907060009
n	0.465662828667	0.259438866793	0.0807286473354	0.0846843669053	0.109485330078
ì	0.270946173889	0.340220097798	0.140878175045	0.105890556058	0.142065122126
k	0.170518596896	0.390065164333	0.188177011882	0.101672370756	0.149566939699
u	0.119315603765	0.322998470511	0.316954992627	0.087588117872	0.153142908034
s	0.0741221233817	0.206030816837	0.495325264876	0.084886964024	0.139634978838
a	0.0531926157539	0.129215515279	0.526057107625	0.137494742475	0.154040139573
k	0.0457347081446	0.0940604775463	0.442641079875	0.235274442158	0.182289346724
a	0.0347340312692	0.0624042369998	0.292573701785	0.409221373386	0.201066638775
ì	0.022988278863	0.0375134999563	0.144696274315	0.628773513795	0.166028347492
r	0.0140177785646	0.0239309504558	0.093362850785	0.723009063932	0.145679217797
t	0.0255020720442	0.019836184191	0.120753213448	0.657684692644	0.176223766112
e	0.0310767340154	0.0167807944397	0.111369060816	0.520210236215	0.320563211751
</S>	0.0236552900217	0.0171650405429	0.072057831308	0.441805319107	0.445316588876
