 	ti	dico	una	cosa	però	non	parlare	di	queste	cose	con	Maria	</S>
s	0.6612908025	0.06579266752	0.036018166163	0.0238101809802	0.0238964077505	0.0189369395461	0.0229029933702	0.022360270762	0.0244102343137	0.0237231502512	0.021647293949	0.0317437656689	0.023467176534
u	0.525855048167	0.163818577707	0.0449918525497	0.027140833598	0.0267531778995	0.0215911531848	0.0245739001046	0.024181766321	0.0261830568448	0.0258195204395	0.0239018130139	0.0357828507655	0.0294065310965
l	0.370800330322	0.285541779236	0.0551114916499	0.0324702143009	0.0272837574607	0.0235876087099	0.025478284888	0.0261554414238	0.0259168847628	0.0253237033132	0.0254486960546	0.0362859484543	0.0405959487917
è	0.251119312041	0.346011694412	0.117354948183	0.032183141703	0.0273721474131	0.02127234577	0.0259318915619	0.0269307790581	0.0251295709109	0.0247841955505	0.0261747656792	0.0350916848421	0.0406435493367
o	0.15709680668	0.356121994804	0.229851162994	0.0277904706503	0.0265508702979	0.0214754076552	0.0239375315248	0.0246473164458	0.0229996200407	0.0237388950008	0.0248001813354	0.02934297461	0.0316467509275
è	0.0972739790533	0.299434181268	0.358409505665	0.0284319530168	0.0266009156353	0.0229240794178	0.0225470859385	0.023180750888	0.021386913465	0.0217710533215	0.0224282783973	0.0265628434559	0.0290484481976
n	0.0743098692444	0.219733669089	0.434616542555	0.0542408064789	0.0316725728804	0.0227392788363	0.0220123277857	0.0229891391922	0.0203317470948	0.0201273948984	0.0211211471181	0.0255890089302	0.0305165156004
a	0.0662736119481	0.160488393696	0.450490303518	0.089107285293	0.0387598071935	0.0238110933598	0.0228976877186	0.0239252240177	0.0211592932345	0.0205340991846	0.0208640777513	0.0263952343172	0.03529386322
p	0.0530330548627	0.107664257965	0.412773933306	0.140055084098	0.0748849526312	0.0265349742133	0.0251542153153	0.0257748304869	0.0233554413613	0.0225487720059	0.0223303292869	0.0281005812176	0.0377895063865
r	0.0405988776942	0.0919439387883	0.330936291769	0.195107579699	0.118262818077	0.0278961366558	0.0279959951351	0.0268164844682	0.0248973570126	0.0232286152922	0.0229915082528	0.0284371280718	0.040887237635
à	0.0431174918247	0.0920706499961	0.313651266123	0.1932970077	0.147745185959	0.0273993651406	0.0273000511584	0.0250120120623	0.0232836216478	0.0213022229369	0.0207645534677	0.0258651299459	0.0391914313112
m	0.0384962730749	0.0653599650654	0.283608392374	0.201699008633	0.186338024986	0.0330346847269	0.0278854927761	0.0266371240396	0.0240792544318	0.0211820941207	0.0215765731003	0.0278311278474	0.0422720066647
a	0.030992955135	0.0464366698551	0.196166475458	0.223178687144	0.250162521662	0.0546203200423	0.0294368312434	0.0279798225054	0.02517406436	0.0219981324055	0.021943094073	0.0283789634385	0.0435314489445
p	0.0284244753417	0.0382337115117	0.123637625953	0.245602678115	0.293386634554	0.0618543385141	0.0372238118991	0.0310914539998	0.0260165353835	0.0236247015183	0.0228115182793	0.0292547705849	0.0388376665946
e	0.0277088363452	0.0350043474306	0.087496055651	0.227369377305	0.282498273851	0.0999663080714	0.0515782783664	0.0348891416733	0.0278608626462	0.0257762704287	0.0236452448035	0.032650479198	0.0435564282426
r	0.0263327743075	0.0317775043835	0.0698761097503	0.195561353702	0.283846606284	0.120006781824	0.0751470042555	0.0384560158511	0.027784159024	0.0256122512921	0.0220849293183	0.0346820976579	0.0488324285858
