 	non	aveva	dove	a	stare	</S>
e	0.727202005	0.095565506076	0.044827337772	0.0444097160083	0.0467378646045	0.0412574727288
n	0.534195139667	0.221829184692	0.064560004504	0.051664476967	0.0619388486612	0.0658122804608
ì	0.308317202689	0.416896626231	0.087458487208	0.050114453995	0.0625395431816	0.0746736904863
c	0.19077780183	0.449560512744	0.158804578403	0.0567973095117	0.0525330901197	0.0915267891628
h	0.11838456637	0.349654728248	0.293205071468	0.0823437179706	0.0530890190752	0.103322976804
e	0.0788026010167	0.250845208083	0.401458017156	0.120338152724	0.0463816640784	0.102174334543
p	0.0473600689005	0.151142501048	0.446338307052	0.167555418041	0.0741382977795	0.113465325414
u	0.0322337123751	0.080685863336	0.355695091017	0.27656990868	0.132283149726	0.122532222538
s	0.0226608830584	0.043072425072	0.215749429406	0.377528590893	0.212007993842	0.128980675179
t	0.0134498295541	0.021520170744	0.133598122602	0.367418749011	0.351802448347	0.112210674526
a	0.00871352373837	0.0127387310733	0.0705803146873	0.280406998277	0.481359512382	0.146200946442
s	0.00939933591659	0.0131821272531	0.0383025575558	0.205019823919	0.476093873461	0.258002352814
ì	0.009969600051	0.0127420417677	0.0295461224519	0.145613676106	0.481807527154	0.320321134005
</S>	0.0091958773965	0.0106316472139	0.0284488822659	0.100545049353	0.538905836577	0.312272837603
