 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
c	0.62283995	0.13248789336	0.0586371594947	0.0406957116757	0.0367905139819	0.032543439011	0.028373509255	0.0476317702366
ì	0.578232984667	0.159335259253	0.06898852127	0.0432918639196	0.0377807993507	0.0333013270665	0.0284587726182	0.0506103847684
n	0.507855944556	0.246331285951	0.0748336149627	0.0382227379342	0.033597292802	0.030231199695	0.0279543302179	0.0409735508271
i	0.361884484519	0.36370619665	0.105102320214	0.0378061770879	0.0349406353378	0.030126697632	0.0293281755743	0.0371053733238
e	0.21256615102	0.372836602617	0.208303811211	0.0565783030595	0.0450507509663	0.038945337544	0.0298437776239	0.0358753935274
n	0.13171234372	0.253840611272	0.347140333404	0.0881811388005	0.0590499679888	0.04340105938	0.0295903451549	0.0470843270662
è	0.119710048773	0.168292932357	0.399357936401	0.13462534154	0.0589528785629	0.0355587718867	0.0287832035878	0.0547189020754
r	0.100866648458	0.120780969072	0.437093851734	0.158431931633	0.0684475262876	0.0314143518356	0.0262656768057	0.0566990052651
k	0.0618397434193	0.0969340037773	0.496990995245	0.127076197691	0.0940500967492	0.0346165164105	0.029181033778	0.0593113952371
o	0.0497802629798	0.0825599215258	0.415239053415	0.189105952364	0.140655932303	0.0366217216555	0.0305372220985	0.0554998971511
t	0.0427151355733	0.0628142122233	0.310958269872	0.256836150788	0.190774684768	0.0375453710185	0.0299605705982	0.0683955414833
t	0.0420708720578	0.0599384658458	0.276683887691	0.240640400929	0.213873478256	0.0458749344395	0.0402453474834	0.0806725583874
e	0.0445321762793	0.0517964099719	0.184462047497	0.276031252576	0.243646191419	0.0605420846465	0.0460541089078	0.0929356829965
e	0.0327730608731	0.0317251543706	0.0931362263657	0.271668311192	0.302848810473	0.106632099416	0.0548545387026	0.106361771321
t	0.020842382871	0.0233280964035	0.0643849858552	0.178550230197	0.368877010158	0.154752359005	0.0681085107475	0.121156376774
u	0.017217452037	0.0190989091478	0.0513549353517	0.109219523666	0.334805184719	0.211475245735	0.115105936829	0.141722751058
s	0.0170402198257	0.0150661083893	0.0359473559706	0.080333283422	0.23508547024	0.261566374312	0.171280715076	0.183680446886
m	0.0284830394066	0.0149285552244	0.0333936991302	0.056971088074	0.16885954628	0.215143619304	0.193142939292	0.289077480962
è	0.0307304533002	0.0133530060961	0.0369011807301	0.0490060118913	0.141682177693	0.165501410235	0.208000148964	0.354825580054
n	0.0202574040561	0.0136442787827	0.0385483687767	0.0601250693638	0.141767160231	0.223983351345	0.190724310655	0.310950032818
o	0.0164492619414	0.0149110379582	0.0280402288389	0.0631614395879	0.111341403244	0.260524369115	0.205476480552	0.300095766673
m	0.0111645627845	0.0129750021247	0.019999261653	0.047414106734	0.0830848257813	0.214416537505	0.285816395517	0.325129289224
e	0.00742608499483	0.0110460181904	0.0161206981123	0.0292185720427	0.0648479263138	0.157798876568	0.381278647172	0.332263179408
t	0.00591098691761	0.009733729193	0.0138413485788	0.0181271979916	0.0420112380013	0.112186644123	0.438429715057	0.359759151603
r	0.0039774288532	0.00849166949787	0.0135756561063	0.0123638597545	0.0290338653104	0.0784314925743	0.454377030686	0.399749016294
ò	0.00415657077613	0.00782339623549	0.0113347460054	0.0183560458382	0.0201354156115	0.0800549053248	0.449717626562	0.408421349391
m	0.00531381004044	0.00902873496183	0.0126386176325	0.0270231864127	0.0300523328585	0.0943296317083	0.443588845521	0.37802488513
e	0.00643506974535	0.0101616650473	0.0136787837248	0.0237728592462	0.0310504327062	0.0751434908361	0.401861858507	0.437895880377
</S>	0.00752396809948	0.0106166931216	0.0121842825324	0.0205225509061	0.0229929452631	0.063083121318	0.351080030253	0.511996447189
