 	mia	sorella	quest	anno	che	viene	vuole	diventare	dottoressa	</S>
a	0.739775907	0.04218999451	0.02783062872	0.0263677677853	0.0252122918801	0.0255095417444	0.0254647790228	0.0262584637907	0.0311190902801	0.0302715460451
d	0.638644427	0.111907389417	0.0415130726407	0.0284106762711	0.0262400518447	0.0262756419172	0.0261245489694	0.0271547228184	0.0350100224525	0.0387194747791
r	0.544787882733	0.185495817606	0.0524309414202	0.0311938815267	0.027459174664	0.0271815523903	0.0278225109233	0.0274814233624	0.0348747354875	0.0412720535238
e	0.442873586644	0.276286368935	0.0532862864867	0.0337429900117	0.0288000707553	0.0284932907561	0.0298703476963	0.0295138805872	0.0372808254546	0.0398523111043
f	0.297374208881	0.370426566978	0.0817072022622	0.0410140222277	0.0314070765272	0.0305052828764	0.0310041787268	0.0312202374071	0.038886046123	0.0464552026555
f	0.247828337627	0.348763953259	0.133533856954	0.0471380783548	0.0333791247471	0.0312195457453	0.034814888711	0.0312100527504	0.0395522987645	0.0525599215223
ì	0.208445990889	0.38195106802	0.160496327518	0.0421308133238	0.0302662701984	0.0272731606672	0.0322812898718	0.0271213661941	0.0345661319097	0.0554675640789
m	0.12923194491	0.418214704673	0.203554668239	0.0573868020746	0.0339450132341	0.0288890544768	0.0270930179336	0.0230709868951	0.0263584068771	0.0522553513007
m	0.10708883857	0.338020925424	0.258423510546	0.0824739506582	0.0455045828375	0.035378638107	0.0346946796045	0.0257811009117	0.0279235431342	0.044710188808
u	0.0969678456567	0.236119711275	0.333852224649	0.101304860266	0.049028825414	0.0362093000359	0.0396777476362	0.0315299536118	0.0326731566335	0.0426363626641
f	0.0631570336389	0.150496184692	0.394093712883	0.158431471335	0.0518422849247	0.0393383199477	0.0350542977122	0.0320368979884	0.0330525957941	0.0424971920857
ù	0.048802668173	0.114806018764	0.396829306961	0.207559313712	0.0555839085082	0.0363774946619	0.0280688189541	0.0247318063327	0.0266236726381	0.0606169496633
e	0.042809565067	0.089436650088	0.367234420987	0.251886613171	0.0686703703694	0.0352032436473	0.0242300495294	0.02391154126	0.023542253269	0.0730753080877
p	0.0378249590157	0.0572593680027	0.256542094196	0.302053892324	0.10887713239	0.0825322944691	0.0293593391898	0.0276458881981	0.0260959830515	0.0718090750204
p	0.0353308592926	0.0476634624742	0.153770493932	0.325420668375	0.135470851063	0.120174125486	0.0406197800399	0.029054697408	0.0292705204328	0.0832245239144
ò	0.0370037623962	0.0493480044247	0.144758455977	0.301508278725	0.172524614288	0.107808746491	0.0419723674966	0.0274033641493	0.028034068152	0.0896383674892
r	0.0297876211341	0.0421977099416	0.147790503526	0.267634044908	0.220446195629	0.114204506964	0.0357456925522	0.0199924071864	0.026043334387	0.0961580380296
k	0.0289644229447	0.0415419381139	0.123511210442	0.279962611036	0.215606883943	0.125583093791	0.0408594299124	0.0211743874961	0.0285137365991	0.0942822990669
e	0.0329548574482	0.042911219058	0.0897229226807	0.226675040879	0.243305463181	0.1491892332	0.0650136494325	0.027408021734	0.0276826418903	0.0951370088624
t	0.0265821063094	0.0317695069727	0.0546599876269	0.142655103626	0.299304876527	0.194815475133	0.0769192456775	0.02550570385	0.0324843448866	0.115303695671
e	0.0227097726798	0.0265536503242	0.0400154842023	0.100546990009	0.293190788242	0.209599449378	0.101656799559	0.0251801319633	0.0329995855462	0.147547371028
e	0.0194021585106	0.0220555226281	0.0303849052101	0.0589894307363	0.231440613281	0.231024756593	0.182530151853	0.0411786129344	0.0321547825407	0.150839104642
t	0.0168236640602	0.0170921965627	0.022442906162	0.0431283389788	0.18951613456	0.269775647798	0.221358418551	0.0620611552181	0.0394498764136	0.118351573302
è	0.0151833154274	0.0163749121809	0.0204326326767	0.0444208175263	0.159885903587	0.265021169666	0.260962518117	0.0827804988527	0.0484048115312	0.086533310702
l	0.0115597226671	0.0157045345203	0.0199534259389	0.0402248863754	0.125463116929	0.245071227822	0.311745446706	0.0802915083842	0.0544095048317	0.095576651674
i	0.011623018179	0.0148981963801	0.0189726583596	0.0322062999251	0.094643490043	0.199503938274	0.278874921969	0.140043065761	0.0578395720052	0.151394819438
n	0.0131935206323	0.0161926225734	0.0190361886465	0.0276506604417	0.065997774481	0.152023510358	0.275071620856	0.189878509587	0.0591060826684	0.181849419813
a	0.0118178205694	0.0146392526778	0.0170011362675	0.0234122755139	0.050069489787	0.115749370393	0.239674680885	0.237462320529	0.0830763213561	0.207097286804
d	0.0110138116758	0.0127960439393	0.0146622063612	0.020688085318	0.0416369760623	0.088757250471	0.186327597895	0.30061179291	0.133357581452	0.190148572468
i	0.0107601670339	0.0125990984604	0.0145191405591	0.020860050306	0.0389446400541	0.0765971012437	0.156668089632	0.31447415137	0.166539430484	0.188038086423
v	0.0114377564413	0.0138011862808	0.0142874613117	0.0215069081473	0.034172590398	0.0562786770679	0.113504235744	0.32044709019	0.219817989295	0.194746135208
e	0.0111279877151	0.0136567352936	0.0136793591552	0.0211361397878	0.0309568020527	0.0454832883226	0.0907713681147	0.290706648463	0.262696111565	0.219785596536
n	0.0080253967177	0.0106332719179	0.0114051098164	0.0152392496493	0.0237523057209	0.0403966981875	0.0763112437049	0.275341040154	0.293052149188	0.245843509245
t	0.0090162225299	0.00899206278597	0.0102414322255	0.0231154793184	0.027682410677	0.0358793163758	0.0696707141016	0.287549265851	0.310508693063	0.217344333548
è	0.0089609755813	0.00795776676199	0.00932068679783	0.0251282570681	0.026289806003	0.0251162141586	0.0512428837139	0.237238046817	0.357763746354	0.250981557916
s	0.00619814553977	0.00906455011266	0.00909514536194	0.0159077824187	0.0203258349619	0.0274085092195	0.055179301678	0.158298109139	0.425129684118	0.273392855305
s	0.0106211851509	0.0142355437476	0.013559997268	0.0414646901256	0.0225399004509	0.0303049718932	0.0599238583193	0.133924899046	0.382537959373	0.290886912968
i	0.0125918569203	0.0165393169287	0.0146733431313	0.0484702992499	0.019358416717	0.0214547861644	0.0423140487064	0.101970557615	0.376851567791	0.345775778189
m	0.00955479332497	0.0130871669039	0.0129193578233	0.0251335276645	0.0171709234137	0.0242727998821	0.0365046061355	0.099296789365	0.45014410793	0.311915946196
e	0.00833610521199	0.00960713902343	0.0110851605353	0.0167734343247	0.0164814637426	0.0259297966027	0.0333581158518	0.103075888482	0.490963460643	0.284389438865
s	0.00734206096246	0.00708757821248	0.00835372958643	0.0113305642276	0.0123691428515	0.0180206434429	0.0258312008973	0.0911863998273	0.491227319548	0.327251342955
s	0.00861695222415	0.00835060795949	0.0128126571608	0.0226483191085	0.0097150052045	0.0137353838283	0.0287356996724	0.0827539640758	0.481834233849	0.330797149718
è	0.00804367151005	0.00899312360383	0.0136219099709	0.0248299605762	0.0073199172015	0.0090728868421	0.0243390946108	0.0664922755586	0.500219196616	0.337067912639
r	0.00556490052504	0.00689073644954	0.00857072957777	0.0124927129483	0.0080084804605	0.0103021135307	0.0222756997503	0.0666597634529	0.499538450872	0.35969634088
a	0.00550174416504	0.00649679931411	0.00733648100206	0.0089869616217	0.00816654517283	0.0111553002269	0.0206204673701	0.0662419232843	0.470017076291	0.395476683627
</S>	0.00614522682002	0.00677665047706	0.00725446362003	0.00831188406485	0.00809229307541	0.0100657573625	0.016432879125	0.0599897516421	0.458132774146	0.418798346814
