 	allora	questo	anno	che	viene	vengo	nuovamente	qui	e	mangio	molti	pasticciotti	</S>
a	0.6503936464	0.05768220357	0.0323179717965	0.0252337826255	0.0251376505388	0.0242374182576	0.0244072146445	0.0247410065273	0.0252303831553	0.0257340979077	0.0261861808834	0.0303044761613	0.0283939925986
l	0.518341900133	0.158931848323	0.0465563619518	0.0264932730756	0.0257241611561	0.025038804966	0.0247362824694	0.0257411185047	0.0258623093366	0.0266551158582	0.0267019265072	0.0349234178092	0.034293534283
l	0.359984816044	0.283155398108	0.0509483167706	0.0274409212667	0.0290410160205	0.0300501968687	0.0290668096127	0.02963522054	0.0299641802028	0.0252188516776	0.0280868174796	0.037265488298	0.0401419461919
ò	0.244174576148	0.405639541369	0.0421872836395	0.0259178776718	0.0304510231564	0.0353081773138	0.0337237540191	0.0307970478816	0.0329323299664	0.0217831577388	0.027038741995	0.033091874285	0.0369545604556
r	0.195088705249	0.47003725379	0.0484351417492	0.0276954531227	0.0279856994334	0.0386043052457	0.0337001886426	0.0270703442912	0.0299981855768	0.0197496597305	0.0227029820835	0.0276842477484	0.0312478165508
a	0.18528969635	0.471908299663	0.0653804012897	0.0303006618042	0.0264097116932	0.0372143726045	0.0294095230733	0.0256083701175	0.0267591874992	0.0209027062026	0.0221370522322	0.0273540737813	0.0313259550077
f	0.126885369183	0.453808749354	0.117828296137	0.0392702701807	0.0298678927357	0.0385778372759	0.0276642788394	0.0272911179825	0.0262999636534	0.0232331488454	0.0239412712185	0.0287532226821	0.036578565446
è	0.0869569730677	0.431439807851	0.177681258779	0.0453461278402	0.0306199112052	0.0427016447575	0.0284055129865	0.0258743356096	0.0245030164368	0.02125500577	0.0220195341211	0.0257274817012	0.0374693422011
t	0.0763313744959	0.418764165084	0.198944368393	0.0512705532601	0.0351094934417	0.0423610937695	0.0306589919284	0.0231496365051	0.0213052478864	0.0170579326841	0.017506713727	0.0261655118503	0.0413748466409
i	0.0669596663653	0.310678653161	0.279907981598	0.0762679461534	0.0395819897872	0.0425163835108	0.0296453799021	0.0237787183391	0.0211124447766	0.0172365674343	0.0170063357919	0.0279366726179	0.0473712489528
p	0.0519755116664	0.178132748587	0.367675041533	0.106447842251	0.0590099741757	0.0496673691794	0.0309780083106	0.0250438488297	0.0227986957221	0.0195742687012	0.0195382824048	0.0258211209822	0.0433373286702
ò	0.0433505892801	0.125565284462	0.362734709578	0.14366859475	0.0803210918586	0.0604949849465	0.0360396580784	0.0241454685607	0.0230179236854	0.0187285362745	0.0192725384219	0.0234434180561	0.039217243649
r	0.03629605084	0.113168177421	0.339510041459	0.177427634583	0.0938022990862	0.0635204452688	0.0383561926873	0.0219648815278	0.0201883286359	0.0152486841928	0.0157953840934	0.0219423336227	0.0427795292119
k	0.04648912166	0.105631455674	0.31523965142	0.169490345728	0.106104808339	0.0694342307716	0.0412413036791	0.0287117980925	0.0221425436366	0.0157750614362	0.0158779320171	0.0236098339397	0.0402517429811
e	0.05435607406	0.0923139165313	0.253044514473	0.227890381776	0.113053924224	0.0708867961592	0.0384685883657	0.0323702693323	0.0243434410391	0.0185659659775	0.0185407743233	0.0230778758768	0.0330873409053
t	0.038374016638	0.0546245282238	0.182797754424	0.318789324859	0.134298494541	0.0714016854064	0.0389361958612	0.029001737889	0.0232838857495	0.0192556547448	0.0192772378874	0.0280215136691	0.0419378728579
e	0.0350984439173	0.0426780359993	0.138648275808	0.32347208022	0.157553569247	0.0857789027355	0.0434102282804	0.0285988955823	0.0235872180755	0.0199800510457	0.0190859238365	0.0294065443289	0.0527017207221
è	0.0322971791958	0.0414084901078	0.106252842669	0.28958730774	0.207272992749	0.103325174245	0.0557785674468	0.0275790549681	0.0225317472478	0.0219055426765	0.0176179534421	0.022216326475	0.0522267871468
r	0.0242016157113	0.0319829871593	0.085821135823	0.240500917047	0.261828771583	0.129904657682	0.0706394258663	0.02689360698	0.0201614115155	0.019540586729	0.014636285855	0.0201527677614	0.0537357994717
k	0.0362622003398	0.0396281719931	0.0963640894743	0.196591844149	0.236083706194	0.154463993761	0.0735467957061	0.0348865400627	0.0247456811437	0.017886020956	0.0153644919014	0.0230984943754	0.051077966659
o	0.0434800235999	0.0456808206604	0.0920051724514	0.16088370525	0.191457958398	0.167932846454	0.102139056469	0.0544359117342	0.0297781365965	0.021092105448	0.018475271817	0.0247011103372	0.0479379689348
m	0.0318144932666	0.0320173126095	0.0574066431771	0.127653793417	0.165082337466	0.180280781151	0.13659521229	0.0848119073114	0.0321553112222	0.0309968510793	0.0236243666857	0.0321815704469	0.0653794801173
e	0.0270258393855	0.0261344096825	0.0417614463857	0.100669338806	0.128939790422	0.167624212384	0.17751884223	0.12338311997	0.0357641736207	0.0364394773324	0.0245158564068	0.0343719963234	0.0758515054298
m	0.0237401169938	0.0230996739935	0.0331274638752	0.0750776133353	0.0998378493407	0.154465855261	0.217002326743	0.160946507323	0.0383363429869	0.0422153726635	0.0220622383579	0.0334051320201	0.0766835669932
a	0.0213157148849	0.0206829928876	0.0279118806917	0.0595108229118	0.0804710271802	0.13713654642	0.228692422914	0.196595160441	0.044464328229	0.0500914522918	0.0216260204455	0.0339298575356	0.0775719088817
p	0.0194469083402	0.0191699654856	0.0259925922399	0.0556463556106	0.0758625243267	0.122641172673	0.244294099638	0.212978028147	0.0495966305163	0.0504668037279	0.0209364274777	0.0328234320874	0.0701451233926
à	0.0161095000715	0.0164552254953	0.0236954076693	0.0551640983769	0.0755558885756	0.119856316758	0.255033896146	0.235630789382	0.0517352526121	0.042781611184	0.0201866105624	0.0290430173763	0.058752391953
l	0.0133435008112	0.0151718679639	0.0240892140724	0.0551555430656	0.0777774293252	0.123403648119	0.241432650982	0.241962182194	0.054531068804	0.0396823246493	0.0172237200593	0.0251163872103	0.0711104640908
e	0.0144445301334	0.0158356772906	0.0237483226915	0.0459806646285	0.0673333715084	0.11059713064	0.210525878327	0.241329420465	0.0887322925347	0.0539121508364	0.0163451170281	0.0277866146332	0.0834287805256
e	0.0159022075269	0.0168838411029	0.0213426525838	0.0358187566362	0.0484377791028	0.06864144618	0.186003143976	0.257747591955	0.137318590845	0.0893411472788	0.020590964449	0.0301692681005	0.0718025799092
t	0.0134193941648	0.012808775643	0.0164945275033	0.0293512714561	0.0390997854609	0.0561083432933	0.162176929925	0.264054174652	0.135561591282	0.13337855836	0.027194769161	0.0415892147802	0.0687626204631
t	0.0132238978847	0.0135850311497	0.0161923050984	0.0274160833227	0.035294649767	0.0615730005644	0.131685902842	0.256175607417	0.137383189694	0.134991965587	0.0430639504803	0.0509366364754	0.0784777115944
ù	0.013629487355	0.0163687993752	0.0183424694835	0.0277649601876	0.034699874329	0.0693544000881	0.129878058414	0.229226792806	0.179759488831	0.107054933796	0.0460512997034	0.0456233588896	0.0822460023681
c	0.0116030365755	0.0152249261884	0.0180833249052	0.0295525292912	0.038287663103	0.064719649816	0.134281477205	0.204861203402	0.186868570744	0.102449994732	0.0377170063445	0.0617763999337	0.0945741086527
e	0.0119857854878	0.0147466569461	0.0172102765284	0.0271418779457	0.0349821741877	0.0472778716587	0.107970715935	0.177198041067	0.211630375381	0.124529463911	0.0441350230815	0.0770726456372	0.104118975331
t	0.0109237184904	0.0116683407754	0.0133816433021	0.0210209884246	0.0265586871759	0.0347239441196	0.0863445077117	0.170404801822	0.22571290766	0.14998291997	0.0504804412938	0.0874130140991	0.111383972377
r	0.00901150456907	0.0097779417418	0.0108040847187	0.0175529094642	0.0218275316986	0.0323775787732	0.0691641032372	0.168925242074	0.20508041942	0.166303838657	0.0638613668979	0.107398990566	0.117914420152
ò	0.0104050677904	0.0113015066786	0.0124462617969	0.0175678198214	0.0204734580395	0.0325787148777	0.0625579730124	0.144354606825	0.222580985473	0.173448320552	0.0718192551326	0.107549441135	0.112916543077
o	0.011104948663	0.0114744417609	0.013071181647	0.0177427847338	0.0198448702998	0.0267030184859	0.0582993506041	0.126585618808	0.226488054758	0.180021374184	0.0807232456109	0.125512454592	0.102428594492
p	0.0107710035865	0.00999784037697	0.012373289221	0.0177881149646	0.0202128042133	0.0237076418686	0.049287379068	0.106539049069	0.183525258919	0.173370931061	0.115378780737	0.174477072731	0.102570756631
o	0.0104064486122	0.00823946859699	0.0123050353837	0.0177307701682	0.0196948585511	0.0211579570895	0.0414281156627	0.0783010985563	0.145092521906	0.168306476354	0.160374266246	0.191330897577	0.125632010077
d	0.0083480444014	0.00651563597033	0.0102947274966	0.0153062185921	0.0169672948704	0.0170461531232	0.0319361053276	0.0596253518521	0.114398865169	0.149275077451	0.187426990082	0.256991357526	0.125868180026
d	0.00497634030553	0.00465300973878	0.00670559976087	0.0114637377054	0.0137095458035	0.0166673098477	0.0251444062225	0.051836755084	0.0809963399897	0.12887845635	0.217962946694	0.297233733842	0.139771910275
ù	0.00520236478691	0.00554152601493	0.00744040822362	0.0118697195418	0.0126147925878	0.0156933390626	0.0226428801875	0.054876368108	0.0804490581966	0.128194718183	0.216841048898	0.255910819281	0.182722969492
p	0.0068530498063	0.00652973397164	0.00946285875987	0.0144730175673	0.0145865436113	0.0146659775409	0.0253151332225	0.0535343853027	0.0759682089322	0.118858459354	0.173567380966	0.272047103094	0.214138088031
a	0.00783832964143	0.00695048897361	0.00965822877862	0.0133267362158	0.0143193146658	0.0133853535736	0.0246578904875	0.0409237515276	0.0633152056441	0.107184514078	0.169927656722	0.285171778365	0.243340699744
s	0.00708437919181	0.00620163602094	0.00811505576487	0.0104733665396	0.0113341443553	0.0109932271512	0.0202279084492	0.0351795344159	0.0601083910147	0.0926652465593	0.173430841641	0.343185405455	0.221000709648
t	0.0046303094266	0.00426940927365	0.00629765958696	0.00914151231953	0.0094899970211	0.0107983088704	0.0149671822031	0.036773237272	0.0614365430049	0.0950800773864	0.180023344614	0.398667219152	0.168425012336
i	0.00492050162087	0.00743075604455	0.00708586261365	0.00896801472384	0.00936535332303	0.0113213357148	0.0148166236077	0.0312375379573	0.0563287248016	0.0877039097288	0.178917698871	0.364880467051	0.217023131499
c	0.00623189101629	0.0117534904842	0.00813543115988	0.0101244910339	0.0115895211637	0.0122981030963	0.0176874530759	0.0267650253458	0.0430401732739	0.0621604431096	0.171463107357	0.382427921684	0.2363229695
c	0.00717446477676	0.00941448320407	0.00722447807196	0.0110300138686	0.0105841694466	0.0141952160454	0.01965942199	0.0389393906553	0.051874289458	0.0742298968365	0.194307280119	0.372531739895	0.188835197567
i	0.00722178404959	0.00604732571289	0.00647842043065	0.00981053581953	0.00758983353653	0.0126495197138	0.017378802988	0.0386202819784	0.0545876199993	0.0777888374388	0.197951633173	0.350917930632	0.212957499256
ò	0.00612594727053	0.0060611366025	0.00706337698982	0.00925693635698	0.00811478086504	0.00979822615373	0.0135724372813	0.0252907882235	0.0429088128264	0.0589802891729	0.159920303324	0.444083528211	0.208823437352
t	0.00607733870951	0.00581346407817	0.00805731435754	0.00996204208013	0.00987949441355	0.010476899511	0.0137183100618	0.0256640152072	0.0415293338555	0.0604244327643	0.139805647775	0.47717223807	0.191419467717
t	0.00512830611004	0.00475091630052	0.00795500726251	0.0104519606487	0.0100666211999	0.0101830375903	0.0124978050819	0.0248559833577	0.0349548279052	0.0587118854948	0.201876994592	0.432588906023	0.185977730376
u	0.00524303067601	0.0266739791222	0.00901218433437	0.00945570383383	0.00935106391643	0.0103143144691	0.01357719399	0.0194507700326	0.0277251122191	0.0452218127649	0.220773525131	0.391247613341	0.211953668263
